Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,64,96,1,16,2,3,3,135464,0.1355
GPU0,static,1,9437184,1179648,100,64,96,1,16,2,3,3,30522092,30.5221
GPU1,static,1,9437184,1179648,100,64,96,1,16,2,3,3,60431651,60.4317
GPU7,static,1,9437184,1179648,100,64,96,1,16,2,3,3,60767236,60.7672
GPU2,static,1,9437184,1179648,100,64,96,1,16,2,3,3,60903461,60.9035
GPU6,static,1,9437184,1179648,100,64,96,1,16,2,3,3,60958619,60.9586
GPU3,static,1,9437184,1179648,100,64,96,1,16,2,3,3,60997384,60.9974
GPU4,static,1,9437184,1179648,100,64,96,1,16,2,3,3,61110180,61.1102
GPU5,static,1,9437184,1179648,100,64,96,1,16,2,3,3,61129512,61.1295
GPU1,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,29738928,29.7389
GPU7,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30308573,30.3086
GPU6,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30315331,30.3153
GPU2,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30459230,30.4592
GPU4,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30617057,30.6171
GPU5,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30627119,30.6271
GPU0,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30649598,30.6496
GPU3,dynamic,1,9437184,1179648,100,64,96,1,16,2,3,3,30763154,30.7632
GPU1,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,29951739,29.9517
GPU0,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30244866,30.2449
GPU6,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30332125,30.3321
GPU2,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30518341,30.5183
GPU3,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30523412,30.5234
GPU7,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30584041,30.5840
GPU5,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30615436,30.6154
GPU4,guided,1,9437184,1179648,100,64,96,1,16,2,3,3,30887517,30.8875
GPU4,static,2,9437184,1179648,100,64,96,1,16,2,3,3,466036,0.4660
GPU3,static,2,9437184,1179648,100,64,96,1,16,2,3,3,468172,0.4682
GPU0,static,2,9437184,1179648,100,64,96,1,16,2,3,3,471737,0.4717
GPU7,static,2,9437184,1179648,100,64,96,1,16,2,3,3,471888,0.4719
GPU5,static,2,9437184,1179648,100,64,96,1,16,2,3,3,472532,0.4725
GPU1,static,2,9437184,1179648,100,64,96,1,16,2,3,3,473279,0.4733
GPU6,static,2,9437184,1179648,100,64,96,1,16,2,3,3,473666,0.4737
GPU2,static,2,9437184,1179648,100,64,96,1,16,2,3,3,474125,0.4741
GPU0,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,741573,0.7416
GPU3,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,745150,0.7451
GPU7,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,745539,0.7455
GPU4,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,746409,0.7464
GPU5,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,746650,0.7467
GPU1,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,747154,0.7472
GPU6,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,747713,0.7477
GPU2,dynamic,2,9437184,1179648,100,64,96,1,16,2,3,3,748097,0.7481
GPU0,guided,2,9437184,1179648,100,64,96,1,16,2,3,3,740002,0.7400
GPU5,guided,2,9437184,1179648,100,64,96,1,16,2,3,3,744829,0.7448
GPU7,guided,2,9437184,1179648,100,64,96,1,16,2,3,3,745689,0.7457
GPU4,guided,2,9437184,1179648,100,64,96,1,16,2,3,3,745976,0.7460
