Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,64,96,1,48,8,3,3,9489475,9.4895
GPU0,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,3441001495,3441.0015
GPU1,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6784978361,6784.9784
GPU7,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6862541185,6862.5412
GPU2,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6884565494,6884.5655
GPU3,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6885309054,6885.3091
GPU6,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6889715071,6889.7151
GPU4,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6898447730,6898.4477
GPU5,static,1,113246208,3538944,1000,64,96,1,48,8,3,3,6900191146,6900.1911
GPU1,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3344131611,3344.1316
GPU7,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3443310095,3443.3101
GPU2,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3469317869,3469.3179
GPU6,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3473390549,3473.3905
GPU5,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3480443876,3480.4439
GPU4,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3484887228,3484.8872
GPU0,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3485183391,3485.1834
GPU3,dynamic,1,113246208,3538944,1000,64,96,1,48,8,3,3,3490864453,3490.8645
GPU1,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3369392221,3369.3922
GPU7,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3444563617,3444.5636
GPU5,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3459600814,3459.6008
GPU2,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3463999188,3463.9992
GPU0,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3464993576,3464.9936
GPU3,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3467702759,3467.7028
GPU6,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3476402879,3476.4029
GPU4,guided,1,113246208,3538944,1000,64,96,1,48,8,3,3,3503611896,3503.6119
GPU1,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,52353934,52.3539
GPU4,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,52425314,52.4253
GPU5,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,52671413,52.6714
GPU7,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,52745065,52.7451
GPU6,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,52843691,52.8437
GPU0,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,52921787,52.9218
GPU3,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,53149835,53.1498
GPU2,static,2,113246208,3538944,1000,64,96,1,48,8,3,3,53363420,53.3634
GPU1,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,83013312,83.0133
GPU7,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,83489723,83.4897
GPU0,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,83520677,83.5207
GPU4,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,83550063,83.5501
GPU5,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,83852383,83.8524
GPU3,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,83931135,83.9311
GPU6,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,84085771,84.0858
GPU2,dynamic,2,113246208,3538944,1000,64,96,1,48,8,3,3,84537292,84.5373
