Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,16,16,4,3,3,133549,0.1335
GPU6,static,1,49152,3072,1000,1,1,16,16,4,3,3,173278437,173.2784
GPU3,static,1,49152,3072,1000,1,1,16,16,4,3,3,173278477,173.2785
GPU0,static,1,49152,3072,1000,1,1,16,16,4,3,3,173278527,173.2785
GPU4,static,1,49152,3072,1000,1,1,16,16,4,3,3,258227904,258.2279
GPU1,static,1,49152,3072,1000,1,1,16,16,4,3,3,259357584,259.3576
GPU2,static,1,49152,3072,1000,1,1,16,16,4,3,3,260361916,260.3619
GPU5,static,1,49152,3072,1000,1,1,16,16,4,3,3,260773078,260.7731
GPU7,static,1,49152,3072,1000,1,1,16,16,4,3,3,262415107,262.4151
GPU4,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,83528518,83.5285
GPU3,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,84665581,84.6656
GPU0,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,84720580,84.7206
GPU1,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,84748013,84.7480
GPU2,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,85520137,85.5201
GPU6,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,85678550,85.6786
GPU5,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,85896439,85.8964
GPU7,dynamic,1,49152,3072,1000,1,1,16,16,4,3,3,87448916,87.4489
GPU4,guided,1,49152,3072,1000,1,1,16,16,4,3,3,83586659,83.5867
GPU1,guided,1,49152,3072,1000,1,1,16,16,4,3,3,84547959,84.5480
GPU3,guided,1,49152,3072,1000,1,1,16,16,4,3,3,84694572,84.6946
GPU0,guided,1,49152,3072,1000,1,1,16,16,4,3,3,84741263,84.7413
GPU2,guided,1,49152,3072,1000,1,1,16,16,4,3,3,85539080,85.5391
GPU6,guided,1,49152,3072,1000,1,1,16,16,4,3,3,85545952,85.5460
GPU5,guided,1,49152,3072,1000,1,1,16,16,4,3,3,85911009,85.9110
GPU7,guided,1,49152,3072,1000,1,1,16,16,4,3,3,87463170,87.4632
GPU4,static,2,49152,3072,1000,1,1,16,16,4,3,3,84581802,84.5818
GPU0,static,2,49152,3072,1000,1,1,16,16,4,3,3,85804114,85.8041
GPU1,static,2,49152,3072,1000,1,1,16,16,4,3,3,85872111,85.8721
GPU3,static,2,49152,3072,1000,1,1,16,16,4,3,3,86037508,86.0375
GPU6,static,2,49152,3072,1000,1,1,16,16,4,3,3,86624666,86.6247
GPU2,static,2,49152,3072,1000,1,1,16,16,4,3,3,86629860,86.6299
GPU5,static,2,49152,3072,1000,1,1,16,16,4,3,3,87097948,87.0979
GPU7,static,2,49152,3072,1000,1,1,16,16,4,3,3,88652112,88.6521
GPU4,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,83587842,83.5878
GPU1,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,84572309,84.5723
GPU3,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,84667706,84.6677
GPU0,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,84715736,84.7157
GPU6,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,85495143,85.4951
GPU2,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,85510464,85.5105
GPU5,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,85933613,85.9336
GPU7,dynamic,2,49152,3072,1000,1,1,16,16,4,3,3,87521728,87.5217
GPU4,guided,2,49152,3072,1000,1,1,16,16,4,3,3,83595378,83.5954
GPU3,guided,2,49152,3072,1000,1,1,16,16,4,3,3,84658405,84.6584
GPU0,guided,2,49152,3072,1000,1,1,16,16,4,3,3,84669393,84.6694
GPU1,guided,2,49152,3072,1000,1,1,16,16,4,3,3,84729084,84.7291
GPU6,guided,2,49152,3072,1000,1,1,16,16,4,3,3,85521218,85.5212
GPU2,guided,2,49152,3072,1000,1,1,16,16,4,3,3,85522882,85.5229
GPU5,guided,2,49152,3072,1000,1,1,16,16,4,3,3,85889710,85.8897
GPU7,guided,2,49152,3072,1000,1,1,16,16,4,3,3,87476838,87.4768
GPU1,static,3,49152,3072,1000,1,1,16,16,4,3,3,6971668,6.9717
GPU2,static,3,49152,3072,1000,1,1,16,16,4,3,3,7039225,7.0392
GPU6,static,3,49152,3072,1000,1,1,16,16,4,3,3,7049658,7.0497
GPU4,static,3,49152,3072,1000,1,1,16,16,4,3,3,7067222,7.0672
GPU5,static,3,49152,3072,1000,1,1,16,16,4,3,3,7075220,7.0752
GPU3,static,3,49152,3072,1000,1,1,16,16,4,3,3,7161448,7.1614
GPU0,static,3,49152,3072,1000,1,1,16,16,4,3,3,7175906,7.1759
GPU7,static,3,49152,3072,1000,1,1,16,16,4,3,3,7195493,7.1955
GPU4,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,6827091,6.8271
GPU1,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,6880650,6.8807
GPU3,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,6976655,6.9767
GPU5,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,6992474,6.9925
GPU0,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,6995812,6.9958
GPU2,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,7049328,7.0493
GPU6,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,7075121,7.0751
GPU7,dynamic,3,49152,3072,1000,1,1,16,16,4,3,3,7216536,7.2165
GPU4,guided,3,49152,3072,1000,1,1,16,16,4,3,3,6909909,6.9099
GPU3,guided,3,49152,3072,1000,1,1,16,16,4,3,3,6991368,6.9914
GPU0,guided,3,49152,3072,1000,1,1,16,16,4,3,3,7002974,7.0030
GPU1,guided,3,49152,3072,1000,1,1,16,16,4,3,3,7013674,7.0137
GPU2,guided,3,49152,3072,1000,1,1,16,16,4,3,3,7051849,7.0518
GPU6,guided,3,49152,3072,1000,1,1,16,16,4,3,3,7075141,7.0751
GPU5,guided,3,49152,3072,1000,1,1,16,16,4,3,3,7079852,7.0799
GPU7,guided,3,49152,3072,1000,1,1,16,16,4,3,3,7219645,7.2196
GPU4,static,4,49152,3072,1000,1,1,16,16,4,3,3,350494,0.3505
GPU1,static,4,49152,3072,1000,1,1,16,16,4,3,3,354144,0.3541
GPU0,static,4,49152,3072,1000,1,1,16,16,4,3,3,354411,0.3544
GPU3,static,4,49152,3072,1000,1,1,16,16,4,3,3,356543,0.3565
GPU6,static,4,49152,3072,1000,1,1,16,16,4,3,3,358057,0.3581
GPU2,static,4,49152,3072,1000,1,1,16,16,4,3,3,358315,0.3583
