Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,48,96,8,3,3,410934,0.4109
GPU0,static,1,1769472,55296,100,1,1,48,96,8,3,3,300318877,300.3189
GPU2,static,1,1769472,55296,100,1,1,48,96,8,3,3,597337361,597.3374
GPU4,static,1,1769472,55296,100,1,1,48,96,8,3,3,603926841,603.9268
GPU3,static,1,1769472,55296,100,1,1,48,96,8,3,3,603997898,603.9979
GPU7,static,1,1769472,55296,100,1,1,48,96,8,3,3,604497074,604.4971
GPU1,static,1,1769472,55296,100,1,1,48,96,8,3,3,607499186,607.4992
GPU6,static,1,1769472,55296,100,1,1,48,96,8,3,3,607627993,607.6280
GPU5,static,1,1769472,55296,100,1,1,48,96,8,3,3,779920949,779.9209
GPU2,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,292108455,292.1085
GPU0,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,295243977,295.2440
GPU4,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,298614430,298.6144
GPU3,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,298744184,298.7442
GPU7,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,299302809,299.3028
GPU6,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,301947093,301.9471
GPU1,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,302247443,302.2474
GPU5,dynamic,1,1769472,55296,100,1,1,48,96,8,3,3,471866332,471.8663
GPU2,guided,1,1769472,55296,100,1,1,48,96,8,3,3,291885104,291.8851
GPU0,guided,1,1769472,55296,100,1,1,48,96,8,3,3,295439504,295.4395
GPU3,guided,1,1769472,55296,100,1,1,48,96,8,3,3,298568356,298.5684
GPU4,guided,1,1769472,55296,100,1,1,48,96,8,3,3,298793619,298.7936
GPU7,guided,1,1769472,55296,100,1,1,48,96,8,3,3,299398279,299.3983
GPU1,guided,1,1769472,55296,100,1,1,48,96,8,3,3,302028200,302.0282
GPU6,guided,1,1769472,55296,100,1,1,48,96,8,3,3,302092717,302.0927
GPU5,guided,1,1769472,55296,100,1,1,48,96,8,3,3,471940433,471.9404
GPU2,static,2,1769472,55296,100,1,1,48,96,8,3,3,296422176,296.4222
GPU0,static,2,1769472,55296,100,1,1,48,96,8,3,3,299202169,299.2022
GPU4,static,2,1769472,55296,100,1,1,48,96,8,3,3,302604387,302.6044
GPU3,static,2,1769472,55296,100,1,1,48,96,8,3,3,303138973,303.1390
GPU7,static,2,1769472,55296,100,1,1,48,96,8,3,3,304132165,304.1322
GPU6,static,2,1769472,55296,100,1,1,48,96,8,3,3,306297097,306.2971
GPU1,static,2,1769472,55296,100,1,1,48,96,8,3,3,306666945,306.6669
GPU5,static,2,1769472,55296,100,1,1,48,96,8,3,3,479374171,479.3742
GPU2,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,291997365,291.9974
GPU0,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,295289220,295.2892
GPU4,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,298661456,298.6615
GPU3,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,298703243,298.7032
GPU7,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,299313773,299.3138
GPU1,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,302175137,302.1751
GPU6,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,302245137,302.2451
GPU5,dynamic,2,1769472,55296,100,1,1,48,96,8,3,3,471773672,471.7737
GPU2,guided,2,1769472,55296,100,1,1,48,96,8,3,3,292041444,292.0414
GPU0,guided,2,1769472,55296,100,1,1,48,96,8,3,3,295331889,295.3319
GPU4,guided,2,1769472,55296,100,1,1,48,96,8,3,3,298660713,298.6607
GPU3,guided,2,1769472,55296,100,1,1,48,96,8,3,3,298748067,298.7481
GPU7,guided,2,1769472,55296,100,1,1,48,96,8,3,3,299192731,299.1927
GPU6,guided,2,1769472,55296,100,1,1,48,96,8,3,3,301972471,301.9725
GPU1,guided,2,1769472,55296,100,1,1,48,96,8,3,3,302221192,302.2212
GPU5,guided,2,1769472,55296,100,1,1,48,96,8,3,3,471926994,471.9270
GPU2,static,3,1769472,55296,100,1,1,48,96,8,3,3,7312433,7.3124
GPU7,static,3,1769472,55296,100,1,1,48,96,8,3,3,7467887,7.4679
GPU3,static,3,1769472,55296,100,1,1,48,96,8,3,3,7484923,7.4849
GPU0,static,3,1769472,55296,100,1,1,48,96,8,3,3,7490026,7.4900
GPU1,static,3,1769472,55296,100,1,1,48,96,8,3,3,7534279,7.5343
GPU4,static,3,1769472,55296,100,1,1,48,96,8,3,3,7599594,7.5996
GPU6,static,3,1769472,55296,100,1,1,48,96,8,3,3,7683274,7.6833
GPU5,static,3,1769472,55296,100,1,1,48,96,8,3,3,11534820,11.5348
GPU0,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7397102,7.3971
GPU2,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7426561,7.4266
GPU4,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7574337,7.5743
GPU3,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7579784,7.5798
GPU7,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7583879,7.5839
GPU1,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7653418,7.6534
GPU6,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,7698504,7.6985
GPU5,dynamic,3,1769472,55296,100,1,1,48,96,8,3,3,11727344,11.7273
GPU0,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7207480,7.2075
GPU2,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7224779,7.2248
GPU4,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7346382,7.3464
GPU3,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7413391,7.4134
GPU1,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7420994,7.4210
GPU7,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7441361,7.4414
GPU6,guided,3,1769472,55296,100,1,1,48,96,8,3,3,7494974,7.4950
GPU5,guided,3,1769472,55296,100,1,1,48,96,8,3,3,11773219,11.7732
GPU4,static,4,1769472,55296,100,1,1,48,96,8,3,3,95873,0.0959
GPU0,static,4,1769472,55296,100,1,1,48,96,8,3,3,96522,0.0965
GPU3,static,4,1769472,55296,100,1,1,48,96,8,3,3,97408,0.0974
GPU6,static,4,1769472,55296,100,1,1,48,96,8,3,3,98606,0.0986
GPU2,static,4,1769472,55296,100,1,1,48,96,8,3,3,98831,0.0988
GPU7,static,4,1769472,55296,100,1,1,48,96,8,3,3,99473,0.0995
GPU1,static,4,1769472,55296,100,1,1,48,96,8,3,3,100175,0.1002
GPU5,static,4,1769472,55296,100,1,1,48,96,8,3,3,145483,0.1455
GPU0,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,164576,0.1646
GPU2,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,165892,0.1659
GPU4,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,168940,0.1689
GPU7,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,169175,0.1692
GPU1,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,169729,0.1697
GPU3,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,170262,0.1703
GPU6,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,170532,0.1705
GPU5,dynamic,4,1769472,55296,100,1,1,48,96,8,3,3,255486,0.2555
GPU0,guided,4,1769472,55296,100,1,1,48,96,8,3,3,164349,0.1643
GPU4,guided,4,1769472,55296,100,1,1,48,96,8,3,3,166317,0.1663
GPU2,guided,4,1769472,55296,100,1,1,48,96,8,3,3,166773,0.1668
GPU7,guided,4,1769472,55296,100,1,1,48,96,8,3,3,167445,0.1674
