Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,1,16,4,3,3,14180,0.0142
GPU0,static,1,3072,192,100,1,1,1,16,4,3,3,720397,0.7204
GPU1,static,1,3072,192,100,1,1,1,16,4,3,3,1478115,1.4781
GPU4,static,1,3072,192,100,1,1,1,16,4,3,3,1481564,1.4816
GPU2,static,1,3072,192,100,1,1,1,16,4,3,3,2217668,2.2177
GPU3,static,1,3072,192,100,1,1,1,16,4,3,3,2915475,2.9155
GPU6,static,1,3072,192,100,1,1,1,16,4,3,3,2940352,2.9404
GPU5,static,1,3072,192,100,1,1,1,16,4,3,3,2940690,2.9407
GPU7,static,1,3072,192,100,1,1,1,16,4,3,3,2954906,2.9549
GPU4,dynamic,1,3072,192,100,1,1,1,16,4,3,3,529383,0.5294
GPU3,dynamic,1,3072,192,100,1,1,1,16,4,3,3,530114,0.5301
GPU1,dynamic,1,3072,192,100,1,1,1,16,4,3,3,530527,0.5305
GPU0,dynamic,1,3072,192,100,1,1,1,16,4,3,3,531149,0.5311
GPU2,dynamic,1,3072,192,100,1,1,1,16,4,3,3,535851,0.5359
GPU6,dynamic,1,3072,192,100,1,1,1,16,4,3,3,536027,0.5360
GPU5,dynamic,1,3072,192,100,1,1,1,16,4,3,3,538706,0.5387
GPU7,dynamic,1,3072,192,100,1,1,1,16,4,3,3,547752,0.5478
GPU4,guided,1,3072,192,100,1,1,1,16,4,3,3,519619,0.5196
GPU1,guided,1,3072,192,100,1,1,1,16,4,3,3,528181,0.5282
GPU3,guided,1,3072,192,100,1,1,1,16,4,3,3,528589,0.5286
GPU0,guided,1,3072,192,100,1,1,1,16,4,3,3,528836,0.5288
GPU6,guided,1,3072,192,100,1,1,1,16,4,3,3,534032,0.5340
GPU2,guided,1,3072,192,100,1,1,1,16,4,3,3,534742,0.5347
GPU5,guided,1,3072,192,100,1,1,1,16,4,3,3,536001,0.5360
GPU7,guided,1,3072,192,100,1,1,1,16,4,3,3,543829,0.5438
GPU4,static,2,3072,192,100,1,1,1,16,4,3,3,527888,0.5279
GPU3,static,2,3072,192,100,1,1,1,16,4,3,3,535201,0.5352
GPU0,static,2,3072,192,100,1,1,1,16,4,3,3,535456,0.5355
GPU1,static,2,3072,192,100,1,1,1,16,4,3,3,535499,0.5355
GPU6,static,2,3072,192,100,1,1,1,16,4,3,3,541557,0.5416
GPU2,static,2,3072,192,100,1,1,1,16,4,3,3,542898,0.5429
GPU5,static,2,3072,192,100,1,1,1,16,4,3,3,544079,0.5441
GPU7,static,2,3072,192,100,1,1,1,16,4,3,3,551628,0.5516
GPU4,dynamic,2,3072,192,100,1,1,1,16,4,3,3,520100,0.5201
GPU3,dynamic,2,3072,192,100,1,1,1,16,4,3,3,528396,0.5284
GPU0,dynamic,2,3072,192,100,1,1,1,16,4,3,3,528485,0.5285
GPU1,dynamic,2,3072,192,100,1,1,1,16,4,3,3,528485,0.5285
GPU6,dynamic,2,3072,192,100,1,1,1,16,4,3,3,534373,0.5344
GPU2,dynamic,2,3072,192,100,1,1,1,16,4,3,3,534528,0.5345
GPU5,dynamic,2,3072,192,100,1,1,1,16,4,3,3,535675,0.5357
GPU7,dynamic,2,3072,192,100,1,1,1,16,4,3,3,544599,0.5446
GPU4,guided,2,3072,192,100,1,1,1,16,4,3,3,520252,0.5203
GPU1,guided,2,3072,192,100,1,1,1,16,4,3,3,528176,0.5282
GPU3,guided,2,3072,192,100,1,1,1,16,4,3,3,528529,0.5285
GPU0,guided,2,3072,192,100,1,1,1,16,4,3,3,528714,0.5287
GPU6,guided,2,3072,192,100,1,1,1,16,4,3,3,533843,0.5338
GPU2,guided,2,3072,192,100,1,1,1,16,4,3,3,534763,0.5348
GPU5,guided,2,3072,192,100,1,1,1,16,4,3,3,535739,0.5357
GPU7,guided,2,3072,192,100,1,1,1,16,4,3,3,544313,0.5443
GPU4,static,3,3072,192,100,1,1,1,16,4,3,3,527932,0.5279
GPU1,static,3,3072,192,100,1,1,1,16,4,3,3,536723,0.5367
GPU3,static,3,3072,192,100,1,1,1,16,4,3,3,537063,0.5371
GPU0,static,3,3072,192,100,1,1,1,16,4,3,3,537195,0.5372
GPU6,static,3,3072,192,100,1,1,1,16,4,3,3,542425,0.5424
GPU2,static,3,3072,192,100,1,1,1,16,4,3,3,542495,0.5425
GPU5,static,3,3072,192,100,1,1,1,16,4,3,3,543848,0.5438
GPU7,static,3,3072,192,100,1,1,1,16,4,3,3,552918,0.5529
GPU4,dynamic,3,3072,192,100,1,1,1,16,4,3,3,519548,0.5195
GPU3,dynamic,3,3072,192,100,1,1,1,16,4,3,3,527284,0.5273
GPU0,dynamic,3,3072,192,100,1,1,1,16,4,3,3,527456,0.5275
GPU1,dynamic,3,3072,192,100,1,1,1,16,4,3,3,527493,0.5275
GPU6,dynamic,3,3072,192,100,1,1,1,16,4,3,3,533076,0.5331
GPU2,dynamic,3,3072,192,100,1,1,1,16,4,3,3,533958,0.5340
GPU5,dynamic,3,3072,192,100,1,1,1,16,4,3,3,535043,0.5350
GPU7,dynamic,3,3072,192,100,1,1,1,16,4,3,3,543776,0.5438
GPU4,guided,3,3072,192,100,1,1,1,16,4,3,3,519137,0.5191
GPU3,guided,3,3072,192,100,1,1,1,16,4,3,3,527516,0.5275
GPU1,guided,3,3072,192,100,1,1,1,16,4,3,3,527531,0.5275
GPU0,guided,3,3072,192,100,1,1,1,16,4,3,3,527595,0.5276
GPU6,guided,3,3072,192,100,1,1,1,16,4,3,3,533055,0.5331
GPU2,guided,3,3072,192,100,1,1,1,16,4,3,3,533645,0.5336
GPU5,guided,3,3072,192,100,1,1,1,16,4,3,3,534833,0.5348
GPU7,guided,3,3072,192,100,1,1,1,16,4,3,3,543810,0.5438
GPU1,static,4,3072,192,100,1,1,1,16,4,3,3,39011,0.0390
GPU4,static,4,3072,192,100,1,1,1,16,4,3,3,39140,0.0391
GPU0,static,4,3072,192,100,1,1,1,16,4,3,3,39146,0.0391
