Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,48,96,1,48,8,3,3,112612,0.1126
GPU0,static,1,84934656,2654208,10,48,96,1,48,8,3,3,34708123,34.7081
GPU2,static,1,84934656,2654208,10,48,96,1,48,8,3,3,69149560,69.1496
GPU7,static,1,84934656,2654208,10,48,96,1,48,8,3,3,69689804,69.6898
GPU3,static,1,84934656,2654208,10,48,96,1,48,8,3,3,69700180,69.7002
GPU6,static,1,84934656,2654208,10,48,96,1,48,8,3,3,69936167,69.9362
GPU4,static,1,84934656,2654208,10,48,96,1,48,8,3,3,69961058,69.9611
GPU1,static,1,84934656,2654208,10,48,96,1,48,8,3,3,70322017,70.3220
GPU5,static,1,84934656,2654208,10,48,96,1,48,8,3,3,90134650,90.1346
GPU2,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,34456452,34.4565
GPU0,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,34554928,34.5549
GPU7,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,34569795,34.5698
GPU6,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,34937175,34.9372
GPU4,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,35243059,35.2431
GPU3,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,35250625,35.2506
GPU1,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,35616235,35.6162
GPU5,dynamic,1,84934656,2654208,10,48,96,1,48,8,3,3,55457478,55.4575
GPU2,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,34706293,34.7063
GPU0,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,34862046,34.8620
GPU7,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,34947360,34.9474
GPU3,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,35280992,35.2810
GPU6,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,35489102,35.4891
GPU4,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,35531619,35.5316
GPU1,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,35872466,35.8725
GPU5,guided,1,84934656,2654208,10,48,96,1,48,8,3,3,55541372,55.5414
GPU4,static,2,84934656,2654208,10,48,96,1,48,8,3,3,640503,0.6405
GPU3,static,2,84934656,2654208,10,48,96,1,48,8,3,3,654377,0.6544
GPU2,static,2,84934656,2654208,10,48,96,1,48,8,3,3,662865,0.6629
GPU6,static,2,84934656,2654208,10,48,96,1,48,8,3,3,663244,0.6632
GPU1,static,2,84934656,2654208,10,48,96,1,48,8,3,3,671930,0.6719
GPU0,static,2,84934656,2654208,10,48,96,1,48,8,3,3,672587,0.6726
GPU7,static,2,84934656,2654208,10,48,96,1,48,8,3,3,680368,0.6804
GPU5,static,2,84934656,2654208,10,48,96,1,48,8,3,3,752514,0.7525
GPU2,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,859942,0.8599
GPU4,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,867431,0.8674
GPU6,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,874977,0.8750
GPU7,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,875623,0.8756
GPU1,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,876131,0.8761
GPU3,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,876512,0.8765
GPU0,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,882077,0.8821
GPU5,dynamic,2,84934656,2654208,10,48,96,1,48,8,3,3,1308226,1.3082
GPU0,guided,2,84934656,2654208,10,48,96,1,48,8,3,3,847653,0.8477
GPU6,guided,2,84934656,2654208,10,48,96,1,48,8,3,3,855201,0.8552
GPU7,guided,2,84934656,2654208,10,48,96,1,48,8,3,3,855734,0.8557
GPU4,guided,2,84934656,2654208,10,48,96,1,48,8,3,3,856120,0.8561
GPU2,guided,2,84934656,2654208,10,48,96,1,48,8,3,3,878533,0.8785
GPU3,guided,2,84934656,2654208,10,48,96,1,48,8,3,3,886484,0.8865
