Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,48,96,1,16,8,3,3,88136,0.0881
GPU0,static,1,28311552,884736,10,48,96,1,16,8,3,3,23660629,23.6606
GPU4,static,1,28311552,884736,10,48,96,1,16,8,3,3,23678138,23.6781
GPU2,static,1,28311552,884736,10,48,96,1,16,8,3,3,35226973,35.2270
GPU7,static,1,28311552,884736,10,48,96,1,16,8,3,3,35398517,35.3985
GPU3,static,1,28311552,884736,10,48,96,1,16,8,3,3,35557026,35.5570
GPU6,static,1,28311552,884736,10,48,96,1,16,8,3,3,35573600,35.5736
GPU1,static,1,28311552,884736,10,48,96,1,16,8,3,3,35681369,35.6814
GPU5,static,1,28311552,884736,10,48,96,1,16,8,3,3,42139114,42.1391
GPU2,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11443474,11.4435
GPU6,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11581852,11.5819
GPU7,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11603880,11.6039
GPU4,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11701914,11.7019
GPU3,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11763348,11.7633
GPU0,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11766217,11.7662
GPU1,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,11921072,11.9211
GPU5,dynamic,1,28311552,884736,10,48,96,1,16,8,3,3,18554826,18.5548
GPU0,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11565853,11.5659
GPU2,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11642790,11.6428
GPU3,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11696176,11.6962
GPU7,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11824384,11.8244
GPU1,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11850704,11.8507
GPU6,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11904296,11.9043
GPU4,guided,1,28311552,884736,10,48,96,1,16,8,3,3,11946358,11.9464
GPU5,guided,1,28311552,884736,10,48,96,1,16,8,3,3,18315759,18.3158
GPU2,static,2,28311552,884736,10,48,96,1,16,8,3,3,173969,0.1740
GPU0,static,2,28311552,884736,10,48,96,1,16,8,3,3,179057,0.1791
GPU4,static,2,28311552,884736,10,48,96,1,16,8,3,3,179247,0.1792
GPU3,static,2,28311552,884736,10,48,96,1,16,8,3,3,179725,0.1797
GPU1,static,2,28311552,884736,10,48,96,1,16,8,3,3,179991,0.1800
GPU7,static,2,28311552,884736,10,48,96,1,16,8,3,3,180234,0.1802
GPU6,static,2,28311552,884736,10,48,96,1,16,8,3,3,181361,0.1814
GPU5,static,2,28311552,884736,10,48,96,1,16,8,3,3,260061,0.2601
GPU0,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,286193,0.2862
GPU1,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,289030,0.2890
GPU2,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,289320,0.2893
GPU6,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,292895,0.2929
GPU7,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,293221,0.2932
GPU4,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,293645,0.2936
GPU3,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,293949,0.2939
GPU5,dynamic,2,28311552,884736,10,48,96,1,16,8,3,3,443837,0.4438
GPU0,guided,2,28311552,884736,10,48,96,1,16,8,3,3,284299,0.2843
GPU2,guided,2,28311552,884736,10,48,96,1,16,8,3,3,287321,0.2873
GPU4,guided,2,28311552,884736,10,48,96,1,16,8,3,3,289494,0.2895
GPU7,guided,2,28311552,884736,10,48,96,1,16,8,3,3,291548,0.2915
GPU6,guided,2,28311552,884736,10,48,96,1,16,8,3,3,292180,0.2922
GPU1,guided,2,28311552,884736,10,48,96,1,16,8,3,3,293643,0.2936
GPU3,guided,2,28311552,884736,10,48,96,1,16,8,3,3,294305,0.2943
GPU5,guided,2,28311552,884736,10,48,96,1,16,8,3,3,438885,0.4389
GPU0,static,3,28311552,884736,10,48,96,1,16,8,3,3,167288,0.1673
GPU4,static,3,28311552,884736,10,48,96,1,16,8,3,3,170160,0.1702
GPU3,static,3,28311552,884736,10,48,96,1,16,8,3,3,172590,0.1726
GPU6,static,3,28311552,884736,10,48,96,1,16,8,3,3,173449,0.1734
GPU2,static,3,28311552,884736,10,48,96,1,16,8,3,3,174689,0.1747
GPU1,static,3,28311552,884736,10,48,96,1,16,8,3,3,175038,0.1750
GPU7,static,3,28311552,884736,10,48,96,1,16,8,3,3,177098,0.1771
GPU5,static,3,28311552,884736,10,48,96,1,16,8,3,3,254665,0.2547
GPU0,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,285660,0.2857
GPU1,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,290832,0.2908
GPU2,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,291716,0.2917
GPU4,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,292246,0.2922
GPU3,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,293027,0.2930
GPU7,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,293226,0.2932
GPU6,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,293917,0.2939
GPU5,dynamic,3,28311552,884736,10,48,96,1,16,8,3,3,440730,0.4407
GPU0,guided,3,28311552,884736,10,48,96,1,16,8,3,3,284603,0.2846
GPU2,guided,3,28311552,884736,10,48,96,1,16,8,3,3,287456,0.2875
