Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,48,32,4,3,3,667315,0.6673
GPU0,static,1,294912,18432,1000,1,1,48,32,4,3,3,515835073,515.8351
GPU4,static,1,294912,18432,1000,1,1,48,32,4,3,3,1025146008,1025.1460
GPU3,static,1,294912,18432,1000,1,1,48,32,4,3,3,1031378940,1031.3789
GPU6,static,1,294912,18432,1000,1,1,48,32,4,3,3,1031432728,1031.4327
GPU2,static,1,294912,18432,1000,1,1,48,32,4,3,3,1037579918,1037.5799
GPU1,static,1,294912,18432,1000,1,1,48,32,4,3,3,1037676408,1037.6764
GPU5,static,1,294912,18432,1000,1,1,48,32,4,3,3,1039522690,1039.5227
GPU7,static,1,294912,18432,1000,1,1,48,32,4,3,3,1048880409,1048.8804
GPU4,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,501196330,501.1963
GPU6,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,507349461,507.3495
GPU3,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,507436087,507.4361
GPU0,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,507504390,507.5044
GPU1,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,513084541,513.0845
GPU2,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,513416433,513.4164
GPU5,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,515380948,515.3809
GPU7,dynamic,1,294912,18432,1000,1,1,48,32,4,3,3,524464793,524.4648
GPU4,guided,1,294912,18432,1000,1,1,48,32,4,3,3,500887850,500.8879
GPU3,guided,1,294912,18432,1000,1,1,48,32,4,3,3,507378503,507.3785
GPU6,guided,1,294912,18432,1000,1,1,48,32,4,3,3,507502638,507.5026
GPU0,guided,1,294912,18432,1000,1,1,48,32,4,3,3,507650895,507.6509
GPU2,guided,1,294912,18432,1000,1,1,48,32,4,3,3,513078550,513.0785
GPU1,guided,1,294912,18432,1000,1,1,48,32,4,3,3,513205721,513.2057
GPU5,guided,1,294912,18432,1000,1,1,48,32,4,3,3,515547218,515.5472
GPU7,guided,1,294912,18432,1000,1,1,48,32,4,3,3,524717845,524.7178
GPU4,static,2,294912,18432,1000,1,1,48,32,4,3,3,508686378,508.6864
GPU6,static,2,294912,18432,1000,1,1,48,32,4,3,3,514019099,514.0191
GPU0,static,2,294912,18432,1000,1,1,48,32,4,3,3,514105952,514.1060
GPU3,static,2,294912,18432,1000,1,1,48,32,4,3,3,515386009,515.3860
GPU1,static,2,294912,18432,1000,1,1,48,32,4,3,3,520164596,520.1646
GPU2,static,2,294912,18432,1000,1,1,48,32,4,3,3,520879834,520.8798
GPU5,static,2,294912,18432,1000,1,1,48,32,4,3,3,521973932,521.9739
GPU7,static,2,294912,18432,1000,1,1,48,32,4,3,3,531369397,531.3694
GPU4,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,501065400,501.0654
GPU0,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,507317365,507.3174
GPU6,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,507331805,507.3318
GPU3,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,507348438,507.3484
GPU2,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,513308306,513.3083
GPU1,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,513317277,513.3173
GPU5,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,515565321,515.5653
GPU7,dynamic,2,294912,18432,1000,1,1,48,32,4,3,3,524375267,524.3753
GPU4,guided,2,294912,18432,1000,1,1,48,32,4,3,3,501062633,501.0626
GPU6,guided,2,294912,18432,1000,1,1,48,32,4,3,3,507401666,507.4017
GPU3,guided,2,294912,18432,1000,1,1,48,32,4,3,3,507537101,507.5371
GPU0,guided,2,294912,18432,1000,1,1,48,32,4,3,3,507566283,507.5663
GPU1,guided,2,294912,18432,1000,1,1,48,32,4,3,3,512995705,512.9957
GPU2,guided,2,294912,18432,1000,1,1,48,32,4,3,3,513453996,513.4540
GPU5,guided,2,294912,18432,1000,1,1,48,32,4,3,3,515866219,515.8662
GPU7,guided,2,294912,18432,1000,1,1,48,32,4,3,3,524454063,524.4541
GPU4,static,3,294912,18432,1000,1,1,48,32,4,3,3,12370459,12.3705
GPU3,static,3,294912,18432,1000,1,1,48,32,4,3,3,12436831,12.4368
GPU2,static,3,294912,18432,1000,1,1,48,32,4,3,3,12563553,12.5636
GPU0,static,3,294912,18432,1000,1,1,48,32,4,3,3,12794263,12.7943
GPU6,static,3,294912,18432,1000,1,1,48,32,4,3,3,12939547,12.9395
GPU1,static,3,294912,18432,1000,1,1,48,32,4,3,3,13062676,13.0627
GPU5,static,3,294912,18432,1000,1,1,48,32,4,3,3,13102468,13.1025
GPU7,static,3,294912,18432,1000,1,1,48,32,4,3,3,13168857,13.1689
GPU6,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12351350,12.3514
GPU4,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12517945,12.5179
GPU3,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12643855,12.6439
GPU1,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12816578,12.8166
GPU2,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12827651,12.8277
GPU0,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12867407,12.8674
GPU5,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,12990711,12.9907
GPU7,dynamic,3,294912,18432,1000,1,1,48,32,4,3,3,13006001,13.0060
GPU4,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12601234,12.6012
GPU3,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12684433,12.6844
GPU6,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12771342,12.7713
GPU0,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12773913,12.7739
GPU1,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12775211,12.7752
GPU2,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12817298,12.8173
GPU5,guided,3,294912,18432,1000,1,1,48,32,4,3,3,12976493,12.9765
GPU7,guided,3,294912,18432,1000,1,1,48,32,4,3,3,13005289,13.0053
GPU6,static,4,294912,18432,1000,1,1,48,32,4,3,3,359477,0.3595
GPU0,static,4,294912,18432,1000,1,1,48,32,4,3,3,360935,0.3609
GPU2,static,4,294912,18432,1000,1,1,48,32,4,3,3,362004,0.3620
GPU1,static,4,294912,18432,1000,1,1,48,32,4,3,3,362645,0.3626
GPU4,static,4,294912,18432,1000,1,1,48,32,4,3,3,363754,0.3638
GPU5,static,4,294912,18432,1000,1,1,48,32,4,3,3,364229,0.3642
GPU3,static,4,294912,18432,1000,1,1,48,32,4,3,3,365137,0.3651
GPU7,static,4,294912,18432,1000,1,1,48,32,4,3,3,368966,0.3690
GPU6,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,369399,0.3694
GPU0,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,371032,0.3710
GPU2,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,372631,0.3726
GPU1,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,373023,0.3730
GPU4,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,373660,0.3737
GPU3,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,374008,0.3740
GPU5,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,376130,0.3761
GPU7,dynamic,4,294912,18432,1000,1,1,48,32,4,3,3,381435,0.3814
GPU6,guided,4,294912,18432,1000,1,1,48,32,4,3,3,369462,0.3695
GPU0,guided,4,294912,18432,1000,1,1,48,32,4,3,3,369786,0.3698
GPU2,guided,4,294912,18432,1000,1,1,48,32,4,3,3,372082,0.3721
GPU3,guided,4,294912,18432,1000,1,1,48,32,4,3,3,372382,0.3724
GPU1,guided,4,294912,18432,1000,1,1,48,32,4,3,3,372561,0.3726
GPU4,guided,4,294912,18432,1000,1,1,48,32,4,3,3,374777,0.3748
GPU5,guided,4,294912,18432,1000,1,1,48,32,4,3,3,376438,0.3764
GPU7,guided,4,294912,18432,1000,1,1,48,32,4,3,3,380180,0.3802
