Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,48,32,8,3,3,156289,0.1563
GPU0,static,1,589824,18432,100,1,1,48,32,8,3,3,100315014,100.3150
GPU6,static,1,589824,18432,100,1,1,48,32,8,3,3,199414638,199.4146
GPU3,static,1,589824,18432,100,1,1,48,32,8,3,3,200658930,200.6589
GPU5,static,1,589824,18432,100,1,1,48,32,8,3,3,201660543,201.6605
GPU1,static,1,589824,18432,100,1,1,48,32,8,3,3,201715944,201.7159
GPU2,static,1,589824,18432,100,1,1,48,32,8,3,3,202071350,202.0713
GPU7,static,1,589824,18432,100,1,1,48,32,8,3,3,202824591,202.8246
GPU4,static,1,589824,18432,100,1,1,48,32,8,3,3,203822158,203.8222
GPU6,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,97377968,97.3780
GPU0,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,98494821,98.4948
GPU3,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,98568239,98.5682
GPU1,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,99466598,99.4666
GPU5,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,99478820,99.4788
GPU2,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,99975158,99.9752
GPU7,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,100681658,100.6817
GPU4,dynamic,1,589824,18432,100,1,1,48,32,8,3,3,101621311,101.6213
GPU6,guided,1,589824,18432,100,1,1,48,32,8,3,3,97501651,97.5017
GPU0,guided,1,589824,18432,100,1,1,48,32,8,3,3,98529941,98.5299
GPU3,guided,1,589824,18432,100,1,1,48,32,8,3,3,98668899,98.6689
GPU1,guided,1,589824,18432,100,1,1,48,32,8,3,3,99480348,99.4803
GPU5,guided,1,589824,18432,100,1,1,48,32,8,3,3,99500372,99.5004
GPU2,guided,1,589824,18432,100,1,1,48,32,8,3,3,100005585,100.0056
GPU7,guided,1,589824,18432,100,1,1,48,32,8,3,3,100610239,100.6102
GPU4,guided,1,589824,18432,100,1,1,48,32,8,3,3,101667575,101.6676
GPU6,static,2,589824,18432,100,1,1,48,32,8,3,3,98787798,98.7878
GPU0,static,2,589824,18432,100,1,1,48,32,8,3,3,99918284,99.9183
GPU3,static,2,589824,18432,100,1,1,48,32,8,3,3,99980268,99.9803
