Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,1,48,8,3,3,10236,0.0102
GPU0,static,1,18432,576,10,1,1,1,48,8,3,3,436435,0.4364
GPU3,static,1,18432,576,10,1,1,1,48,8,3,3,1041307,1.0413
GPU7,static,1,18432,576,10,1,1,1,48,8,3,3,1526685,1.5267
GPU1,static,1,18432,576,10,1,1,1,48,8,3,3,1526734,1.5267
GPU5,static,1,18432,576,10,1,1,1,48,8,3,3,1526777,1.5268
GPU6,static,1,18432,576,10,1,1,1,48,8,3,3,1964528,1.9645
GPU4,static,1,18432,576,10,1,1,1,48,8,3,3,1969137,1.9691
GPU2,static,1,18432,576,10,1,1,1,48,8,3,3,1997366,1.9974
GPU7,dynamic,1,18432,576,10,1,1,1,48,8,3,3,324988,0.3250
GPU0,dynamic,1,18432,576,10,1,1,1,48,8,3,3,330767,0.3308
GPU6,dynamic,1,18432,576,10,1,1,1,48,8,3,3,332440,0.3324
GPU1,dynamic,1,18432,576,10,1,1,1,48,8,3,3,335781,0.3358
GPU4,dynamic,1,18432,576,10,1,1,1,48,8,3,3,343818,0.3438
GPU2,dynamic,1,18432,576,10,1,1,1,48,8,3,3,358915,0.3589
GPU5,dynamic,1,18432,576,10,1,1,1,48,8,3,3,374404,0.3744
GPU3,dynamic,1,18432,576,10,1,1,1,48,8,3,3,377312,0.3773
GPU4,guided,1,18432,576,10,1,1,1,48,8,3,3,306355,0.3064
GPU6,guided,1,18432,576,10,1,1,1,48,8,3,3,311127,0.3111
GPU1,guided,1,18432,576,10,1,1,1,48,8,3,3,311232,0.3112
GPU0,guided,1,18432,576,10,1,1,1,48,8,3,3,311301,0.3113
GPU2,guided,1,18432,576,10,1,1,1,48,8,3,3,315291,0.3153
GPU3,guided,1,18432,576,10,1,1,1,48,8,3,3,320667,0.3207
GPU5,guided,1,18432,576,10,1,1,1,48,8,3,3,320707,0.3207
GPU7,guided,1,18432,576,10,1,1,1,48,8,3,3,321287,0.3213
GPU4,static,2,18432,576,10,1,1,1,48,8,3,3,310969,0.3110
GPU1,static,2,18432,576,10,1,1,1,48,8,3,3,315193,0.3152
GPU3,static,2,18432,576,10,1,1,1,48,8,3,3,315410,0.3154
GPU6,static,2,18432,576,10,1,1,1,48,8,3,3,315437,0.3154
GPU0,static,2,18432,576,10,1,1,1,48,8,3,3,316093,0.3161
GPU2,static,2,18432,576,10,1,1,1,48,8,3,3,318850,0.3189
GPU5,static,2,18432,576,10,1,1,1,48,8,3,3,320430,0.3204
GPU7,static,2,18432,576,10,1,1,1,48,8,3,3,325631,0.3256
GPU4,dynamic,2,18432,576,10,1,1,1,48,8,3,3,306200,0.3062
GPU1,dynamic,2,18432,576,10,1,1,1,48,8,3,3,311062,0.3111
GPU0,dynamic,2,18432,576,10,1,1,1,48,8,3,3,311089,0.3111
GPU6,dynamic,2,18432,576,10,1,1,1,48,8,3,3,311217,0.3112
GPU3,dynamic,2,18432,576,10,1,1,1,48,8,3,3,311267,0.3113
GPU2,dynamic,2,18432,576,10,1,1,1,48,8,3,3,314701,0.3147
GPU5,dynamic,2,18432,576,10,1,1,1,48,8,3,3,315676,0.3157
GPU7,dynamic,2,18432,576,10,1,1,1,48,8,3,3,321291,0.3213
GPU4,guided,2,18432,576,10,1,1,1,48,8,3,3,306284,0.3063
GPU6,guided,2,18432,576,10,1,1,1,48,8,3,3,311015,0.3110
GPU3,guided,2,18432,576,10,1,1,1,48,8,3,3,311031,0.3110
GPU1,guided,2,18432,576,10,1,1,1,48,8,3,3,311153,0.3112
GPU0,guided,2,18432,576,10,1,1,1,48,8,3,3,311161,0.3112
GPU2,guided,2,18432,576,10,1,1,1,48,8,3,3,314830,0.3148
GPU5,guided,2,18432,576,10,1,1,1,48,8,3,3,315733,0.3157
GPU7,guided,2,18432,576,10,1,1,1,48,8,3,3,321326,0.3213
GPU4,static,3,18432,576,10,1,1,1,48,8,3,3,310760,0.3108
GPU0,static,3,18432,576,10,1,1,1,48,8,3,3,315807,0.3158
GPU3,static,3,18432,576,10,1,1,1,48,8,3,3,316081,0.3161
GPU6,static,3,18432,576,10,1,1,1,48,8,3,3,316081,0.3161
GPU1,static,3,18432,576,10,1,1,1,48,8,3,3,316221,0.3162
GPU2,static,3,18432,576,10,1,1,1,48,8,3,3,319913,0.3199
GPU5,static,3,18432,576,10,1,1,1,48,8,3,3,320030,0.3200
GPU7,static,3,18432,576,10,1,1,1,48,8,3,3,326394,0.3264
GPU4,dynamic,3,18432,576,10,1,1,1,48,8,3,3,305974,0.3060
GPU1,dynamic,3,18432,576,10,1,1,1,48,8,3,3,310456,0.3105
GPU6,dynamic,3,18432,576,10,1,1,1,48,8,3,3,310562,0.3106
GPU3,dynamic,3,18432,576,10,1,1,1,48,8,3,3,310589,0.3106
GPU0,dynamic,3,18432,576,10,1,1,1,48,8,3,3,310713,0.3107
GPU2,dynamic,3,18432,576,10,1,1,1,48,8,3,3,314076,0.3141
GPU5,dynamic,3,18432,576,10,1,1,1,48,8,3,3,315175,0.3152
GPU7,dynamic,3,18432,576,10,1,1,1,48,8,3,3,321015,0.3210
GPU4,guided,3,18432,576,10,1,1,1,48,8,3,3,306125,0.3061
GPU1,guided,3,18432,576,10,1,1,1,48,8,3,3,310508,0.3105
GPU0,guided,3,18432,576,10,1,1,1,48,8,3,3,310526,0.3105
GPU3,guided,3,18432,576,10,1,1,1,48,8,3,3,310591,0.3106
GPU6,guided,3,18432,576,10,1,1,1,48,8,3,3,310601,0.3106
GPU2,guided,3,18432,576,10,1,1,1,48,8,3,3,314133,0.3141
GPU5,guided,3,18432,576,10,1,1,1,48,8,3,3,315091,0.3151
GPU7,guided,3,18432,576,10,1,1,1,48,8,3,3,321034,0.3210
GPU1,static,4,18432,576,10,1,1,1,48,8,3,3,7389,0.0074
GPU6,static,4,18432,576,10,1,1,1,48,8,3,3,7419,0.0074
GPU3,static,4,18432,576,10,1,1,1,48,8,3,3,7426,0.0074
GPU4,static,4,18432,576,10,1,1,1,48,8,3,3,7478,0.0075
GPU2,static,4,18432,576,10,1,1,1,48,8,3,3,7501,0.0075
GPU0,static,4,18432,576,10,1,1,1,48,8,3,3,7589,0.0076
GPU7,static,4,18432,576,10,1,1,1,48,8,3,3,7622,0.0076
GPU5,static,4,18432,576,10,1,1,1,48,8,3,3,7634,0.0076
GPU4,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7479,0.0075
GPU0,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7624,0.0076
GPU6,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7600,0.0076
GPU2,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7668,0.0077
GPU3,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7716,0.0077
GPU1,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7738,0.0077
GPU5,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7789,0.0078
GPU7,dynamic,4,18432,576,10,1,1,1,48,8,3,3,7968,0.0080
GPU4,guided,4,18432,576,10,1,1,1,48,8,3,3,7583,0.0076
GPU6,guided,4,18432,576,10,1,1,1,48,8,3,3,7596,0.0076
GPU1,guided,4,18432,576,10,1,1,1,48,8,3,3,7618,0.0076
GPU0,guided,4,18432,576,10,1,1,1,48,8,3,3,7620,0.0076
GPU3,guided,4,18432,576,10,1,1,1,48,8,3,3,7717,0.0077
GPU2,guided,4,18432,576,10,1,1,1,48,8,3,3,7826,0.0078
GPU5,guided,4,18432,576,10,1,1,1,48,8,3,3,7845,0.0078
GPU7,guided,4,18432,576,10,1,1,1,48,8,3,3,7980,0.0080
