kernel,clang,gcc,nvc,intel,Compiler,Cluster,thread_per_core,core_per_socket,num_sockets,cpu_clock,l1d,l1i,l2,l3,gpu_name,connector_bandwidth,memory_clock,memory_bandwidth,memory_total,sm_clock,num_cores,compute_capability,threads_per_wrap,max_wraps_per_sm,max_threads_per_sm,max_thread_blocks_per_sm,max_32-bit_registers_per_sm,max_registers_per_block,max_registers_per_thread,max_thread_block_size,shared_memory_size_per_sm,collapse1,collapse2,collapse3,collapse4,static,dynamic,guided,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_float,mul_int,mul_float,div_int,div_float,bit_rel_logic_int,bit_rel_logic_float,rem_int,assign_int,assign_float,Iter_log,VarDecl_log,refExpr_log,intLiteral_log,floatLiteral_log,mem_to_log,mem_from_log,add_sub_int_log,add_sub_float_log,mul_int_log,mul_float_log,div_int_log,div_float_log,bit_rel_logic_int_log,bit_rel_logic_float_log,rem_int_log,assign_int_log,assign_float_log,runtime
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,19456545,473601088,80385089,0,48,24,34816544,24576000,0,24576000,0,0,6144000,0,6144000,0,32256000,0,7.289066,8.675413,7.905175,0,1.681241,1.380211,7.541786,7.390511,0,7.390511,0,0,6.788451,0,6.788451,0,7.508611,126655109
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,19456545,473601088,80385089,0,48,24,34816544,24576000,0,24576000,0,0,6144000,0,6144000,0,32256000,0,7.289066,8.675413,7.905175,0,1.681241,1.380211,7.541786,7.390511,0,7.390511,0,0,6.788451,0,6.788451,0,7.508611,126664175
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,19456545,473601088,80385089,0,48,24,34816544,24576000,0,24576000,0,0,6144000,0,6144000,0,32256000,0,7.289066,8.675413,7.905175,0,1.681241,1.380211,7.541786,7.390511,0,7.390511,0,0,6.788451,0,6.788451,0,7.508611,126672353
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,32,608017,14800032,2512033,0,48,24,1088016,768000,0,768000,0,0,192000,0,192000,0,1008000,1.50515,5.783916,7.170263,6.400025,0,1.681241,1.380211,6.036635,5.885361,0,5.885361,0,0,5.283301,0,5.283301,0,6.003461,3988962
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,32,608017,14800032,2512033,0,48,24,1088016,768000,0,768000,0,0,192000,0,192000,0,1008000,1.50515,5.783916,7.170263,6.400025,0,1.681241,1.380211,6.036635,5.885361,0,5.885361,0,0,5.283301,0,5.283301,0,6.003461,3990053
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,32,608017,14800032,2512033,0,48,24,1088016,768000,0,768000,0,0,192000,0,192000,0,1008000,1.50515,5.783916,7.170263,6.400025,0,1.681241,1.380211,6.036635,5.885361,0,5.885361,0,0,5.283301,0,5.283301,0,6.003461,3989813
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,512,38001,925000,157001,0,48,24,68000,48000,0,48000,0,0,12000,0,12000,0,63000,2.70927,4.579795,5.966142,5.195902,0,1.681241,1.380211,4.832509,4.681241,0,4.681241,0,0,4.079181,0,4.079181,0,4.799341,251609
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,512,38001,925000,157001,0,48,24,68000,48000,0,48000,0,0,12000,0,12000,0,63000,2.70927,4.579795,5.966142,5.195902,0,1.681241,1.380211,4.832509,4.681241,0,4.681241,0,0,4.079181,0,4.079181,0,4.799341,251737
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,512,38001,925000,157001,0,48,24,68000,48000,0,48000,0,0,12000,0,12000,0,63000,2.70927,4.579795,5.966142,5.195902,0,1.681241,1.380211,4.832509,4.681241,0,4.681241,0,0,4.079181,0,4.079181,0,4.799341,252337
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,1946146,47361090,8039491,0,48,24,3482145,2457600,0,2457600,0,0,614400,0,614400,0,3225600,0,6.289175,7.675422,6.905229,0,1.681241,1.380211,6.541847,6.390511,0,6.390511,0,0,5.788451,0,5.788451,0,6.508611,12666846
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,1946146,47361090,8039491,0,48,24,3482145,2457600,0,2457600,0,0,614400,0,614400,0,3225600,0,6.289175,7.675422,6.905229,0,1.681241,1.380211,6.541847,6.390511,0,6.390511,0,0,5.788451,0,5.788451,0,6.508611,12690258
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,1946146,47361090,8039491,0,48,24,3482145,2457600,0,2457600,0,0,614400,0,614400,0,3225600,0,6.289175,7.675422,6.905229,0,1.681241,1.380211,6.541847,6.390511,0,6.390511,0,0,5.788451,0,5.788451,0,6.508611,12668364
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,1946145,47361088,8039489,0,48,24,3482144,2457600,0,2457600,0,0,614400,0,614400,0,3225600,0,6.289175,7.675422,6.905228,0,1.681241,1.380211,6.541847,6.390511,0,6.390511,0,0,5.788451,0,5.788451,0,6.508611,12667132
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,1946145,47361088,8039489,0,48,24,3482144,2457600,0,2457600,0,0,614400,0,614400,0,3225600,0,6.289175,7.675422,6.905228,0,1.681241,1.380211,6.541847,6.390511,0,6.390511,0,0,5.788451,0,5.788451,0,6.508611,12667775
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,1946145,47361088,8039489,0,48,24,3482144,2457600,0,2457600,0,0,614400,0,614400,0,3225600,0,6.289175,7.675422,6.905228,0,1.681241,1.380211,6.541847,6.390511,0,6.390511,0,0,5.788451,0,5.788451,0,6.508611,12665906
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,32,60817,1480032,251233,0,48,24,108816,76800,0,76800,0,0,19200,0,19200,0,100800,1.50515,4.784025,6.170271,5.400077,0,1.681241,1.380211,5.036693,4.885361,0,4.885361,0,0,4.283301,0,4.283301,0,5.003461,399196
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,32,60817,1480032,251233,0,48,24,108816,76800,0,76800,0,0,19200,0,19200,0,100800,1.50515,4.784025,6.170271,5.400077,0,1.681241,1.380211,5.036693,4.885361,0,4.885361,0,0,4.283301,0,4.283301,0,5.003461,399232
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,32,60817,1480032,251233,0,48,24,108816,76800,0,76800,0,0,19200,0,19200,0,100800,1.50515,4.784025,6.170271,5.400077,0,1.681241,1.380211,5.036693,4.885361,0,4.885361,0,0,4.283301,0,4.283301,0,5.003461,399237
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,512,3801,92500,15701,0,48,24,6800,4800,0,4800,0,0,1200,0,1200,0,6300,2.70927,3.579898,4.966142,4.195927,0,1.681241,1.380211,3.832509,3.681241,0,3.681241,0,0,3.079181,0,3.079181,0,3.799341,25403
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,512,3801,92500,15701,0,48,24,6800,4800,0,4800,0,0,1200,0,1200,0,6300,2.70927,3.579898,4.966142,4.195927,0,1.681241,1.380211,3.832509,3.681241,0,3.681241,0,0,3.079181,0,3.079181,0,3.799341,25431
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,512,3801,92500,15701,0,48,24,6800,4800,0,4800,0,0,1200,0,1200,0,6300,2.70927,3.579898,4.966142,4.195927,0,1.681241,1.380211,3.832509,3.681241,0,3.681241,0,0,3.079181,0,3.079181,0,3.799341,25426
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,195106,4737090,804931,0,48,24,348705,245760,0,245760,0,0,61440,0,61440,0,322560,0,5.290271,6.675512,5.905759,0,1.681241,1.380211,5.542458,5.390511,0,5.390511,0,0,4.788451,0,4.788451,0,5.508611,1269494
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,195106,4737090,804931,0,48,24,348705,245760,0,245760,0,0,61440,0,61440,0,322560,0,5.290271,6.675512,5.905759,0,1.681241,1.380211,5.542458,5.390511,0,5.390511,0,0,4.788451,0,4.788451,0,5.508611,1267892
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,195106,4737090,804931,0,48,24,348705,245760,0,245760,0,0,61440,0,61440,0,322560,0,5.290271,6.675512,5.905759,0,1.681241,1.380211,5.542458,5.390511,0,5.390511,0,0,4.788451,0,4.788451,0,5.508611,1267624
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,195105,4737088,804929,0,48,24,348704,245760,0,245760,0,0,61440,0,61440,0,322560,0,5.290268,6.675511,5.905758,0,1.681241,1.380211,5.542457,5.390511,0,5.390511,0,0,4.788451,0,4.788451,0,5.508611,1267577
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,195105,4737088,804929,0,48,24,348704,245760,0,245760,0,0,61440,0,61440,0,322560,0,5.290268,6.675511,5.905758,0,1.681241,1.380211,5.542457,5.390511,0,5.390511,0,0,4.788451,0,4.788451,0,5.508611,1267679
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,195105,4737088,804929,0,48,24,348704,245760,0,245760,0,0,61440,0,61440,0,322560,0,5.290268,6.675511,5.905758,0,1.681241,1.380211,5.542457,5.390511,0,5.390511,0,0,4.788451,0,4.788451,0,5.508611,1267556
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,32,6097,148032,25153,0,48,24,10896,7680,0,7680,0,0,1920,0,1920,0,10080,1.50515,3.785116,5.170356,4.40059,0,1.681241,1.380211,4.037267,3.885361,0,3.885361,0,0,3.283301,0,3.283301,0,4.003461,40174
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,32,6097,148032,25153,0,48,24,10896,7680,0,7680,0,0,1920,0,1920,0,10080,1.50515,3.785116,5.170356,4.40059,0,1.681241,1.380211,4.037267,3.885361,0,3.885361,0,0,3.283301,0,3.283301,0,4.003461,40161
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,32,6097,148032,25153,0,48,24,10896,7680,0,7680,0,0,1920,0,1920,0,10080,1.50515,3.785116,5.170356,4.40059,0,1.681241,1.380211,4.037267,3.885361,0,3.885361,0,0,3.283301,0,3.283301,0,4.003461,40151
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,512,381,9250,1571,0,48,24,680,480,0,480,0,0,120,0,120,0,630,2.70927,2.580925,3.966142,3.196176,0,1.681241,1.380211,2.832509,2.681241,0,2.681241,0,0,2.079181,0,2.079181,0,2.799341,2716
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,512,381,9250,1571,0,48,24,680,480,0,480,0,0,120,0,120,0,630,2.70927,2.580925,3.966142,3.196176,0,1.681241,1.380211,2.832509,2.681241,0,2.681241,0,0,2.079181,0,2.079181,0,2.799341,2754
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,512,381,9250,1571,0,48,24,680,480,0,480,0,0,120,0,120,0,630,2.70927,2.580925,3.966142,3.196176,0,1.681241,1.380211,2.832509,2.681241,0,2.681241,0,0,2.079181,0,2.079181,0,2.799341,2758
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,37888546,932353090,156161091,0,48,24,67584545,49152000,0,49152000,0,0,12288000,0,12288000,0,62976000,0,7.578508,8.96958,8.193573,0,1.681241,1.380211,7.829847,7.691541,0,7.691541,0,0,7.089481,0,7.089481,0,7.799175,248593520
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,37888546,932353090,156161091,0,48,24,67584545,49152000,0,49152000,0,0,12288000,0,12288000,0,62976000,0,7.578508,8.96958,8.193573,0,1.681241,1.380211,7.829847,7.691541,0,7.691541,0,0,7.089481,0,7.089481,0,7.799175,248624436
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,37888546,932353090,156161091,0,48,24,67584545,49152000,0,49152000,0,0,12288000,0,12288000,0,62976000,0,7.578508,8.96958,8.193573,0,1.681241,1.380211,7.829847,7.691541,0,7.691541,0,0,7.089481,0,7.089481,0,7.799175,248604402
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,37888545,932353088,156161089,0,48,24,67584544,49152000,0,49152000,0,0,12288000,0,12288000,0,62976000,0,7.578508,8.96958,8.193573,0,1.681241,1.380211,7.829847,7.691541,0,7.691541,0,0,7.089481,0,7.089481,0,7.799175,248597714
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,37888545,932353088,156161089,0,48,24,67584544,49152000,0,49152000,0,0,12288000,0,12288000,0,62976000,0,7.578508,8.96958,8.193573,0,1.681241,1.380211,7.829847,7.691541,0,7.691541,0,0,7.089481,0,7.089481,0,7.799175,248647487
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,37888545,932353088,156161089,0,48,24,67584544,49152000,0,49152000,0,0,12288000,0,12288000,0,62976000,0,7.578508,8.96958,8.193573,0,1.681241,1.380211,7.829847,7.691541,0,7.691541,0,0,7.089481,0,7.089481,0,7.799175,248596350
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,32,1184017,29136032,4880033,0,48,24,2112016,1536000,0,1536000,0,0,384000,0,384000,0,1968000,1.50515,6.073358,7.46443,6.688423,0,1.681241,1.380211,6.324697,6.186391,0,6.186391,0,0,5.584331,0,5.584331,0,6.294025,7828275
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,32,1184017,29136032,4880033,0,48,24,2112016,1536000,0,1536000,0,0,384000,0,384000,0,1968000,1.50515,6.073358,7.46443,6.688423,0,1.681241,1.380211,6.324697,6.186391,0,6.186391,0,0,5.584331,0,5.584331,0,6.294025,7832033
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,32,1184017,29136032,4880033,0,48,24,2112016,1536000,0,1536000,0,0,384000,0,384000,0,1968000,1.50515,6.073358,7.46443,6.688423,0,1.681241,1.380211,6.324697,6.186391,0,6.186391,0,0,5.584331,0,5.584331,0,6.294025,7832792
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,512,74001,1821000,305001,0,48,24,132000,96000,0,96000,0,0,24000,0,24000,0,123000,2.70927,4.869238,6.26031,5.484301,0,1.681241,1.380211,5.120574,4.982271,0,4.982271,0,0,4.380211,0,4.380211,0,5.089905,493318
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,512,74001,1821000,305001,0,48,24,132000,96000,0,96000,0,0,24000,0,24000,0,123000,2.70927,4.869238,6.26031,5.484301,0,1.681241,1.380211,5.120574,4.982271,0,4.982271,0,0,4.380211,0,4.380211,0,5.089905,492374
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,512,74001,1821000,305001,0,48,24,132000,96000,0,96000,0,0,24000,0,24000,0,123000,2.70927,4.869238,6.26031,5.484301,0,1.681241,1.380211,5.120574,4.982271,0,4.982271,0,0,4.380211,0,4.380211,0,5.089905,492488
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,3789346,93236290,15617091,0,48,24,6758945,4915200,0,4915200,0,0,1228800,0,1228800,0,6297600,0,6.578564,7.969585,7.1936,0,1.681241,1.380211,6.829879,6.691541,0,6.691541,0,0,6.089481,0,6.089481,0,6.799175,24860335
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,3789346,93236290,15617091,0,48,24,6758945,4915200,0,4915200,0,0,1228800,0,1228800,0,6297600,0,6.578564,7.969585,7.1936,0,1.681241,1.380211,6.829879,6.691541,0,6.691541,0,0,6.089481,0,6.089481,0,6.799175,24872468
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,3789346,93236290,15617091,0,48,24,6758945,4915200,0,4915200,0,0,1228800,0,1228800,0,6297600,0,6.578564,7.969585,7.1936,0,1.681241,1.380211,6.829879,6.691541,0,6.691541,0,0,6.089481,0,6.089481,0,6.799175,24858299
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,3789345,93236288,15617089,0,48,24,6758944,4915200,0,4915200,0,0,1228800,0,1228800,0,6297600,0,6.578564,7.969585,7.1936,0,1.681241,1.380211,6.829879,6.691541,0,6.691541,0,0,6.089481,0,6.089481,0,6.799175,24856491
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,3789345,93236288,15617089,0,48,24,6758944,4915200,0,4915200,0,0,1228800,0,1228800,0,6297600,0,6.578564,7.969585,7.1936,0,1.681241,1.380211,6.829879,6.691541,0,6.691541,0,0,6.089481,0,6.089481,0,6.799175,24858543
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,3789345,93236288,15617089,0,48,24,6758944,4915200,0,4915200,0,0,1228800,0,1228800,0,6297600,0,6.578564,7.969585,7.1936,0,1.681241,1.380211,6.829879,6.691541,0,6.691541,0,0,6.089481,0,6.089481,0,6.799175,24859342
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,32,118417,2913632,488033,0,48,24,211216,153600,0,153600,0,0,38400,0,38400,0,196800,1.50515,5.073414,6.464435,5.688449,0,1.681241,1.380211,5.324727,5.186391,0,5.186391,0,0,4.584331,0,4.584331,0,5.294025,783174
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,32,118417,2913632,488033,0,48,24,211216,153600,0,153600,0,0,38400,0,38400,0,196800,1.50515,5.073414,6.464435,5.688449,0,1.681241,1.380211,5.324727,5.186391,0,5.186391,0,0,4.584331,0,4.584331,0,5.294025,783541
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,32,118417,2913632,488033,0,48,24,211216,153600,0,153600,0,0,38400,0,38400,0,196800,1.50515,5.073414,6.464435,5.688449,0,1.681241,1.380211,5.324727,5.186391,0,5.186391,0,0,4.584331,0,4.584331,0,5.294025,783469
