kernel,clang,gcc,nvc,intel,Compiler,Cluster,thread_per_core,core_per_socket,num_sockets,cpu_clock,l1i,l1d,l2,l3,gpu_name,connector_bandwidth,memory_clock,memory_bandwidth,memory_total,sm_clock,num_cores,compute_capability,threads_per_wrap,max_wraps_per_sm,max_threads_per_sm,max_thread_blocks_per_sm,max_32-bit_registers_per_sm,max_registers_per_block,max_registers_per_thread,max_thread_block_size,shared_memory_size_per_sm,collapse1,collapse2,collapse3,collapse4,static,dynamic,guided,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_float,mul_int,mul_float,div_int,div_float,bit_rel_logic_int,bit_rel_logic_float,rem_int,assign_int,assign_float,Iter_log,VarDecl_log,refExpr_log,intLiteral_log,floatLiteral_log,mem_to_log,mem_from_log,add_sub_int_log,add_sub_float_log,mul_int_log,mul_float_log,div_int_log,div_float_log,bit_rel_logic_int_log,bit_rel_logic_float_log,rem_int_log,assign_int_log,assign_float_log,runtime
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,277884
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,371672
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,380273
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,383900
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,387611
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,396913
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,399949
seawulf_wilson_dslash_collapse1_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,1,0,0,0,1,0,0,0,1,4294967292,2147483647,0,0,0,2147483646,0,0,0,0,0,2147483646,0,0,0,0,0,0.000000,9.632960,9.331930,0,0,0,9.331930,0,0,0,0,0,9.331930,0,0,0,0,410230
seawulf_wilson_dslash_collapse2_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22826
seawulf_wilson_dslash_collapse2_static,1,0,0,0,Clang,Seawulf,1,14,2,1200,32,32,256,35840,NVIDIA Tesla K80-PCIe-12GB,16,2505,240,11441,562,2496,3.7,32,64,2048,16,65536,65536,255,1024,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27913
