Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,16,96,89355
GPU0,static,1,995153472,113246208,16,96,16,96,710262
GPU0,static,2,995153472,113246208,16,96,16,96,615104
GPU0,static,3,995153472,113246208,16,96,16,96,282180
GPU0,static,4,995153472,113246208,16,96,16,96,275511
GPU0,dynamic,1,995153472,113246208,16,96,16,96,11609834
GPU0,dynamic,2,995153472,113246208,16,96,16,96,1508212
GPU0,dynamic,3,995153472,113246208,16,96,16,96,515809
GPU0,dynamic,4,995153472,113246208,16,96,16,96,489440
GPU0,guided,1,995153472,113246208,16,96,16,96,11663840
GPU0,guided,2,995153472,113246208,16,96,16,96,1524938
GPU0,guided,3,995153472,113246208,16,96,16,96,515915
GPU0,guided,4,995153472,113246208,16,96,16,96,488413
