Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,16,96,16,40971
GPU0,static,1,175804992,18874368,16,16,96,16,258401
GPU0,static,2,175804992,18874368,16,16,96,16,40129
GPU0,static,3,175804992,18874368,16,16,96,16,37356
GPU0,static,4,175804992,18874368,16,16,96,16,36184
GPU0,dynamic,1,175804992,18874368,16,16,96,16,1914279
GPU0,dynamic,2,175804992,18874368,16,16,96,16,495450
GPU0,dynamic,3,175804992,18874368,16,16,96,16,81955
GPU0,dynamic,4,175804992,18874368,16,16,96,16,68451
GPU0,guided,1,175804992,18874368,16,16,96,16,1889510
GPU0,guided,2,175804992,18874368,16,16,96,16,188858
GPU0,guided,3,175804992,18874368,16,16,96,16,81833
GPU0,guided,4,175804992,18874368,16,16,96,16,68379
