Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,48,16,16,47048
GPU0,static,1,244353600,28311552,48,48,16,16,388297
GPU0,static,2,244353600,28311552,48,48,16,16,118194
GPU0,static,3,244353600,28311552,48,48,16,16,72775
GPU0,static,4,244353600,28311552,48,48,16,16,70344
GPU0,dynamic,1,244353600,28311552,48,48,16,16,2916742
GPU0,dynamic,2,244353600,28311552,48,48,16,16,1595492
GPU0,dynamic,3,244353600,28311552,48,48,16,16,153216
GPU0,dynamic,4,244353600,28311552,48,48,16,16,122967
GPU0,guided,1,244353600,28311552,48,48,16,16,2910590
GPU0,guided,2,244353600,28311552,48,48,16,16,1590730
GPU0,guided,3,244353600,28311552,48,48,16,16,165338
GPU0,guided,4,244353600,28311552,48,48,16,16,123131
