Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,96,16,16,96,88972
GPU0,static,1,943612992,113246208,96,16,16,96,707347
GPU0,static,2,943612992,113246208,96,16,16,96,573659
GPU0,static,3,943612992,113246208,96,16,16,96,289334
GPU0,static,4,943612992,113246208,96,16,16,96,263620
GPU0,dynamic,1,943612992,113246208,96,16,16,96,11593479
GPU0,dynamic,2,943612992,113246208,96,16,16,96,1484625
GPU0,dynamic,3,943612992,113246208,96,16,16,96,566652
GPU0,dynamic,4,943612992,113246208,96,16,16,96,479114
GPU0,guided,1,943612992,113246208,96,16,16,96,11657333
GPU0,guided,2,943612992,113246208,96,16,16,96,1486561
GPU0,guided,3,943612992,113246208,96,16,16,96,567132
GPU0,guided,4,943612992,113246208,96,16,16,96,477962
