Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,48,16,96,191828
GPU0,static,1,1383681600,169869312,48,48,16,96,2121601
GPU0,static,2,1383681600,169869312,48,48,16,96,1089756
GPU0,static,3,1383681600,169869312,48,48,16,96,267644
GPU0,static,4,1383681600,169869312,48,48,16,96,255928
GPU0,dynamic,1,1383681600,169869312,48,48,16,96,17254218
GPU0,dynamic,2,1383681600,169869312,48,48,16,96,2242717
GPU0,dynamic,3,1383681600,169869312,48,48,16,96,650596
GPU0,dynamic,4,1383681600,169869312,48,48,16,96,590580
GPU0,guided,1,1383681600,169869312,48,48,16,96,17310606
GPU0,guided,2,1383681600,169869312,48,48,16,96,2182322
GPU0,guided,3,1383681600,169869312,48,48,16,96,651623
GPU0,guided,4,1383681600,169869312,48,48,16,96,588916
