Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,16,96,96,73267
GPU6,static,1,995153472,113246208,16,16,96,96,2856474
GPU0,static,1,995153472,113246208,16,16,96,96,2936454
GPU5,static,1,995153472,113246208,16,16,96,96,3039222
GPU7,static,1,995153472,113246208,16,16,96,96,3109842
GPU3,static,1,995153472,113246208,16,16,96,96,3113371
GPU2,static,1,995153472,113246208,16,16,96,96,3183942
GPU4,static,1,995153472,113246208,16,16,96,96,3187563
GPU1,static,1,995153472,113246208,16,16,96,96,3258055
GPU0,static,2,995153472,113246208,16,16,96,96,614544
GPU1,static,2,995153472,113246208,16,16,96,96,685133
GPU5,static,2,995153472,113246208,16,16,96,96,755758
GPU7,static,2,995153472,113246208,16,16,96,96,759155
GPU6,static,2,995153472,113246208,16,16,96,96,761925
GPU4,static,2,995153472,113246208,16,16,96,96,764757
GPU3,static,2,995153472,113246208,16,16,96,96,767365
GPU2,static,2,995153472,113246208,16,16,96,96,769549
GPU0,static,3,995153472,113246208,16,16,96,96,407031
GPU1,static,3,995153472,113246208,16,16,96,96,487054
GPU5,static,3,995153472,113246208,16,16,96,96,557785
GPU6,static,3,995153472,113246208,16,16,96,96,628878
GPU7,static,3,995153472,113246208,16,16,96,96,631953
GPU4,static,3,995153472,113246208,16,16,96,96,634572
GPU3,static,3,995153472,113246208,16,16,96,96,637300
GPU2,static,3,995153472,113246208,16,16,96,96,639800
GPU1,static,4,995153472,113246208,16,16,96,96,357438
GPU0,static,4,995153472,113246208,16,16,96,96,437495
GPU6,static,4,995153472,113246208,16,16,96,96,440254
GPU3,static,4,995153472,113246208,16,16,96,96,520366
GPU4,static,4,995153472,113246208,16,16,96,96,523631
GPU2,static,4,995153472,113246208,16,16,96,96,525833
GPU5,static,4,995153472,113246208,16,16,96,96,528317
GPU7,static,4,995153472,113246208,16,16,96,96,607374
GPU6,dynamic,1,995153472,113246208,16,16,96,96,111388724
GPU0,dynamic,1,995153472,113246208,16,16,96,96,112552338
GPU3,dynamic,1,995153472,113246208,16,16,96,96,112688623
GPU5,dynamic,1,995153472,113246208,16,16,96,96,113387578
GPU1,dynamic,1,995153472,113246208,16,16,96,96,113534954
GPU2,dynamic,1,995153472,113246208,16,16,96,96,114280695
GPU7,dynamic,1,995153472,113246208,16,16,96,96,114425514
GPU4,dynamic,1,995153472,113246208,16,16,96,96,115896552
GPU5,dynamic,2,995153472,113246208,16,16,96,96,3874884
GPU6,dynamic,2,995153472,113246208,16,16,96,96,3954964
GPU7,dynamic,2,995153472,113246208,16,16,96,96,3958268
GPU4,dynamic,2,995153472,113246208,16,16,96,96,3960540
GPU1,dynamic,2,995153472,113246208,16,16,96,96,4124110
GPU2,dynamic,2,995153472,113246208,16,16,96,96,4194713
GPU0,dynamic,2,995153472,113246208,16,16,96,96,4274424
GPU3,dynamic,2,995153472,113246208,16,16,96,96,4278405
GPU6,dynamic,3,995153472,113246208,16,16,96,96,3026750
GPU7,dynamic,3,995153472,113246208,16,16,96,96,3097371
GPU5,dynamic,3,995153472,113246208,16,16,96,96,3168002
GPU4,dynamic,3,995153472,113246208,16,16,96,96,3171496
GPU3,dynamic,3,995153472,113246208,16,16,96,96,3446260
GPU2,dynamic,3,995153472,113246208,16,16,96,96,3516882
GPU0,dynamic,3,995153472,113246208,16,16,96,96,3587422
GPU1,dynamic,3,995153472,113246208,16,16,96,96,3590848
GPU6,dynamic,4,995153472,113246208,16,16,96,96,2672366
GPU7,dynamic,4,995153472,113246208,16,16,96,96,2742951
GPU5,dynamic,4,995153472,113246208,16,16,96,96,2813676
GPU4,dynamic,4,995153472,113246208,16,16,96,96,2817165
GPU2,dynamic,4,995153472,113246208,16,16,96,96,2954536
GPU1,dynamic,4,995153472,113246208,16,16,96,96,3035316
