Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,48,96,96,161783
GPU7,static,1,2851028544,339738624,16,48,96,96,8730676
GPU5,static,1,2851028544,339738624,16,48,96,96,8958890
GPU3,static,1,2851028544,339738624,16,48,96,96,9187795
GPU6,static,1,2851028544,339738624,16,48,96,96,9198139
GPU0,static,1,2851028544,339738624,16,48,96,96,9204940
GPU1,static,1,2851028544,339738624,16,48,96,96,9416520
GPU2,static,1,2851028544,339738624,16,48,96,96,9436695
GPU4,static,1,2851028544,339738624,16,48,96,96,9617966
GPU7,static,2,2851028544,339738624,16,48,96,96,1639033
GPU3,static,2,2851028544,339738624,16,48,96,96,1874320
GPU0,static,2,2851028544,339738624,16,48,96,96,2076959
GPU1,static,2,2851028544,339738624,16,48,96,96,2279279
GPU4,static,2,2851028544,339738624,16,48,96,96,2287589
GPU5,static,2,2851028544,339738624,16,48,96,96,2295366
GPU2,static,2,2851028544,339738624,16,48,96,96,2302365
GPU6,static,2,2851028544,339738624,16,48,96,96,2308748
GPU6,static,3,2851028544,339738624,16,48,96,96,979780
GPU1,static,3,2851028544,339738624,16,48,96,96,1635349
GPU0,static,3,2851028544,339738624,16,48,96,96,1863992
GPU7,static,3,2851028544,339738624,16,48,96,96,1874826
GPU4,static,3,2851028544,339738624,16,48,96,96,2092878
GPU5,static,3,2851028544,339738624,16,48,96,96,2102431
GPU2,static,3,2851028544,339738624,16,48,96,96,2108483
GPU3,static,3,2851028544,339738624,16,48,96,96,2114730
GPU7,static,4,2851028544,339738624,16,48,96,96,1099466
GPU6,static,4,2851028544,339738624,16,48,96,96,1300934
GPU3,static,4,2851028544,339738624,16,48,96,96,1703178
GPU0,static,4,2851028544,339738624,16,48,96,96,1712214
GPU1,static,4,2851028544,339738624,16,48,96,96,1941956
GPU5,static,4,2851028544,339738624,16,48,96,96,1947106
GPU4,static,4,2851028544,339738624,16,48,96,96,1952961
GPU2,static,4,2851028544,339738624,16,48,96,96,1958770
GPU6,dynamic,1,2851028544,339738624,16,48,96,96,333788751
GPU0,dynamic,1,2851028544,339738624,16,48,96,96,338668711
GPU3,dynamic,1,2851028544,339738624,16,48,96,96,339816690
GPU5,dynamic,1,2851028544,339738624,16,48,96,96,340807396
GPU1,dynamic,1,2851028544,339738624,16,48,96,96,341242181
GPU2,dynamic,1,2851028544,339738624,16,48,96,96,343441322
GPU7,dynamic,1,2851028544,339738624,16,48,96,96,344839698
GPU4,dynamic,1,2851028544,339738624,16,48,96,96,349142477
GPU7,dynamic,2,2851028544,339738624,16,48,96,96,11244374
GPU6,dynamic,2,2851028544,339738624,16,48,96,96,11857091
GPU5,dynamic,2,2851028544,339738624,16,48,96,96,12085249
GPU4,dynamic,2,2851028544,339738624,16,48,96,96,12095129
GPU2,dynamic,2,2851028544,339738624,16,48,96,96,12457466
GPU0,dynamic,2,2851028544,339738624,16,48,96,96,12658475
GPU3,dynamic,2,2851028544,339738624,16,48,96,96,12859727
GPU1,dynamic,2,2851028544,339738624,16,48,96,96,13089618
GPU7,dynamic,3,2851028544,339738624,16,48,96,96,8027052
GPU4,dynamic,3,2851028544,339738624,16,48,96,96,8255489
GPU6,dynamic,3,2851028544,339738624,16,48,96,96,8863596
GPU5,dynamic,3,2851028544,339738624,16,48,96,96,9066306
GPU3,dynamic,3,2851028544,339738624,16,48,96,96,10011351
GPU0,dynamic,3,2851028544,339738624,16,48,96,96,10239892
GPU1,dynamic,3,2851028544,339738624,16,48,96,96,10248672
GPU2,dynamic,3,2851028544,339738624,16,48,96,96,10476941
GPU7,dynamic,4,2851028544,339738624,16,48,96,96,6972824
GPU4,dynamic,4,2851028544,339738624,16,48,96,96,7198385
GPU6,dynamic,4,2851028544,339738624,16,48,96,96,7989275
GPU5,dynamic,4,2851028544,339738624,16,48,96,96,8216866
GPU3,dynamic,4,2851028544,339738624,16,48,96,96,8931483
GPU1,dynamic,4,2851028544,339738624,16,48,96,96,9133758
GPU0,dynamic,4,2851028544,339738624,16,48,96,96,9360560
GPU2,dynamic,4,2851028544,339738624,16,48,96,96,9590221
GPU6,guided,1,2851028544,339738624,16,48,96,96,207573794
GPU0,guided,1,2851028544,339738624,16,48,96,96,210323805
GPU3,guided,1,2851028544,339738624,16,48,96,96,210875127
GPU5,guided,1,2851028544,339738624,16,48,96,96,211325811
GPU1,guided,1,2851028544,339738624,16,48,96,96,211772543
GPU7,guided,1,2851028544,339738624,16,48,96,96,212625408
GPU2,guided,1,2851028544,339738624,16,48,96,96,213514989
GPU4,guided,1,2851028544,339738624,16,48,96,96,216004224
GPU4,guided,2,2851028544,339738624,16,48,96,96,8795498
GPU7,guided,2,2851028544,339738624,16,48,96,96,8997017
GPU6,guided,2,2851028544,339738624,16,48,96,96,9645414
GPU2,guided,2,2851028544,339738624,16,48,96,96,10217017
GPU3,guided,2,2851028544,339738624,16,48,96,96,10898574
GPU5,guided,2,2851028544,339738624,16,48,96,96,11127079
GPU1,guided,2,2851028544,339738624,16,48,96,96,11136862
GPU0,guided,2,2851028544,339738624,16,48,96,96,11365115
GPU7,guided,3,2851028544,339738624,16,48,96,96,8238420
GPU6,guided,3,2851028544,339738624,16,48,96,96,8466893
GPU5,guided,3,2851028544,339738624,16,48,96,96,9000632
GPU4,guided,3,2851028544,339738624,16,48,96,96,9262501
GPU1,guided,3,2851028544,339738624,16,48,96,96,10361129
GPU0,guided,3,2851028544,339738624,16,48,96,96,10589441
GPU3,guided,3,2851028544,339738624,16,48,96,96,10599254
GPU2,guided,3,2851028544,339738624,16,48,96,96,10606348
GPU6,guided,4,2851028544,339738624,16,48,96,96,7040292
GPU7,guided,4,2851028544,339738624,16,48,96,96,7711022
GPU5,guided,4,2851028544,339738624,16,48,96,96,7939570
GPU4,guided,4,2851028544,339738624,16,48,96,96,7949031
GPU1,guided,4,2851028544,339738624,16,48,96,96,8618030
GPU3,guided,4,2851028544,339738624,16,48,96,96,8845794
GPU2,guided,4,2851028544,339738624,16,48,96,96,9074660
GPU0,guided,4,2851028544,339738624,16,48,96,96,9276806
