Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,16,96,48,56235
GPU5,static,1,503544384,56623104,16,16,96,48,2738120
GPU3,static,1,503544384,56623104,16,16,96,48,2739828
GPU6,static,1,503544384,56623104,16,16,96,48,2779521
GPU2,static,1,503544384,56623104,16,16,96,48,2781046
GPU0,static,1,503544384,56623104,16,16,96,48,2820877
GPU7,static,1,503544384,56623104,16,16,96,48,2822647
GPU1,static,1,503544384,56623104,16,16,96,48,2823955
GPU4,static,1,503544384,56623104,16,16,96,48,2864594
GPU5,static,2,503544384,56623104,16,16,96,48,264349
GPU1,static,2,503544384,56623104,16,16,96,48,330445
GPU0,static,2,503544384,56623104,16,16,96,48,379358
GPU3,static,2,503544384,56623104,16,16,96,48,416277
GPU6,static,2,503544384,56623104,16,16,96,48,418658
GPU4,static,2,503544384,56623104,16,16,96,48,420734
GPU2,static,2,503544384,56623104,16,16,96,48,421968
GPU7,static,2,503544384,56623104,16,16,96,48,454726
GPU5,static,3,503544384,56623104,16,16,96,48,242552
GPU1,static,3,503544384,56623104,16,16,96,48,302364
GPU6,static,3,503544384,56623104,16,16,96,48,421907
GPU3,static,3,503544384,56623104,16,16,96,48,458758
GPU4,static,3,503544384,56623104,16,16,96,48,460463
GPU0,static,3,503544384,56623104,16,16,96,48,461794
GPU7,static,3,503544384,56623104,16,16,96,48,463376
GPU2,static,3,503544384,56623104,16,16,96,48,464993
GPU5,static,4,503544384,56623104,16,16,96,48,214668
GPU1,static,4,503544384,56623104,16,16,96,48,325358
GPU3,static,4,503544384,56623104,16,16,96,48,389088
GPU0,static,4,503544384,56623104,16,16,96,48,390421
GPU2,static,4,503544384,56623104,16,16,96,48,426500
GPU7,static,4,503544384,56623104,16,16,96,48,428391
GPU4,static,4,503544384,56623104,16,16,96,48,429853
GPU6,static,4,503544384,56623104,16,16,96,48,431354
GPU6,dynamic,1,503544384,56623104,16,16,96,48,81806339
GPU0,dynamic,1,503544384,56623104,16,16,96,48,82731803
GPU3,dynamic,1,503544384,56623104,16,16,96,48,82857393
GPU5,dynamic,1,503544384,56623104,16,16,96,48,83108198
GPU2,dynamic,1,503544384,56623104,16,16,96,48,83210085
GPU1,dynamic,1,503544384,56623104,16,16,96,48,83285247
GPU7,dynamic,1,503544384,56623104,16,16,96,48,83993471
GPU4,dynamic,1,503544384,56623104,16,16,96,48,85075389
GPU7,dynamic,2,503544384,56623104,16,16,96,48,2221437
GPU5,dynamic,2,503544384,56623104,16,16,96,48,2272567
GPU4,dynamic,2,503544384,56623104,16,16,96,48,2312366
GPU6,dynamic,2,503544384,56623104,16,16,96,48,2352206
GPU3,dynamic,2,503544384,56623104,16,16,96,48,2353743
GPU0,dynamic,2,503544384,56623104,16,16,96,48,2354913
GPU1,dynamic,2,503544384,56623104,16,16,96,48,2390665
GPU2,dynamic,2,503544384,56623104,16,16,96,48,2426705
GPU7,dynamic,3,503544384,56623104,16,16,96,48,1537765
GPU5,dynamic,3,503544384,56623104,16,16,96,48,1595480
GPU6,dynamic,3,503544384,56623104,16,16,96,48,1708934
GPU4,dynamic,3,503544384,56623104,16,16,96,48,1749548
GPU3,dynamic,3,503544384,56623104,16,16,96,48,1872001
GPU1,dynamic,3,503544384,56623104,16,16,96,48,1911590
GPU2,dynamic,3,503544384,56623104,16,16,96,48,1952139
GPU0,dynamic,3,503544384,56623104,16,16,96,48,1953337
GPU7,dynamic,4,503544384,56623104,16,16,96,48,1214757
GPU5,dynamic,4,503544384,56623104,16,16,96,48,1254517
GPU6,dynamic,4,503544384,56623104,16,16,96,48,1349471
GPU4,dynamic,4,503544384,56623104,16,16,96,48,1389681
GPU3,dynamic,4,503544384,56623104,16,16,96,48,1535940
GPU0,dynamic,4,503544384,56623104,16,16,96,48,1571741
GPU1,dynamic,4,503544384,56623104,16,16,96,48,1607248
GPU2,dynamic,4,503544384,56623104,16,16,96,48,1608939
GPU6,guided,1,503544384,56623104,16,16,96,48,60447000
GPU0,guided,1,503544384,56623104,16,16,96,48,61162925
GPU3,guided,1,503544384,56623104,16,16,96,48,61319888
GPU5,guided,1,503544384,56623104,16,16,96,48,61610539
GPU2,guided,1,503544384,56623104,16,16,96,48,61650216
GPU1,guided,1,503544384,56623104,16,16,96,48,61726662
