Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,96,96,48,516193
GPU6,static,1,7837569600,1019215872,48,96,96,48,46614741
GPU0,static,1,7837569600,1019215872,48,96,96,48,47253151
GPU3,static,1,7837569600,1019215872,48,96,96,48,48031474
GPU7,static,1,7837569600,1019215872,48,96,96,48,48589510
GPU5,static,1,7837569600,1019215872,48,96,96,48,49147033
GPU1,static,1,7837569600,1019215872,48,96,96,48,49172982
GPU2,static,1,7837569600,1019215872,48,96,96,48,49730055
GPU4,static,1,7837569600,1019215872,48,96,96,48,49755785
GPU6,static,2,7837569600,1019215872,48,96,96,48,8326974
GPU0,static,2,7837569600,1019215872,48,96,96,48,8962734
GPU3,static,2,7837569600,1019215872,48,96,96,48,8979882
GPU7,static,2,7837569600,1019215872,48,96,96,48,9621974
GPU2,static,2,7837569600,1019215872,48,96,96,48,9640280
GPU1,static,2,7837569600,1019215872,48,96,96,48,9657864
GPU5,static,2,7837569600,1019215872,48,96,96,48,9675157
GPU4,static,2,7837569600,1019215872,48,96,96,48,9696339
GPU3,static,3,7837569600,1019215872,48,96,96,48,3600195
GPU0,static,3,7837569600,1019215872,48,96,96,48,4233401
GPU6,static,3,7837569600,1019215872,48,96,96,48,4871784
GPU7,static,3,7837569600,1019215872,48,96,96,48,4893767
GPU5,static,3,7837569600,1019215872,48,96,96,48,4910443
GPU1,static,3,7837569600,1019215872,48,96,96,48,4929490
GPU2,static,3,7837569600,1019215872,48,96,96,48,4945066
GPU4,static,3,7837569600,1019215872,48,96,96,48,4963043
GPU6,static,4,7837569600,1019215872,48,96,96,48,3472682
GPU1,static,4,7837569600,1019215872,48,96,96,48,4106732
GPU7,static,4,7837569600,1019215872,48,96,96,48,4745408
GPU0,static,4,7837569600,1019215872,48,96,96,48,4767165
GPU3,static,4,7837569600,1019215872,48,96,96,48,4785913
GPU2,static,4,7837569600,1019215872,48,96,96,48,4802290
GPU5,static,4,7837569600,1019215872,48,96,96,48,4818879
GPU4,static,4,7837569600,1019215872,48,96,96,48,4839488
GPU6,dynamic,1,7837569600,1019215872,48,96,96,48,1478985906
GPU0,dynamic,1,7837569600,1019215872,48,96,96,48,1496701127
GPU3,dynamic,1,7837569600,1019215872,48,96,96,48,1499763124
GPU5,dynamic,1,7837569600,1019215872,48,96,96,48,1507367765
GPU1,dynamic,1,7837569600,1019215872,48,96,96,48,1511268102
GPU7,dynamic,1,7837569600,1019215872,48,96,96,48,1518494224
GPU2,dynamic,1,7837569600,1019215872,48,96,96,48,1519126270
GPU4,dynamic,1,7837569600,1019215872,48,96,96,48,1524880510
GPU4,dynamic,2,7837569600,1019215872,48,96,96,48,58864748
GPU3,dynamic,2,7837569600,1019215872,48,96,96,48,59498415
GPU7,dynamic,2,7837569600,1019215872,48,96,96,48,60229256
GPU5,dynamic,2,7837569600,1019215872,48,96,96,48,60861386
GPU1,dynamic,2,7837569600,1019215872,48,96,96,48,60888190
GPU6,dynamic,2,7837569600,1019215872,48,96,96,48,61524517
GPU0,dynamic,2,7837569600,1019215872,48,96,96,48,62951927
GPU2,dynamic,2,7837569600,1019215872,48,96,96,48,68070393
GPU6,dynamic,3,7837569600,1019215872,48,96,96,48,24760919
GPU7,dynamic,3,7837569600,1019215872,48,96,96,48,25392940
GPU4,dynamic,3,7837569600,1019215872,48,96,96,48,26036176
GPU5,dynamic,3,7837569600,1019215872,48,96,96,48,26055039
GPU0,dynamic,3,7837569600,1019215872,48,96,96,48,28642687
GPU3,dynamic,3,7837569600,1019215872,48,96,96,48,29278478
GPU1,dynamic,3,7837569600,1019215872,48,96,96,48,29304611
GPU2,dynamic,3,7837569600,1019215872,48,96,96,48,29914125
GPU6,dynamic,4,7837569600,1019215872,48,96,96,48,21704709
GPU4,dynamic,4,7837569600,1019215872,48,96,96,48,22338094
GPU7,dynamic,4,7837569600,1019215872,48,96,96,48,22898426
GPU5,dynamic,4,7837569600,1019215872,48,96,96,48,23460648
GPU0,dynamic,4,7837569600,1019215872,48,96,96,48,24879770
GPU3,dynamic,4,7837569600,1019215872,48,96,96,48,25585270
GPU2,dynamic,4,7837569600,1019215872,48,96,96,48,26217748
GPU1,dynamic,4,7837569600,1019215872,48,96,96,48,26244121
GPU6,guided,1,7837569600,1019215872,48,96,96,48,1093338530
GPU0,guided,1,7837569600,1019215872,48,96,96,48,1104412213
GPU3,guided,1,7837569600,1019215872,48,96,96,48,1108105452
GPU5,guided,1,7837569600,1019215872,48,96,96,48,1113448270
GPU1,guided,1,7837569600,1019215872,48,96,96,48,1115744961
GPU2,guided,1,7837569600,1019215872,48,96,96,48,1123609616
GPU7,guided,1,7837569600,1019215872,48,96,96,48,1125775619
GPU4,guided,1,7837569600,1019215872,48,96,96,48,1129139325
GPU6,guided,2,7837569600,1019215872,48,96,96,48,45153400
GPU4,guided,2,7837569600,1019215872,48,96,96,48,45802700
GPU7,guided,2,7837569600,1019215872,48,96,96,48,46435803
GPU5,guided,2,7837569600,1019215872,48,96,96,48,47071113
GPU0,guided,2,7837569600,1019215872,48,96,96,48,47094114
GPU1,guided,2,7837569600,1019215872,48,96,96,48,47733872
GPU2,guided,2,7837569600,1019215872,48,96,96,48,49442669
GPU3,guided,2,7837569600,1019215872,48,96,96,48,55044713
GPU6,guided,3,7837569600,1019215872,48,96,96,48,25806187
GPU5,guided,3,7837569600,1019215872,48,96,96,48,26439081
GPU4,guided,3,7837569600,1019215872,48,96,96,48,27000645
GPU7,guided,3,7837569600,1019215872,48,96,96,48,27557968
GPU1,guided,3,7837569600,1019215872,48,96,96,48,30213222
GPU2,guided,3,7837569600,1019215872,48,96,96,48,30774411
GPU3,guided,3,7837569600,1019215872,48,96,96,48,31334696
GPU0,guided,3,7837569600,1019215872,48,96,96,48,31353405
GPU6,guided,4,7837569600,1019215872,48,96,96,48,21597168
GPU4,guided,4,7837569600,1019215872,48,96,96,48,22277760
GPU7,guided,4,7837569600,1019215872,48,96,96,48,22910466
GPU5,guided,4,7837569600,1019215872,48,96,96,48,22935407
GPU2,guided,4,7837569600,1019215872,48,96,96,48,25258426
GPU3,guided,4,7837569600,1019215872,48,96,96,48,25816697
GPU1,guided,4,7837569600,1019215872,48,96,96,48,26378229
GPU0,guided,4,7837569600,1019215872,48,96,96,48,26939686
