Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,48,48,16,82945
GPU6,static,1,700084800,84934656,48,48,48,16,7220046
GPU7,static,1,700084800,84934656,48,48,48,16,7338391
GPU3,static,1,700084800,84934656,48,48,48,16,7415909
GPU1,static,1,700084800,84934656,48,48,48,16,7472027
GPU0,static,1,700084800,84934656,48,48,48,16,7522072
GPU5,static,1,700084800,84934656,48,48,48,16,7572315
GPU2,static,1,700084800,84934656,48,48,48,16,7622558
GPU4,static,1,700084800,84934656,48,48,48,16,7672552
GPU6,static,2,700084800,84934656,48,48,48,16,637536
GPU3,static,2,700084800,84934656,48,48,48,16,695146
GPU0,static,2,700084800,84934656,48,48,48,16,697628
GPU5,static,2,700084800,84934656,48,48,48,16,699260
GPU2,static,2,700084800,84934656,48,48,48,16,700926
GPU1,static,2,700084800,84934656,48,48,48,16,702417
GPU7,static,2,700084800,84934656,48,48,48,16,704156
GPU4,static,2,700084800,84934656,48,48,48,16,705853
GPU6,static,3,700084800,84934656,48,48,48,16,244143
GPU7,static,3,700084800,84934656,48,48,48,16,302030
GPU5,static,3,700084800,84934656,48,48,48,16,357892
GPU4,static,3,700084800,84934656,48,48,48,16,361997
GPU1,static,3,700084800,84934656,48,48,48,16,408427
GPU3,static,3,700084800,84934656,48,48,48,16,412581
GPU0,static,3,700084800,84934656,48,48,48,16,465466
GPU2,static,3,700084800,84934656,48,48,48,16,470555
GPU7,static,4,700084800,84934656,48,48,48,16,235383
GPU6,static,4,700084800,84934656,48,48,48,16,293336
GPU3,static,4,700084800,84934656,48,48,48,16,343599
GPU5,static,4,700084800,84934656,48,48,48,16,393863
GPU4,static,4,700084800,84934656,48,48,48,16,396530
GPU2,static,4,700084800,84934656,48,48,48,16,446519
GPU1,static,4,700084800,84934656,48,48,48,16,449132
GPU0,static,4,700084800,84934656,48,48,48,16,450752
GPU6,dynamic,1,700084800,84934656,48,48,48,16,101224261
GPU0,dynamic,1,700084800,84934656,48,48,48,16,135025972
GPU3,dynamic,1,700084800,84934656,48,48,48,16,135476028
GPU5,dynamic,1,700084800,84934656,48,48,48,16,135872504
GPU1,dynamic,1,700084800,84934656,48,48,48,16,136047080
GPU2,dynamic,1,700084800,84934656,48,48,48,16,137008101
GPU7,dynamic,1,700084800,84934656,48,48,48,16,137266901
GPU4,dynamic,1,700084800,84934656,48,48,48,16,138625539
GPU2,dynamic,2,700084800,84934656,48,48,48,16,13863363
GPU7,dynamic,2,700084800,84934656,48,48,48,16,13920896
GPU0,dynamic,2,700084800,84934656,48,48,48,16,13923099
GPU6,dynamic,2,700084800,84934656,48,48,48,16,13980165
GPU3,dynamic,2,700084800,84934656,48,48,48,16,14030314
GPU5,dynamic,2,700084800,84934656,48,48,48,16,14080570
GPU1,dynamic,2,700084800,84934656,48,48,48,16,14083184
GPU4,dynamic,2,700084800,84934656,48,48,48,16,14133574
GPU4,dynamic,3,700084800,84934656,48,48,48,16,2974132
GPU6,dynamic,3,700084800,84934656,48,48,48,16,3031301
GPU5,dynamic,3,700084800,84934656,48,48,48,16,3033863
GPU7,dynamic,3,700084800,84934656,48,48,48,16,3105140
GPU3,dynamic,3,700084800,84934656,48,48,48,16,3328425
GPU2,dynamic,3,700084800,84934656,48,48,48,16,3385826
GPU1,dynamic,3,700084800,84934656,48,48,48,16,3435799
GPU0,dynamic,3,700084800,84934656,48,48,48,16,3486309
GPU6,dynamic,4,700084800,84934656,48,48,48,16,1715744
GPU5,dynamic,4,700084800,84934656,48,48,48,16,1771727
GPU7,dynamic,4,700084800,84934656,48,48,48,16,1827725
GPU4,dynamic,4,700084800,84934656,48,48,48,16,1883760
GPU0,dynamic,4,700084800,84934656,48,48,48,16,2086041
GPU3,dynamic,4,700084800,84934656,48,48,48,16,2136364
GPU1,dynamic,4,700084800,84934656,48,48,48,16,2193497
GPU2,dynamic,4,700084800,84934656,48,48,48,16,2195783
GPU6,guided,1,700084800,84934656,48,48,48,16,123690999
GPU0,guided,1,700084800,84934656,48,48,48,16,124691620
GPU3,guided,1,700084800,84934656,48,48,48,16,125230528
GPU5,guided,1,700084800,84934656,48,48,48,16,125458789
GPU1,guided,1,700084800,84934656,48,48,48,16,126061126
GPU2,guided,1,700084800,84934656,48,48,48,16,126632701
GPU7,guided,1,700084800,84934656,48,48,48,16,126772542
GPU4,guided,1,700084800,84934656,48,48,48,16,128317494
GPU2,guided,2,700084800,84934656,48,48,48,16,8114450
GPU7,guided,2,700084800,84934656,48,48,48,16,8164825
GPU1,guided,2,700084800,84934656,48,48,48,16,8215094
GPU5,guided,2,700084800,84934656,48,48,48,16,8217746
GPU0,guided,2,700084800,84934656,48,48,48,16,8267991
GPU3,guided,2,700084800,84934656,48,48,48,16,8270468
GPU6,guided,2,700084800,84934656,48,48,48,16,8320339
GPU4,guided,2,700084800,84934656,48,48,48,16,8323054
GPU7,guided,3,700084800,84934656,48,48,48,16,2238713
GPU4,guided,3,700084800,84934656,48,48,48,16,2295877
GPU5,guided,3,700084800,84934656,48,48,48,16,2297465
GPU6,guided,3,700084800,84934656,48,48,48,16,2347682
GPU2,guided,3,700084800,84934656,48,48,48,16,2569687
GPU3,guided,3,700084800,84934656,48,48,48,16,2619811
GPU1,guided,3,700084800,84934656,48,48,48,16,2669391
GPU0,guided,3,700084800,84934656,48,48,48,16,2671812
GPU6,guided,4,700084800,84934656,48,48,48,16,1970968
GPU7,guided,4,700084800,84934656,48,48,48,16,2028508
GPU5,guided,4,700084800,84934656,48,48,48,16,2030976
GPU4,guided,4,700084800,84934656,48,48,48,16,2032664
GPU1,guided,4,700084800,84934656,48,48,48,16,2247487
GPU2,guided,4,700084800,84934656,48,48,48,16,2304510
GPU3,guided,4,700084800,84934656,48,48,48,16,2305839
GPU0,guided,4,700084800,84934656,48,48,48,16,2307201
