Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,16,16,32931
GPU7,static,1,175804992,18874368,16,96,16,16,1767390
GPU3,static,1,175804992,18874368,16,96,16,16,1779794
GPU6,static,1,175804992,18874368,16,96,16,16,1793929
GPU0,static,1,175804992,18874368,16,96,16,16,1808046
GPU2,static,1,175804992,18874368,16,96,16,16,1808716
GPU5,static,1,175804992,18874368,16,96,16,16,1822845
GPU1,static,1,175804992,18874368,16,96,16,16,1836945
GPU4,static,1,175804992,18874368,16,96,16,16,1850968
GPU3,static,2,175804992,18874368,16,96,16,16,221086
GPU6,static,2,175804992,18874368,16,96,16,16,235455
GPU7,static,2,175804992,18874368,16,96,16,16,236710
GPU2,static,2,175804992,18874368,16,96,16,16,251063
GPU0,static,2,175804992,18874368,16,96,16,16,251436
GPU1,static,2,175804992,18874368,16,96,16,16,252289
GPU5,static,2,175804992,18874368,16,96,16,16,253093
GPU4,static,2,175804992,18874368,16,96,16,16,264636
GPU6,static,3,175804992,18874368,16,96,16,16,78583
GPU3,static,3,175804992,18874368,16,96,16,16,92882
GPU7,static,3,175804992,18874368,16,96,16,16,93665
GPU2,static,3,175804992,18874368,16,96,16,16,94585
GPU1,static,3,175804992,18874368,16,96,16,16,107993
GPU5,static,3,175804992,18874368,16,96,16,16,108756
GPU0,static,3,175804992,18874368,16,96,16,16,109280
GPU4,static,3,175804992,18874368,16,96,16,16,109610
GPU6,static,4,175804992,18874368,16,96,16,16,75235
GPU3,static,4,175804992,18874368,16,96,16,16,90895
GPU7,static,4,175804992,18874368,16,96,16,16,92912
GPU2,static,4,175804992,18874368,16,96,16,16,93783
GPU0,static,4,175804992,18874368,16,96,16,16,103272
GPU1,static,4,175804992,18874368,16,96,16,16,103752
GPU5,static,4,175804992,18874368,16,96,16,16,116150
GPU4,static,4,175804992,18874368,16,96,16,16,116610
GPU6,dynamic,1,175804992,18874368,16,96,16,16,29609743
GPU0,dynamic,1,175804992,18874368,16,96,16,16,29985582
GPU3,dynamic,1,175804992,18874368,16,96,16,16,30026221
GPU5,dynamic,1,175804992,18874368,16,96,16,16,30165933
GPU2,dynamic,1,175804992,18874368,16,96,16,16,30179957
GPU1,dynamic,1,175804992,18874368,16,96,16,16,30219993
GPU7,dynamic,1,175804992,18874368,16,96,16,16,30393135
GPU4,dynamic,1,175804992,18874368,16,96,16,16,30748861
GPU2,dynamic,2,175804992,18874368,16,96,16,16,8884822
GPU6,dynamic,2,175804992,18874368,16,96,16,16,8912367
GPU0,dynamic,2,175804992,18874368,16,96,16,16,8936631
GPU7,dynamic,2,175804992,18874368,16,96,16,16,8995659
GPU5,dynamic,2,175804992,18874368,16,96,16,16,9014281
GPU1,dynamic,2,175804992,18874368,16,96,16,16,9026645
GPU3,dynamic,2,175804992,18874368,16,96,16,16,9027107
GPU4,dynamic,2,175804992,18874368,16,96,16,16,9121171
GPU6,dynamic,3,175804992,18874368,16,96,16,16,623343
GPU7,dynamic,3,175804992,18874368,16,96,16,16,650862
GPU5,dynamic,3,175804992,18874368,16,96,16,16,669680
GPU4,dynamic,3,175804992,18874368,16,96,16,16,683736
GPU3,dynamic,3,175804992,18874368,16,96,16,16,697939
GPU1,dynamic,3,175804992,18874368,16,96,16,16,714038
GPU2,dynamic,3,175804992,18874368,16,96,16,16,732691
GPU0,dynamic,3,175804992,18874368,16,96,16,16,746713
GPU6,dynamic,4,175804992,18874368,16,96,16,16,417065
GPU7,dynamic,4,175804992,18874368,16,96,16,16,432837
GPU5,dynamic,4,175804992,18874368,16,96,16,16,446938
GPU4,dynamic,4,175804992,18874368,16,96,16,16,459264
GPU3,dynamic,4,175804992,18874368,16,96,16,16,492021
GPU2,dynamic,4,175804992,18874368,16,96,16,16,504375
GPU1,dynamic,4,175804992,18874368,16,96,16,16,516749
GPU0,dynamic,4,175804992,18874368,16,96,16,16,517175
GPU6,guided,1,175804992,18874368,16,96,16,16,27408818
GPU0,guided,1,175804992,18874368,16,96,16,16,27698787
GPU3,guided,1,175804992,18874368,16,96,16,16,27751167
GPU2,guided,1,175804992,18874368,16,96,16,16,27824073
GPU5,guided,1,175804992,18874368,16,96,16,16,27902836
GPU1,guided,1,175804992,18874368,16,96,16,16,27953372
GPU7,guided,1,175804992,18874368,16,96,16,16,28113812
GPU4,guided,1,175804992,18874368,16,96,16,16,28457751
GPU6,guided,2,175804992,18874368,16,96,16,16,5056961
GPU2,guided,2,175804992,18874368,16,96,16,16,5071878
GPU0,guided,2,175804992,18874368,16,96,16,16,5084217
GPU7,guided,2,175804992,18874368,16,96,16,16,5107130
