Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,48,96,48,419851
GPU4,static,1,3965236800,509607936,48,48,96,48,5263611
GPU5,static,1,3965236800,509607936,48,48,96,48,5365023
GPU1,static,1,3965236800,509607936,48,48,96,48,5765362
GPU3,static,1,3965236800,509607936,48,48,96,48,5850718
GPU2,static,1,3965236800,509607936,48,48,96,48,5883734
GPU0,static,1,3965236800,509607936,48,48,96,48,6202402
GPU4,static,2,3965236800,509607936,48,48,96,48,2859495
GPU5,static,2,3965236800,509607936,48,48,96,48,2866376
GPU2,static,2,3965236800,509607936,48,48,96,48,3228477
GPU3,static,2,3965236800,509607936,48,48,96,48,3231421
GPU1,static,2,3965236800,509607936,48,48,96,48,3235642
GPU0,static,2,3965236800,509607936,48,48,96,48,3241641
GPU4,static,3,3965236800,509607936,48,48,96,48,2681699
GPU5,static,3,3965236800,509607936,48,48,96,48,2688326
GPU3,static,3,3965236800,509607936,48,48,96,48,3225232
GPU0,static,3,3965236800,509607936,48,48,96,48,3228054
GPU2,static,3,3965236800,509607936,48,48,96,48,3232446
GPU1,static,3,3965236800,509607936,48,48,96,48,3238214
GPU5,static,4,3965236800,509607936,48,48,96,48,2705868
GPU4,static,4,3965236800,509607936,48,48,96,48,2713041
GPU2,static,4,3965236800,509607936,48,48,96,48,3235958
GPU3,static,4,3965236800,509607936,48,48,96,48,3238760
GPU1,static,4,3965236800,509607936,48,48,96,48,3243095
GPU0,static,4,3965236800,509607936,48,48,96,48,3249010
GPU4,dynamic,1,3965236800,509607936,48,48,96,48,5138084
GPU5,dynamic,1,3965236800,509607936,48,48,96,48,5156555
GPU1,dynamic,1,3965236800,509607936,48,48,96,48,5787694
GPU3,dynamic,1,3965236800,509607936,48,48,96,48,5833629
GPU2,dynamic,1,3965236800,509607936,48,48,96,48,5839045
GPU0,dynamic,1,3965236800,509607936,48,48,96,48,6146615
GPU4,dynamic,2,3965236800,509607936,48,48,96,48,3068229
GPU5,dynamic,2,3965236800,509607936,48,48,96,48,3114280
GPU1,dynamic,2,3965236800,509607936,48,48,96,48,3181821
GPU2,dynamic,2,3965236800,509607936,48,48,96,48,3184839
GPU3,dynamic,2,3965236800,509607936,48,48,96,48,3189667
GPU0,dynamic,2,3965236800,509607936,48,48,96,48,3197328
GPU4,dynamic,3,3965236800,509607936,48,48,96,48,2679095
GPU5,dynamic,3,3965236800,509607936,48,48,96,48,2685906
GPU1,dynamic,3,3965236800,509607936,48,48,96,48,3288181
GPU3,dynamic,3,3965236800,509607936,48,48,96,48,3290968
GPU2,dynamic,3,3965236800,509607936,48,48,96,48,3295439
GPU0,dynamic,3,3965236800,509607936,48,48,96,48,3301484
GPU4,dynamic,4,3965236800,509607936,48,48,96,48,2678183
GPU5,dynamic,4,3965236800,509607936,48,48,96,48,2685310
GPU2,dynamic,4,3965236800,509607936,48,48,96,48,3252028
GPU3,dynamic,4,3965236800,509607936,48,48,96,48,3254875
GPU1,dynamic,4,3965236800,509607936,48,48,96,48,3259138
GPU0,dynamic,4,3965236800,509607936,48,48,96,48,3265037
GPU4,guided,1,3965236800,509607936,48,48,96,48,5289006
GPU5,guided,1,3965236800,509607936,48,48,96,48,5307646
GPU1,guided,1,3965236800,509607936,48,48,96,48,5925040
GPU2,guided,1,3965236800,509607936,48,48,96,48,5964437
GPU3,guided,1,3965236800,509607936,48,48,96,48,5969681
GPU0,guided,1,3965236800,509607936,48,48,96,48,6271221
GPU5,guided,2,3965236800,509607936,48,48,96,48,2565559
GPU4,guided,2,3965236800,509607936,48,48,96,48,2571853
GPU1,guided,2,3965236800,509607936,48,48,96,48,3155487
GPU2,guided,2,3965236800,509607936,48,48,96,48,3158305
GPU3,guided,2,3965236800,509607936,48,48,96,48,3162539
GPU0,guided,2,3965236800,509607936,48,48,96,48,3168437
GPU4,guided,3,3965236800,509607936,48,48,96,48,2691416
GPU5,guided,3,3965236800,509607936,48,48,96,48,2698537
GPU1,guided,3,3965236800,509607936,48,48,96,48,3174121
GPU3,guided,3,3965236800,509607936,48,48,96,48,3176912
GPU2,guided,3,3965236800,509607936,48,48,96,48,3181207
GPU0,guided,3,3965236800,509607936,48,48,96,48,3187265
GPU4,guided,4,3965236800,509607936,48,48,96,48,2684426
GPU5,guided,4,3965236800,509607936,48,48,96,48,2691221
GPU2,guided,4,3965236800,509607936,48,48,96,48,3238641
GPU1,guided,4,3965236800,509607936,48,48,96,48,3241461
GPU3,guided,4,3965236800,509607936,48,48,96,48,3245248
GPU0,guided,4,3965236800,509607936,48,48,96,48,3251149
