Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,48,16,96,26064
GPU4,static,1,503544384,56623104,16,48,16,96,638526
GPU5,static,1,503544384,56623104,16,48,16,96,640678
GPU2,static,1,503544384,56623104,16,48,16,96,648086
GPU3,static,1,503544384,56623104,16,48,16,96,648929
GPU1,static,1,503544384,56623104,16,48,16,96,649933
GPU0,static,1,503544384,56623104,16,48,16,96,651228
GPU5,static,2,503544384,56623104,16,48,16,96,372531
GPU4,static,2,503544384,56623104,16,48,16,96,373137
GPU2,static,2,503544384,56623104,16,48,16,96,409216
GPU1,static,2,503544384,56623104,16,48,16,96,412181
GPU3,static,2,503544384,56623104,16,48,16,96,413002
GPU0,static,2,503544384,56623104,16,48,16,96,414474
GPU5,static,3,503544384,56623104,16,48,16,96,385077
GPU4,static,3,503544384,56623104,16,48,16,96,386575
GPU2,static,3,503544384,56623104,16,48,16,96,423218
GPU0,static,3,503544384,56623104,16,48,16,96,426162
GPU1,static,3,503544384,56623104,16,48,16,96,426988
GPU3,static,3,503544384,56623104,16,48,16,96,428513
GPU4,static,4,503544384,56623104,16,48,16,96,381732
GPU5,static,4,503544384,56623104,16,48,16,96,385138
GPU2,static,4,503544384,56623104,16,48,16,96,423369
GPU0,static,4,503544384,56623104,16,48,16,96,424013
GPU1,static,4,503544384,56623104,16,48,16,96,424983
GPU3,static,4,503544384,56623104,16,48,16,96,426211
GPU4,dynamic,1,503544384,56623104,16,48,16,96,563622
GPU5,dynamic,1,503544384,56623104,16,48,16,96,566780
GPU2,dynamic,1,503544384,56623104,16,48,16,96,609624
GPU1,dynamic,1,503544384,56623104,16,48,16,96,613457
GPU3,dynamic,1,503544384,56623104,16,48,16,96,614944
GPU0,dynamic,1,503544384,56623104,16,48,16,96,652720
GPU5,dynamic,2,503544384,56623104,16,48,16,96,394983
GPU4,dynamic,2,503544384,56623104,16,48,16,96,395590
GPU1,dynamic,2,503544384,56623104,16,48,16,96,432056
GPU3,dynamic,2,503544384,56623104,16,48,16,96,439631
GPU0,dynamic,2,503544384,56623104,16,48,16,96,440641
GPU2,dynamic,2,503544384,56623104,16,48,16,96,441922
GPU5,dynamic,3,503544384,56623104,16,48,16,96,396269
GPU4,dynamic,3,503544384,56623104,16,48,16,96,399941
GPU1,dynamic,3,503544384,56623104,16,48,16,96,436453
GPU3,dynamic,3,503544384,56623104,16,48,16,96,439444
GPU2,dynamic,3,503544384,56623104,16,48,16,96,440292
GPU0,dynamic,3,503544384,56623104,16,48,16,96,441848
GPU5,dynamic,4,503544384,56623104,16,48,16,96,389919
GPU4,dynamic,4,503544384,56623104,16,48,16,96,390837
GPU3,dynamic,4,503544384,56623104,16,48,16,96,423532
GPU2,dynamic,4,503544384,56623104,16,48,16,96,428601
GPU1,dynamic,4,503544384,56623104,16,48,16,96,429930
GPU0,dynamic,4,503544384,56623104,16,48,16,96,431152
GPU4,guided,1,503544384,56623104,16,48,16,96,574967
GPU5,guided,1,503544384,56623104,16,48,16,96,575580
GPU1,guided,1,503544384,56623104,16,48,16,96,613531
GPU2,guided,1,503544384,56623104,16,48,16,96,614745
GPU3,guided,1,503544384,56623104,16,48,16,96,620611
GPU0,guided,1,503544384,56623104,16,48,16,96,648060
GPU5,guided,2,503544384,56623104,16,48,16,96,395782
GPU4,guided,2,503544384,56623104,16,48,16,96,396388
GPU2,guided,2,503544384,56623104,16,48,16,96,433789
GPU1,guided,2,503544384,56623104,16,48,16,96,441407
GPU3,guided,2,503544384,56623104,16,48,16,96,442406
GPU0,guided,2,503544384,56623104,16,48,16,96,443668
GPU4,guided,3,503544384,56623104,16,48,16,96,394892
GPU5,guided,3,503544384,56623104,16,48,16,96,396264
GPU2,guided,3,503544384,56623104,16,48,16,96,429959
GPU3,guided,3,503544384,56623104,16,48,16,96,434994
GPU0,guided,3,503544384,56623104,16,48,16,96,436391
GPU1,guided,3,503544384,56623104,16,48,16,96,437645
GPU4,guided,4,503544384,56623104,16,48,16,96,390325
GPU5,guided,4,503544384,56623104,16,48,16,96,392702
GPU2,guided,4,503544384,56623104,16,48,16,96,428070
GPU0,guided,4,503544384,56623104,16,48,16,96,431049
GPU3,guided,4,503544384,56623104,16,48,16,96,431851
GPU1,guided,4,503544384,56623104,16,48,16,96,433374
