Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,48,48,142002
GPU4,static,1,1442538048,169869312,16,96,48,48,1959532
GPU5,static,1,1442538048,169869312,16,96,48,48,2011383
GPU1,static,1,1442538048,169869312,16,96,48,48,2039934
GPU3,static,1,1442538048,169869312,16,96,48,48,2054105
GPU2,static,1,1442538048,169869312,16,96,48,48,2098892
GPU0,static,1,1442538048,169869312,16,96,48,48,2226420
GPU4,static,2,1442538048,169869312,16,96,48,48,1007661
GPU5,static,2,1442538048,169869312,16,96,48,48,1010687
GPU1,static,2,1442538048,169869312,16,96,48,48,1235521
GPU2,static,2,1442538048,169869312,16,96,48,48,1242274
GPU3,static,2,1442538048,169869312,16,96,48,48,1243941
GPU0,static,2,1442538048,169869312,16,96,48,48,1246576
GPU5,static,3,1442538048,169869312,16,96,48,48,1005376
GPU4,static,3,1442538048,169869312,16,96,48,48,1008736
GPU2,static,3,1442538048,169869312,16,96,48,48,1218680
GPU0,static,3,1442538048,169869312,16,96,48,48,1220025
GPU3,static,3,1442538048,169869312,16,96,48,48,1221860
GPU1,static,3,1442538048,169869312,16,96,48,48,1224202
GPU5,static,4,1442538048,169869312,16,96,48,48,1012253
GPU4,static,4,1442538048,169869312,16,96,48,48,1015446
GPU2,static,4,1442538048,169869312,16,96,48,48,1219585
GPU1,static,4,1442538048,169869312,16,96,48,48,1220817
GPU0,static,4,1442538048,169869312,16,96,48,48,1222708
GPU3,static,4,1442538048,169869312,16,96,48,48,1225046
GPU4,dynamic,1,1442538048,169869312,16,96,48,48,1848066
GPU5,dynamic,1,1442538048,169869312,16,96,48,48,1857641
GPU1,dynamic,1,1442538048,169869312,16,96,48,48,2081629
GPU3,dynamic,1,1442538048,169869312,16,96,48,48,2099285
GPU2,dynamic,1,1442538048,169869312,16,96,48,48,2101548
GPU0,dynamic,1,1442538048,169869312,16,96,48,48,2218690
GPU4,dynamic,2,1442538048,169869312,16,96,48,48,1019102
GPU5,dynamic,2,1442538048,169869312,16,96,48,48,1022560
GPU3,dynamic,2,1442538048,169869312,16,96,48,48,1230822
GPU2,dynamic,2,1442538048,169869312,16,96,48,48,1232061
GPU1,dynamic,2,1442538048,169869312,16,96,48,48,1233851
GPU0,dynamic,2,1442538048,169869312,16,96,48,48,1236290
GPU4,dynamic,3,1442538048,169869312,16,96,48,48,1009907
GPU5,dynamic,3,1442538048,169869312,16,96,48,48,1013003
GPU2,dynamic,3,1442538048,169869312,16,96,48,48,1219718
GPU0,dynamic,3,1442538048,169869312,16,96,48,48,1220978
GPU1,dynamic,3,1442538048,169869312,16,96,48,48,1222805
GPU3,dynamic,3,1442538048,169869312,16,96,48,48,1225170
GPU4,dynamic,4,1442538048,169869312,16,96,48,48,989771
GPU5,dynamic,4,1442538048,169869312,16,96,48,48,993046
GPU2,dynamic,4,1442538048,169869312,16,96,48,48,1204036
GPU0,dynamic,4,1442538048,169869312,16,96,48,48,1205286
GPU1,dynamic,4,1442538048,169869312,16,96,48,48,1207101
GPU3,dynamic,4,1442538048,169869312,16,96,48,48,1209428
GPU4,guided,1,1442538048,169869312,16,96,48,48,1841223
GPU5,guided,1,1442538048,169869312,16,96,48,48,1848316
GPU1,guided,1,1442538048,169869312,16,96,48,48,2052841
GPU3,guided,1,1442538048,169869312,16,96,48,48,2067641
GPU2,guided,1,1442538048,169869312,16,96,48,48,2080383
GPU0,guided,1,1442538048,169869312,16,96,48,48,2208261
GPU4,guided,2,1442538048,169869312,16,96,48,48,1087564
GPU5,guided,2,1442538048,169869312,16,96,48,48,1092262
GPU3,guided,2,1442538048,169869312,16,96,48,48,1110488
GPU2,guided,2,1442538048,169869312,16,96,48,48,1111832
GPU1,guided,2,1442538048,169869312,16,96,48,48,1114076
GPU0,guided,2,1442538048,169869312,16,96,48,48,1117268
GPU5,guided,3,1442538048,169869312,16,96,48,48,993845
GPU4,guided,3,1442538048,169869312,16,96,48,48,997322
GPU0,guided,3,1442538048,169869312,16,96,48,48,1202569
GPU2,guided,3,1442538048,169869312,16,96,48,48,1203809
GPU3,guided,3,1442538048,169869312,16,96,48,48,1205772
GPU1,guided,3,1442538048,169869312,16,96,48,48,1208095
GPU5,guided,4,1442538048,169869312,16,96,48,48,996612
GPU4,guided,4,1442538048,169869312,16,96,48,48,999620
GPU0,guided,4,1442538048,169869312,16,96,48,48,1199991
GPU3,guided,4,1442538048,169869312,16,96,48,48,1201225
GPU2,guided,4,1442538048,169869312,16,96,48,48,1202481
GPU1,guided,4,1442538048,169869312,16,96,48,48,1204680
