Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,96,48,96,16,565204
GPU5,static,1,2703887424,339738624,96,48,96,16,5838855
GPU1,static,1,2703887424,339738624,96,48,96,16,6024423
GPU0,static,1,2703887424,339738624,96,48,96,16,6027589
GPU4,static,1,2703887424,339738624,96,48,96,16,6099439
GPU2,static,1,2703887424,339738624,96,48,96,16,6288744
GPU3,static,1,2703887424,339738624,96,48,96,16,6291307
GPU5,static,2,2703887424,339738624,96,48,96,16,1498726
GPU4,static,2,2703887424,339738624,96,48,96,16,1501114
GPU2,static,2,2703887424,339738624,96,48,96,16,1716302
GPU1,static,2,2703887424,339738624,96,48,96,16,1726306
GPU3,static,2,2703887424,339738624,96,48,96,16,1728464
GPU0,static,2,2703887424,339738624,96,48,96,16,1731678
GPU5,static,3,2703887424,339738624,96,48,96,16,1373520
GPU4,static,3,2703887424,339738624,96,48,96,16,1376992
GPU0,static,3,2703887424,339738624,96,48,96,16,1634625
GPU3,static,3,2703887424,339738624,96,48,96,16,1636326
GPU1,static,3,2703887424,339738624,96,48,96,16,1638636
GPU2,static,3,2703887424,339738624,96,48,96,16,1641920
GPU5,static,4,2703887424,339738624,96,48,96,16,1361143
GPU4,static,4,2703887424,339738624,96,48,96,16,1364689
GPU1,static,4,2703887424,339738624,96,48,96,16,1629716
GPU2,static,4,2703887424,339738624,96,48,96,16,1631585
GPU0,static,4,2703887424,339738624,96,48,96,16,1633905
GPU3,static,4,2703887424,339738624,96,48,96,16,1637030
GPU5,dynamic,1,2703887424,339738624,96,48,96,16,5768467
GPU1,dynamic,1,2703887424,339738624,96,48,96,16,6013879
GPU0,dynamic,1,2703887424,339738624,96,48,96,16,6017095
GPU4,dynamic,1,2703887424,339738624,96,48,96,16,6069044
GPU2,dynamic,1,2703887424,339738624,96,48,96,16,6326015
GPU3,dynamic,1,2703887424,339738624,96,48,96,16,6341628
GPU5,dynamic,2,2703887424,339738624,96,48,96,16,1447137
GPU4,dynamic,2,2703887424,339738624,96,48,96,16,1450395
GPU0,dynamic,2,2703887424,339738624,96,48,96,16,1483081
GPU1,dynamic,2,2703887424,339738624,96,48,96,16,1484903
GPU2,dynamic,2,2703887424,339738624,96,48,96,16,1488246
GPU3,dynamic,2,2703887424,339738624,96,48,96,16,1492197
GPU5,dynamic,3,2703887424,339738624,96,48,96,16,1374691
GPU4,dynamic,3,2703887424,339738624,96,48,96,16,1378140
GPU1,dynamic,3,2703887424,339738624,96,48,96,16,1653380
GPU2,dynamic,3,2703887424,339738624,96,48,96,16,1655255
GPU0,dynamic,3,2703887424,339738624,96,48,96,16,1657630
GPU3,dynamic,3,2703887424,339738624,96,48,96,16,1660683
GPU5,dynamic,4,2703887424,339738624,96,48,96,16,1380545
GPU4,dynamic,4,2703887424,339738624,96,48,96,16,1384277
GPU2,dynamic,4,2703887424,339738624,96,48,96,16,1637281
GPU1,dynamic,4,2703887424,339738624,96,48,96,16,1638976
GPU3,dynamic,4,2703887424,339738624,96,48,96,16,1641283
GPU0,dynamic,4,2703887424,339738624,96,48,96,16,1644368
GPU5,guided,1,2703887424,339738624,96,48,96,16,5758745
GPU1,guided,1,2703887424,339738624,96,48,96,16,6047358
GPU0,guided,1,2703887424,339738624,96,48,96,16,6055577
GPU4,guided,1,2703887424,339738624,96,48,96,16,6075732
GPU2,guided,1,2703887424,339738624,96,48,96,16,6363297
GPU3,guided,1,2703887424,339738624,96,48,96,16,6378931
GPU4,guided,2,2703887424,339738624,96,48,96,16,1294721
GPU5,guided,2,2703887424,339738624,96,48,96,16,1296529
GPU0,guided,2,2703887424,339738624,96,48,96,16,1475527
GPU3,guided,2,2703887424,339738624,96,48,96,16,1477342
GPU1,guided,2,2703887424,339738624,96,48,96,16,1480044
GPU2,guided,2,2703887424,339738624,96,48,96,16,1484270
GPU5,guided,3,2703887424,339738624,96,48,96,16,1371145
GPU4,guided,3,2703887424,339738624,96,48,96,16,1374707
GPU1,guided,3,2703887424,339738624,96,48,96,16,1601746
GPU2,guided,3,2703887424,339738624,96,48,96,16,1603718
GPU3,guided,3,2703887424,339738624,96,48,96,16,1606067
GPU0,guided,3,2703887424,339738624,96,48,96,16,1609090
GPU5,guided,4,2703887424,339738624,96,48,96,16,1475012
GPU4,guided,4,2703887424,339738624,96,48,96,16,1477095
GPU2,guided,4,2703887424,339738624,96,48,96,16,1644174
GPU3,guided,4,2703887424,339738624,96,48,96,16,1645985
GPU0,guided,4,2703887424,339738624,96,48,96,16,1648080
GPU1,guided,4,2703887424,339738624,96,48,96,16,1652000
