Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,96,48,16,48,96119
GPU5,static,1,1368019008,169869312,96,48,16,48,1564718
GPU4,static,1,1368019008,169869312,96,48,16,48,1583954
GPU0,static,1,1368019008,169869312,96,48,16,48,1644589
GPU2,static,1,1368019008,169869312,96,48,16,48,1674297
GPU3,static,1,1368019008,169869312,96,48,16,48,1689664
GPU1,static,1,1368019008,169869312,96,48,16,48,1691928
GPU5,static,2,1368019008,169869312,96,48,16,48,794953
GPU4,static,2,1368019008,169869312,96,48,16,48,795982
GPU2,static,2,1368019008,169869312,96,48,16,48,878413
GPU0,static,2,1368019008,169869312,96,48,16,48,879436
GPU1,static,2,1368019008,169869312,96,48,16,48,880916
GPU3,static,2,1368019008,169869312,96,48,16,48,882997
GPU5,static,3,1368019008,169869312,96,48,16,48,712557
GPU4,static,3,1368019008,169869312,96,48,16,48,714527
GPU2,static,3,1368019008,169869312,96,48,16,48,852857
GPU1,static,3,1368019008,169869312,96,48,16,48,858585
GPU0,static,3,1368019008,169869312,96,48,16,48,859916
GPU3,static,3,1368019008,169869312,96,48,16,48,862166
GPU5,static,4,1368019008,169869312,96,48,16,48,691158
GPU4,static,4,1368019008,169869312,96,48,16,48,693102
GPU0,static,4,1368019008,169869312,96,48,16,48,825867
GPU2,static,4,1368019008,169869312,96,48,16,48,826980
GPU1,static,4,1368019008,169869312,96,48,16,48,828484
GPU3,static,4,1368019008,169869312,96,48,16,48,830592
GPU5,dynamic,1,1368019008,169869312,96,48,16,48,1574175
GPU4,dynamic,1,1368019008,169869312,96,48,16,48,1584608
GPU0,dynamic,1,1368019008,169869312,96,48,16,48,1730554
GPU1,dynamic,1,1368019008,169869312,96,48,16,48,1732602
GPU2,dynamic,1,1368019008,169869312,96,48,16,48,1748745
GPU3,dynamic,1,1368019008,169869312,96,48,16,48,1751010
GPU5,dynamic,2,1368019008,169869312,96,48,16,48,758504
GPU4,dynamic,2,1368019008,169869312,96,48,16,48,759536
GPU1,dynamic,2,1368019008,169869312,96,48,16,48,915635
GPU2,dynamic,2,1368019008,169869312,96,48,16,48,916752
GPU3,dynamic,2,1368019008,169869312,96,48,16,48,918223
GPU0,dynamic,2,1368019008,169869312,96,48,16,48,920310
GPU4,dynamic,3,1368019008,169869312,96,48,16,48,700519
GPU5,dynamic,3,1368019008,169869312,96,48,16,48,702642
GPU2,dynamic,3,1368019008,169869312,96,48,16,48,835352
GPU1,dynamic,3,1368019008,169869312,96,48,16,48,836397
GPU0,dynamic,3,1368019008,169869312,96,48,16,48,837906
GPU3,dynamic,3,1368019008,169869312,96,48,16,48,839996
GPU4,dynamic,4,1368019008,169869312,96,48,16,48,722566
GPU5,dynamic,4,1368019008,169869312,96,48,16,48,725222
GPU2,dynamic,4,1368019008,169869312,96,48,16,48,842549
GPU0,dynamic,4,1368019008,169869312,96,48,16,48,843586
GPU1,dynamic,4,1368019008,169869312,96,48,16,48,845043
GPU3,dynamic,4,1368019008,169869312,96,48,16,48,847135
GPU5,guided,1,1368019008,169869312,96,48,16,48,1511729
GPU4,guided,1,1368019008,169869312,96,48,16,48,1523651
GPU0,guided,1,1368019008,169869312,96,48,16,48,1617346
GPU1,guided,1,1368019008,169869312,96,48,16,48,1627872
GPU2,guided,1,1368019008,169869312,96,48,16,48,1644257
GPU3,guided,1,1368019008,169869312,96,48,16,48,1646534
GPU4,guided,2,1368019008,169869312,96,48,16,48,849342
GPU5,guided,2,1368019008,169869312,96,48,16,48,851332
GPU1,guided,2,1368019008,169869312,96,48,16,48,885456
GPU2,guided,2,1368019008,169869312,96,48,16,48,886577
GPU0,guided,2,1368019008,169869312,96,48,16,48,888060
GPU3,guided,2,1368019008,169869312,96,48,16,48,890173
GPU4,guided,3,1368019008,169869312,96,48,16,48,701258
GPU5,guided,3,1368019008,169869312,96,48,16,48,703187
GPU2,guided,3,1368019008,169869312,96,48,16,48,835168
GPU1,guided,3,1368019008,169869312,96,48,16,48,836205
GPU0,guided,3,1368019008,169869312,96,48,16,48,837875
GPU3,guided,3,1368019008,169869312,96,48,16,48,840148
GPU5,guided,4,1368019008,169869312,96,48,16,48,702863
GPU4,guided,4,1368019008,169869312,96,48,16,48,704537
GPU0,guided,4,1368019008,169869312,96,48,16,48,832141
GPU2,guided,4,1368019008,169869312,96,48,16,48,833259
GPU1,guided,4,1368019008,169869312,96,48,16,48,834723
GPU3,guided,4,1368019008,169869312,96,48,16,48,836093
