Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,96,48,16,96,118150
GPU4,static,1,2703887424,339738624,96,48,16,96,2676416
GPU5,static,1,2703887424,339738624,96,48,16,96,2678207
GPU3,static,1,2703887424,339738624,96,48,16,96,2789866
GPU1,static,1,2703887424,339738624,96,48,16,96,2828171
GPU0,static,1,2703887424,339738624,96,48,16,96,2833249
GPU2,static,1,2703887424,339738624,96,48,16,96,2859871
GPU4,static,2,2703887424,339738624,96,48,16,96,1422556
GPU5,static,2,2703887424,339738624,96,48,16,96,1426343
GPU2,static,2,2703887424,339738624,96,48,16,96,1698357
GPU3,static,2,2703887424,339738624,96,48,16,96,1700051
GPU0,static,2,2703887424,339738624,96,48,16,96,1702340
GPU1,static,2,2703887424,339738624,96,48,16,96,1705362
GPU5,static,3,2703887424,339738624,96,48,16,96,1356963
GPU4,static,3,2703887424,339738624,96,48,16,96,1360754
GPU1,static,3,2703887424,339738624,96,48,16,96,1628689
GPU0,static,3,2703887424,339738624,96,48,16,96,1630406
GPU2,static,3,2703887424,339738624,96,48,16,96,1632902
GPU3,static,3,2703887424,339738624,96,48,16,96,1635959
GPU5,static,4,2703887424,339738624,96,48,16,96,1314946
GPU4,static,4,2703887424,339738624,96,48,16,96,1318328
GPU3,static,4,2703887424,339738624,96,48,16,96,1568828
GPU0,static,4,2703887424,339738624,96,48,16,96,1570528
GPU2,static,4,2703887424,339738624,96,48,16,96,1572995
GPU1,static,4,2703887424,339738624,96,48,16,96,1576010
GPU4,dynamic,1,2703887424,339738624,96,48,16,96,2526246
GPU5,dynamic,1,2703887424,339738624,96,48,16,96,2528039
GPU0,dynamic,1,2703887424,339738624,96,48,16,96,2791115
GPU2,dynamic,1,2703887424,339738624,96,48,16,96,2815191
GPU1,dynamic,1,2703887424,339738624,96,48,16,96,2840424
GPU3,dynamic,1,2703887424,339738624,96,48,16,96,2843740
GPU5,dynamic,2,2703887424,339738624,96,48,16,96,1444199
GPU4,dynamic,2,2703887424,339738624,96,48,16,96,1447604
GPU3,dynamic,2,2703887424,339738624,96,48,16,96,1717749
GPU0,dynamic,2,2703887424,339738624,96,48,16,96,1719508
GPU1,dynamic,2,2703887424,339738624,96,48,16,96,1721846
GPU2,dynamic,2,2703887424,339738624,96,48,16,96,1725073
GPU5,dynamic,3,2703887424,339738624,96,48,16,96,1282094
GPU4,dynamic,3,2703887424,339738624,96,48,16,96,1285879
GPU0,dynamic,3,2703887424,339738624,96,48,16,96,1379983
GPU1,dynamic,3,2703887424,339738624,96,48,16,96,1381808
GPU3,dynamic,3,2703887424,339738624,96,48,16,96,1384910
GPU2,dynamic,3,2703887424,339738624,96,48,16,96,1389166
GPU5,dynamic,4,2703887424,339738624,96,48,16,96,1401324
GPU4,dynamic,4,2703887424,339738624,96,48,16,96,1405051
GPU1,dynamic,4,2703887424,339738624,96,48,16,96,1610311
GPU0,dynamic,4,2703887424,339738624,96,48,16,96,1627408
GPU3,dynamic,4,2703887424,339738624,96,48,16,96,1653589
GPU2,dynamic,4,2703887424,339738624,96,48,16,96,1656977
GPU5,guided,1,2703887424,339738624,96,48,16,96,2501599
GPU4,guided,1,2703887424,339738624,96,48,16,96,2512470
GPU0,guided,1,2703887424,339738624,96,48,16,96,2854272
GPU1,guided,1,2703887424,339738624,96,48,16,96,2855972
GPU2,guided,1,2703887424,339738624,96,48,16,96,2882040
GPU3,guided,1,2703887424,339738624,96,48,16,96,2885232
GPU5,guided,2,2703887424,339738624,96,48,16,96,1425889
GPU4,guided,2,2703887424,339738624,96,48,16,96,1429344
GPU0,guided,2,2703887424,339738624,96,48,16,96,1704014
GPU3,guided,2,2703887424,339738624,96,48,16,96,1705727
GPU1,guided,2,2703887424,339738624,96,48,16,96,1708017
GPU2,guided,2,2703887424,339738624,96,48,16,96,1711283
GPU4,guided,3,2703887424,339738624,96,48,16,96,1417662
GPU5,guided,3,2703887424,339738624,96,48,16,96,1421478
GPU1,guided,3,2703887424,339738624,96,48,16,96,1664858
GPU2,guided,3,2703887424,339738624,96,48,16,96,1675056
GPU0,guided,3,2703887424,339738624,96,48,16,96,1677246
GPU3,guided,3,2703887424,339738624,96,48,16,96,1680460
GPU5,guided,4,2703887424,339738624,96,48,16,96,1323441
GPU4,guided,4,2703887424,339738624,96,48,16,96,1327031
GPU1,guided,4,2703887424,339738624,96,48,16,96,1590311
GPU2,guided,4,2703887424,339738624,96,48,16,96,1592165
GPU3,guided,4,2703887424,339738624,96,48,16,96,1593901
GPU0,guided,4,2703887424,339738624,96,48,16,96,1596977
