matrix_mult_combine_float,0,0,100,100,100,977
matrix_mult_combine_float,0,0,100,100,1100,6193
matrix_mult_combine_float,0,0,100,100,2100,13646
matrix_mult_combine_float,0,0,100,100,3100,17215
matrix_mult_combine_float,0,0,100,100,4100,16303
matrix_mult_combine_float,0,0,100,100,5100,17181
matrix_mult_combine_float,0,0,100,100,6100,20331
matrix_mult_combine_float,0,0,100,1100,100,6393
matrix_mult_combine_float,0,0,100,1100,1100,63403
matrix_mult_combine_float,0,0,100,1100,2100,65435
matrix_mult_combine_float,0,0,100,1100,3100,97534
matrix_mult_combine_float,0,0,100,1100,4100,130510
matrix_mult_combine_float,0,0,100,1100,5100,157143
matrix_mult_combine_float,0,0,100,1100,6100,202908
matrix_mult_combine_float,0,0,100,2100,100,18797
matrix_mult_combine_float,0,0,100,2100,1100,98480
matrix_mult_combine_float,0,0,100,2100,2100,123157
matrix_mult_combine_float,0,0,100,2100,3100,183880
matrix_mult_combine_float,0,0,100,2100,4100,254761
matrix_mult_combine_float,0,0,100,2100,5100,311561
matrix_mult_combine_float,0,0,100,2100,6100,389294
matrix_mult_combine_float,0,0,100,3100,100,15843
matrix_mult_combine_float,0,0,100,3100,1100,160379
matrix_mult_combine_float,0,0,100,3100,2100,211151
matrix_mult_combine_float,0,0,100,3100,3100,261556
matrix_mult_combine_float,0,0,100,3100,4100,347097
matrix_mult_combine_float,0,0,100,3100,5100,586482
matrix_mult_combine_float,0,0,100,3100,6100,717090
matrix_mult_combine_float,0,0,100,4100,100,14856
matrix_mult_combine_float,0,0,100,4100,1100,214973
matrix_mult_combine_float,0,0,100,4100,2100,280411
matrix_mult_combine_float,0,0,100,4100,3100,345926
matrix_mult_combine_float,0,0,100,4100,4100,465250
matrix_mult_combine_float,0,0,100,4100,5100,812504
matrix_mult_combine_float,0,0,100,4100,6100,1000290
matrix_mult_combine_float,0,0,100,5100,100,24959
matrix_mult_combine_float,0,0,100,5100,1100,223918
matrix_mult_combine_float,0,0,100,5100,2100,442568
matrix_mult_combine_float,0,0,100,5100,3100,432070
matrix_mult_combine_float,0,0,100,5100,4100,568343
matrix_mult_combine_float,0,0,100,5100,5100,1099940
matrix_mult_combine_float,0,0,100,5100,6100,1236743
matrix_mult_combine_float,0,0,100,6100,100,29586
matrix_mult_combine_float,0,0,100,6100,1100,274502
matrix_mult_combine_float,0,0,100,6100,2100,537506
matrix_mult_combine_float,0,0,100,6100,3100,647914
matrix_mult_combine_float,0,0,100,6100,4100,802091
matrix_mult_combine_float,0,0,100,6100,5100,1280034
matrix_mult_combine_float,0,0,100,6100,6100,1483357
matrix_mult_combine_float,0,0,1100,100,100,5782
matrix_mult_combine_float,0,0,1100,100,1100,37046
