matrix_mult_combine_swap_float,0,0,100,100,100,951
matrix_mult_combine_swap_float,0,0,100,100,1100,6254
matrix_mult_combine_swap_float,0,0,100,100,2100,11852
matrix_mult_combine_swap_float,0,0,100,100,3100,9404
matrix_mult_combine_swap_float,0,0,100,100,4100,12458
matrix_mult_combine_swap_float,0,0,100,100,5100,15370
matrix_mult_combine_swap_float,0,0,100,100,6100,18154
matrix_mult_combine_swap_float,0,0,100,1100,100,6378
matrix_mult_combine_swap_float,0,0,100,1100,1100,55783
matrix_mult_combine_swap_float,0,0,100,1100,2100,55476
matrix_mult_combine_swap_float,0,0,100,1100,3100,83172
matrix_mult_combine_swap_float,0,0,100,1100,4100,109811
matrix_mult_combine_swap_float,0,0,100,1100,5100,136854
matrix_mult_combine_swap_float,0,0,100,1100,6100,177067
matrix_mult_combine_swap_float,0,0,100,2100,100,8948
matrix_mult_combine_swap_float,0,0,100,2100,1100,102742
matrix_mult_combine_swap_float,0,0,100,2100,2100,109918
matrix_mult_combine_swap_float,0,0,100,2100,3100,159536
matrix_mult_combine_swap_float,0,0,100,2100,4100,226342
matrix_mult_combine_swap_float,0,0,100,2100,5100,297947
matrix_mult_combine_swap_float,0,0,100,2100,6100,356536
matrix_mult_combine_swap_float,0,0,100,3100,100,9607
matrix_mult_combine_swap_float,0,0,100,3100,1100,148148
matrix_mult_combine_swap_float,0,0,100,3100,2100,231316
matrix_mult_combine_swap_float,0,0,100,3100,3100,243620
matrix_mult_combine_swap_float,0,0,100,3100,4100,312664
matrix_mult_combine_swap_float,0,0,100,3100,5100,583506
matrix_mult_combine_swap_float,0,0,100,3100,6100,699416
matrix_mult_combine_swap_float,0,0,100,4100,100,12715
matrix_mult_combine_swap_float,0,0,100,4100,1100,195275
matrix_mult_combine_swap_float,0,0,100,4100,2100,310282
matrix_mult_combine_swap_float,0,0,100,4100,3100,319376
matrix_mult_combine_swap_float,0,0,100,4100,4100,414950
matrix_mult_combine_swap_float,0,0,100,4100,5100,774434
matrix_mult_combine_swap_float,0,0,100,4100,6100,928492
matrix_mult_combine_swap_float,0,0,100,5100,100,23239
matrix_mult_combine_swap_float,0,0,100,5100,1100,211208
matrix_mult_combine_swap_float,0,0,100,5100,2100,396691
matrix_mult_combine_swap_float,0,0,100,5100,3100,479951
matrix_mult_combine_swap_float,0,0,100,5100,4100,551260
matrix_mult_combine_swap_float,0,0,100,5100,5100,972798
matrix_mult_combine_swap_float,0,0,100,5100,6100,1161332
matrix_mult_combine_swap_float,0,0,100,6100,100,24746
matrix_mult_combine_swap_float,0,0,100,6100,1100,258809
matrix_mult_combine_swap_float,0,0,100,6100,2100,481319
matrix_mult_combine_swap_float,0,0,100,6100,3100,614325
matrix_mult_combine_swap_float,0,0,100,6100,4100,753945
matrix_mult_combine_swap_float,0,0,100,6100,5100,1161233
matrix_mult_combine_swap_float,0,0,100,6100,6100,1385144
matrix_mult_combine_swap_float,0,0,1100,100,100,6341
matrix_mult_combine_swap_float,0,0,1100,100,1100,35780
matrix_mult_combine_swap_float,0,0,1100,100,2100,60151
matrix_mult_combine_swap_float,0,0,1100,100,3100,88222
matrix_mult_combine_swap_float,0,0,1100,100,4100,109422
matrix_mult_combine_swap_float,0,0,1100,100,5100,135236
matrix_mult_combine_swap_float,0,0,1100,100,6100,159836
matrix_mult_combine_swap_float,0,0,1100,1100,100,37648
matrix_mult_combine_swap_float,0,0,1100,1100,1100,452017
matrix_mult_combine_swap_float,0,0,1100,1100,2100,618474
matrix_mult_combine_swap_float,0,0,1100,1100,3100,916536
matrix_mult_combine_swap_float,0,0,1100,1100,4100,1211283
matrix_mult_combine_swap_float,0,0,1100,1100,5100,1513071
matrix_mult_combine_swap_float,0,0,1100,1100,6100,1810936
matrix_mult_combine_swap_float,0,0,1100,2100,100,57499
matrix_mult_combine_swap_float,0,0,1100,2100,1100,966115
matrix_mult_combine_swap_float,0,0,1100,2100,2100,1638233
matrix_mult_combine_swap_float,0,0,1100,2100,3100,1972659
matrix_mult_combine_swap_float,0,0,1100,2100,4100,2562942
matrix_mult_combine_swap_float,0,0,1100,2100,5100,3846226
matrix_mult_combine_swap_float,0,0,1100,2100,6100,4613208
matrix_mult_combine_swap_float,0,0,1100,3100,100,84776
matrix_mult_combine_swap_float,0,0,1100,3100,1100,1465183
matrix_mult_combine_swap_float,0,0,1100,3100,2100,2674955
matrix_mult_combine_swap_float,0,0,1100,3100,3100,3063037
matrix_mult_combine_swap_float,0,0,1100,3100,4100,3694832
matrix_mult_combine_swap_float,0,0,1100,3100,5100,6380341
matrix_mult_combine_swap_float,0,0,1100,3100,6100,7616674
matrix_mult_combine_swap_float,0,0,1100,4100,100,112189
matrix_mult_combine_swap_float,0,0,1100,4100,1100,1905021
matrix_mult_combine_swap_float,0,0,1100,4100,2100,3523809
matrix_mult_combine_swap_float,0,0,1100,4100,3100,4171707
matrix_mult_combine_swap_float,0,0,1100,4100,4100,5132478
matrix_mult_combine_swap_float,0,0,1100,4100,5100,8420938
matrix_mult_combine_swap_float,0,0,1100,4100,6100,10010969
matrix_mult_combine_swap_float,0,0,1100,5100,100,165912
matrix_mult_combine_swap_float,0,0,1100,5100,1100,2394670
matrix_mult_combine_swap_float,0,0,1100,5100,2100,4368668
matrix_mult_combine_swap_float,0,0,1100,5100,3100,5373106
matrix_mult_combine_swap_float,0,0,1100,5100,4100,6621337
matrix_mult_combine_swap_float,0,0,1100,5100,5100,10601362
matrix_mult_combine_swap_float,0,0,1100,5100,6100,12453629
matrix_mult_combine_swap_float,0,0,1100,6100,100,268899
matrix_mult_combine_swap_float,0,0,1100,6100,1100,2836104
matrix_mult_combine_swap_float,0,0,1100,6100,2100,5205177
matrix_mult_combine_swap_float,0,0,1100,6100,3100,6637603
matrix_mult_combine_swap_float,0,0,1100,6100,4100,8476559
matrix_mult_combine_swap_float,0,0,1100,6100,5100,12462476
matrix_mult_combine_swap_float,0,0,1100,6100,6100,14851744
matrix_mult_combine_swap_float,0,0,2100,100,100,8579
matrix_mult_combine_swap_float,0,0,2100,100,1100,59944
matrix_mult_combine_swap_float,0,0,2100,100,2100,106591
matrix_mult_combine_swap_float,0,0,2100,100,3100,170321
matrix_mult_combine_swap_float,0,0,2100,100,4100,242100
matrix_mult_combine_swap_float,0,0,2100,100,5100,259747
matrix_mult_combine_swap_float,0,0,2100,100,6100,306573
matrix_mult_combine_swap_float,0,0,2100,1100,100,57514
matrix_mult_combine_swap_float,0,0,2100,1100,1100,843156
matrix_mult_combine_swap_float,0,0,2100,1100,2100,1182501
