Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,48,48,4,3,3,48419,0.0484
GPU0,static,1,442368,27648,100,1,1,48,48,4,3,3,56981385,56.9814
GPU1,static,1,442368,27648,100,1,1,48,48,4,3,3,113999941,113.9999
GPU1,dynamic,1,442368,27648,100,1,1,48,48,4,3,3,56989701,56.9897
GPU0,dynamic,1,442368,27648,100,1,1,48,48,4,3,3,57016451,57.0165
GPU0,guided,1,442368,27648,100,1,1,48,48,4,3,3,56986670,56.9867
GPU1,guided,1,442368,27648,100,1,1,48,48,4,3,3,56987359,56.9874
GPU1,static,2,442368,27648,100,1,1,48,48,4,3,3,56979724,56.9797
GPU0,static,2,442368,27648,100,1,1,48,48,4,3,3,56980107,56.9801
GPU0,dynamic,2,442368,27648,100,1,1,48,48,4,3,3,56986294,56.9863
GPU1,dynamic,2,442368,27648,100,1,1,48,48,4,3,3,56989050,56.9890
GPU0,guided,2,442368,27648,100,1,1,48,48,4,3,3,56989266,56.9893
GPU1,guided,2,442368,27648,100,1,1,48,48,4,3,3,56992479,56.9925
GPU0,static,3,442368,27648,100,1,1,48,48,4,3,3,1199516,1.1995
GPU1,static,3,442368,27648,100,1,1,48,48,4,3,3,1201379,1.2014
GPU1,dynamic,3,442368,27648,100,1,1,48,48,4,3,3,1201465,1.2015
GPU0,dynamic,3,442368,27648,100,1,1,48,48,4,3,3,1201580,1.2016
GPU0,guided,3,442368,27648,100,1,1,48,48,4,3,3,1200462,1.2005
GPU1,guided,3,442368,27648,100,1,1,48,48,4,3,3,1201739,1.2017
GPU1,static,4,442368,27648,100,1,1,48,48,4,3,3,25483,0.0255
GPU0,static,4,442368,27648,100,1,1,48,48,4,3,3,27108,0.0271
GPU0,dynamic,4,442368,27648,100,1,1,48,48,4,3,3,25849,0.0258
GPU1,dynamic,4,442368,27648,100,1,1,48,48,4,3,3,25978,0.0260
GPU1,guided,4,442368,27648,100,1,1,48,48,4,3,3,25475,0.0255
GPU0,guided,4,442368,27648,100,1,1,48,48,4,3,3,26672,0.0267
