Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,1,96,2,3,3,31856,0.0319
GPU0,static,1,9216,1152,100,1,1,1,96,2,3,3,1232158,1.2322
GPU1,static,1,9216,1152,100,1,1,1,96,2,3,3,2471619,2.4716
GPU1,dynamic,1,9216,1152,100,1,1,1,96,2,3,3,1231717,1.2317
GPU0,dynamic,1,9216,1152,100,1,1,1,96,2,3,3,1232158,1.2322
GPU0,guided,1,9216,1152,100,1,1,1,96,2,3,3,1232445,1.2324
GPU1,guided,1,9216,1152,100,1,1,1,96,2,3,3,1232551,1.2326
GPU0,static,2,9216,1152,100,1,1,1,96,2,3,3,1231739,1.2317
GPU1,static,2,9216,1152,100,1,1,1,96,2,3,3,1231756,1.2318
GPU1,dynamic,2,9216,1152,100,1,1,1,96,2,3,3,1231706,1.2317
GPU0,dynamic,2,9216,1152,100,1,1,1,96,2,3,3,1231984,1.2320
GPU1,guided,2,9216,1152,100,1,1,1,96,2,3,3,1231676,1.2317
GPU0,guided,2,9216,1152,100,1,1,1,96,2,3,3,1232099,1.2321
GPU1,static,3,9216,1152,100,1,1,1,96,2,3,3,1231447,1.2314
GPU0,static,3,9216,1152,100,1,1,1,96,2,3,3,1231879,1.2319
GPU1,dynamic,3,9216,1152,100,1,1,1,96,2,3,3,1231843,1.2318
GPU0,dynamic,3,9216,1152,100,1,1,1,96,2,3,3,1232203,1.2322
GPU1,guided,3,9216,1152,100,1,1,1,96,2,3,3,1231795,1.2318
GPU0,guided,3,9216,1152,100,1,1,1,96,2,3,3,1231997,1.2320
GPU0,static,4,9216,1152,100,1,1,1,96,2,3,3,13083,0.0131
GPU1,static,4,9216,1152,100,1,1,1,96,2,3,3,13116,0.0131
GPU0,dynamic,4,9216,1152,100,1,1,1,96,2,3,3,13049,0.0130
GPU1,dynamic,4,9216,1152,100,1,1,1,96,2,3,3,13082,0.0131
GPU0,guided,4,9216,1152,100,1,1,1,96,2,3,3,13053,0.0131
GPU1,guided,4,9216,1152,100,1,1,1,96,2,3,3,13109,0.0131
