Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,100,1,1,48,16,2,3,3,12836,0.0128
GPU0,static,1,73728,9216,100,1,1,48,16,2,3,3,9852787,9.8528
GPU1,static,1,73728,9216,100,1,1,48,16,2,3,3,19730582,19.7306
GPU1,dynamic,1,73728,9216,100,1,1,48,16,2,3,3,9854003,9.8540
GPU0,dynamic,1,73728,9216,100,1,1,48,16,2,3,3,9867623,9.8676
GPU0,guided,1,73728,9216,100,1,1,48,16,2,3,3,9852608,9.8526
GPU1,guided,1,73728,9216,100,1,1,48,16,2,3,3,9854129,9.8541
GPU0,static,2,73728,9216,100,1,1,48,16,2,3,3,9850909,9.8509
GPU1,static,2,73728,9216,100,1,1,48,16,2,3,3,9852244,9.8522
GPU0,dynamic,2,73728,9216,100,1,1,48,16,2,3,3,9852797,9.8528
GPU1,dynamic,2,73728,9216,100,1,1,48,16,2,3,3,9854051,9.8541
GPU0,guided,2,73728,9216,100,1,1,48,16,2,3,3,9852820,9.8528
GPU1,guided,2,73728,9216,100,1,1,48,16,2,3,3,9853751,9.8538
GPU0,static,3,73728,9216,100,1,1,48,16,2,3,3,207663,0.2077
GPU1,static,3,73728,9216,100,1,1,48,16,2,3,3,208352,0.2084
GPU1,dynamic,3,73728,9216,100,1,1,48,16,2,3,3,207770,0.2078
GPU0,dynamic,3,73728,9216,100,1,1,48,16,2,3,3,207881,0.2079
GPU0,guided,3,73728,9216,100,1,1,48,16,2,3,3,207724,0.2077
GPU1,guided,3,73728,9216,100,1,1,48,16,2,3,3,207924,0.2079
GPU0,static,4,73728,9216,100,1,1,48,16,2,3,3,13543,0.0135
GPU1,static,4,73728,9216,100,1,1,48,16,2,3,3,13763,0.0138
GPU0,dynamic,4,73728,9216,100,1,1,48,16,2,3,3,13663,0.0137
GPU1,dynamic,4,73728,9216,100,1,1,48,16,2,3,3,13737,0.0137
GPU0,guided,4,73728,9216,100,1,1,48,16,2,3,3,13519,0.0135
GPU1,guided,4,73728,9216,100,1,1,48,16,2,3,3,13662,0.0137
