Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,48,16,4,3,3,29411,0.0294
GPU0,static,1,147456,9216,10,1,1,48,16,4,3,3,1903245,1.9032
GPU1,static,1,147456,9216,10,1,1,48,16,4,3,3,3835173,3.8352
GPU1,dynamic,1,147456,9216,10,1,1,48,16,4,3,3,1901469,1.9015
GPU0,dynamic,1,147456,9216,10,1,1,48,16,4,3,3,1901749,1.9017
GPU0,guided,1,147456,9216,10,1,1,48,16,4,3,3,1901553,1.9016
GPU1,guided,1,147456,9216,10,1,1,48,16,4,3,3,1902559,1.9026
GPU0,static,2,147456,9216,10,1,1,48,16,4,3,3,1901748,1.9017
GPU1,static,2,147456,9216,10,1,1,48,16,4,3,3,1902179,1.9022
GPU0,dynamic,2,147456,9216,10,1,1,48,16,4,3,3,1901711,1.9017
GPU1,dynamic,2,147456,9216,10,1,1,48,16,4,3,3,1902069,1.9021
GPU1,guided,2,147456,9216,10,1,1,48,16,4,3,3,1901709,1.9017
GPU0,guided,2,147456,9216,10,1,1,48,16,4,3,3,1901864,1.9019
GPU0,static,3,147456,9216,10,1,1,48,16,4,3,3,40720,0.0407
GPU1,static,3,147456,9216,10,1,1,48,16,4,3,3,40869,0.0409
GPU1,dynamic,3,147456,9216,10,1,1,48,16,4,3,3,40815,0.0408
GPU0,dynamic,3,147456,9216,10,1,1,48,16,4,3,3,40905,0.0409
GPU0,guided,3,147456,9216,10,1,1,48,16,4,3,3,40656,0.0407
GPU1,guided,3,147456,9216,10,1,1,48,16,4,3,3,40791,0.0408
GPU0,static,4,147456,9216,10,1,1,48,16,4,3,3,3258,0.0033
GPU1,static,4,147456,9216,10,1,1,48,16,4,3,3,3330,0.0033
GPU0,dynamic,4,147456,9216,10,1,1,48,16,4,3,3,3226,0.0032
GPU1,dynamic,4,147456,9216,10,1,1,48,16,4,3,3,3346,0.0033
GPU0,guided,4,147456,9216,10,1,1,48,16,4,3,3,3214,0.0032
GPU1,guided,4,147456,9216,10,1,1,48,16,4,3,3,3329,0.0033
