Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,32,64,4,3,3,440609,0.4406
GPU0,static,1,393216,24576,1000,1,1,32,64,4,3,3,506550027,506.5500
GPU1,static,1,393216,24576,1000,1,1,32,64,4,3,3,1013043154,1013.0432
GPU1,dynamic,1,393216,24576,1000,1,1,32,64,4,3,3,506496317,506.4963
GPU0,dynamic,1,393216,24576,1000,1,1,32,64,4,3,3,506575537,506.5755
GPU1,guided,1,393216,24576,1000,1,1,32,64,4,3,3,506494111,506.4941
GPU0,guided,1,393216,24576,1000,1,1,32,64,4,3,3,506604793,506.6048
GPU1,static,2,393216,24576,1000,1,1,32,64,4,3,3,506453366,506.4534
GPU0,static,2,393216,24576,1000,1,1,32,64,4,3,3,506585293,506.5853
GPU1,dynamic,2,393216,24576,1000,1,1,32,64,4,3,3,506503133,506.5031
GPU0,dynamic,2,393216,24576,1000,1,1,32,64,4,3,3,506652031,506.6520
GPU1,guided,2,393216,24576,1000,1,1,32,64,4,3,3,506486110,506.4861
GPU0,guided,2,393216,24576,1000,1,1,32,64,4,3,3,506629987,506.6300
GPU1,static,3,393216,24576,1000,1,1,32,64,4,3,3,15954134,15.9541
GPU0,static,3,393216,24576,1000,1,1,32,64,4,3,3,15956257,15.9563
GPU1,dynamic,3,393216,24576,1000,1,1,32,64,4,3,3,15960431,15.9604
GPU0,dynamic,3,393216,24576,1000,1,1,32,64,4,3,3,15965987,15.9660
GPU1,guided,3,393216,24576,1000,1,1,32,64,4,3,3,15958862,15.9589
GPU0,guided,3,393216,24576,1000,1,1,32,64,4,3,3,15964058,15.9641
GPU1,static,4,393216,24576,1000,1,1,32,64,4,3,3,249323,0.2493
GPU0,static,4,393216,24576,1000,1,1,32,64,4,3,3,252540,0.2525
GPU1,dynamic,4,393216,24576,1000,1,1,32,64,4,3,3,249267,0.2493
GPU0,dynamic,4,393216,24576,1000,1,1,32,64,4,3,3,258837,0.2588
GPU1,guided,4,393216,24576,1000,1,1,32,64,4,3,3,249266,0.2493
GPU0,guided,4,393216,24576,1000,1,1,32,64,4,3,3,258650,0.2586
