Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,16,48,4,3,3,198205,0.1982
GPU0,static,1,147456,9216,1000,1,1,16,48,4,3,3,189932781,189.9328
GPU1,static,1,147456,9216,1000,1,1,16,48,4,3,3,379880512,379.8805
GPU1,dynamic,1,147456,9216,1000,1,1,16,48,4,3,3,189937813,189.9378
GPU0,dynamic,1,147456,9216,1000,1,1,16,48,4,3,3,189966142,189.9661
GPU1,guided,1,147456,9216,1000,1,1,16,48,4,3,3,189937696,189.9377
GPU0,guided,1,147456,9216,1000,1,1,16,48,4,3,3,189967836,189.9678
GPU1,static,2,147456,9216,1000,1,1,16,48,4,3,3,189915988,189.9160
GPU0,static,2,147456,9216,1000,1,1,16,48,4,3,3,189944357,189.9444
GPU1,dynamic,2,147456,9216,1000,1,1,16,48,4,3,3,189936174,189.9362
GPU0,dynamic,2,147456,9216,1000,1,1,16,48,4,3,3,189958299,189.9583
GPU1,guided,2,147456,9216,1000,1,1,16,48,4,3,3,189937826,189.9378
GPU0,guided,2,147456,9216,1000,1,1,16,48,4,3,3,189950302,189.9503
GPU1,static,3,147456,9216,1000,1,1,16,48,4,3,3,11917185,11.9172
GPU0,static,3,147456,9216,1000,1,1,16,48,4,3,3,11918645,11.9186
GPU1,dynamic,3,147456,9216,1000,1,1,16,48,4,3,3,11921905,11.9219
GPU0,dynamic,3,147456,9216,1000,1,1,16,48,4,3,3,11923015,11.9230
GPU1,guided,3,147456,9216,1000,1,1,16,48,4,3,3,11921634,11.9216
GPU0,guided,3,147456,9216,1000,1,1,16,48,4,3,3,11922985,11.9230
GPU1,static,4,147456,9216,1000,1,1,16,48,4,3,3,249650,0.2497
GPU0,static,4,147456,9216,1000,1,1,16,48,4,3,3,250063,0.2501
GPU1,dynamic,4,147456,9216,1000,1,1,16,48,4,3,3,249462,0.2495
GPU0,dynamic,4,147456,9216,1000,1,1,16,48,4,3,3,250335,0.2503
GPU1,guided,4,147456,9216,1000,1,1,16,48,4,3,3,249413,0.2494
GPU0,guided,4,147456,9216,1000,1,1,16,48,4,3,3,250104,0.2501
