Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,1,16,2,3,3,39798,0.0398
GPU0,static,1,1536,192,10,1,1,1,16,2,3,3,21203,0.0212
GPU1,static,1,1536,192,10,1,1,1,16,2,3,3,81334,0.0813
GPU1,dynamic,1,1536,192,10,1,1,1,16,2,3,3,20761,0.0208
GPU0,dynamic,1,1536,192,10,1,1,1,16,2,3,3,20811,0.0208
GPU1,guided,1,1536,192,10,1,1,1,16,2,3,3,20722,0.0207
GPU0,guided,1,1536,192,10,1,1,1,16,2,3,3,20727,0.0207
GPU1,static,2,1536,192,10,1,1,1,16,2,3,3,20703,0.0207
GPU0,static,2,1536,192,10,1,1,1,16,2,3,3,20708,0.0207
GPU1,dynamic,2,1536,192,10,1,1,1,16,2,3,3,20728,0.0207
GPU0,dynamic,2,1536,192,10,1,1,1,16,2,3,3,20729,0.0207
GPU1,guided,2,1536,192,10,1,1,1,16,2,3,3,20714,0.0207
GPU0,guided,2,1536,192,10,1,1,1,16,2,3,3,20720,0.0207
GPU1,static,3,1536,192,10,1,1,1,16,2,3,3,20685,0.0207
GPU0,static,3,1536,192,10,1,1,1,16,2,3,3,20696,0.0207
GPU0,dynamic,3,1536,192,10,1,1,1,16,2,3,3,20729,0.0207
GPU1,dynamic,3,1536,192,10,1,1,1,16,2,3,3,20736,0.0207
GPU1,guided,3,1536,192,10,1,1,1,16,2,3,3,20726,0.0207
GPU0,guided,3,1536,192,10,1,1,1,16,2,3,3,20737,0.0207
GPU0,static,4,1536,192,10,1,1,1,16,2,3,3,1447,0.0014
GPU1,static,4,1536,192,10,1,1,1,16,2,3,3,1451,0.0015
GPU1,dynamic,4,1536,192,10,1,1,1,16,2,3,3,1487,0.0015
GPU0,dynamic,4,1536,192,10,1,1,1,16,2,3,3,1491,0.0015
GPU1,guided,4,1536,192,10,1,1,1,16,2,3,3,1483,0.0015
GPU0,guided,4,1536,192,10,1,1,1,16,2,3,3,1490,0.0015
