Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,80,48,4,3,3,725064,0.7251
GPU0,static,1,737280,46080,1000,1,1,80,48,4,3,3,949545867,949.5459
GPU1,static,1,737280,46080,1000,1,1,80,48,4,3,3,1899240763,1899.2408
GPU0,dynamic,1,737280,46080,1000,1,1,80,48,4,3,3,949677417,949.6774
GPU1,dynamic,1,737280,46080,1000,1,1,80,48,4,3,3,949987074,949.9871
GPU0,guided,1,737280,46080,1000,1,1,80,48,4,3,3,949650077,949.6501
GPU1,guided,1,737280,46080,1000,1,1,80,48,4,3,3,949862766,949.8628
GPU0,static,2,737280,46080,1000,1,1,80,48,4,3,3,949609116,949.6091
GPU1,static,2,737280,46080,1000,1,1,80,48,4,3,3,949734027,949.7340
GPU0,dynamic,2,737280,46080,1000,1,1,80,48,4,3,3,949672748,949.6727
GPU1,dynamic,2,737280,46080,1000,1,1,80,48,4,3,3,949871316,949.8713
GPU0,guided,2,737280,46080,1000,1,1,80,48,4,3,3,949660479,949.6605
GPU1,guided,2,737280,46080,1000,1,1,80,48,4,3,3,949843773,949.8438
GPU1,static,3,737280,46080,1000,1,1,80,48,4,3,3,12077324,12.0773
GPU0,static,3,737280,46080,1000,1,1,80,48,4,3,3,12079590,12.0796
GPU1,dynamic,3,737280,46080,1000,1,1,80,48,4,3,3,12064769,12.0648
GPU0,dynamic,3,737280,46080,1000,1,1,80,48,4,3,3,12110454,12.1105
GPU1,guided,3,737280,46080,1000,1,1,80,48,4,3,3,12067038,12.0670
GPU0,guided,3,737280,46080,1000,1,1,80,48,4,3,3,12093680,12.0937
GPU0,static,4,737280,46080,1000,1,1,80,48,4,3,3,251461,0.2515
GPU1,static,4,737280,46080,1000,1,1,80,48,4,3,3,254907,0.2549
GPU0,dynamic,4,737280,46080,1000,1,1,80,48,4,3,3,250773,0.2508
GPU1,dynamic,4,737280,46080,1000,1,1,80,48,4,3,3,254196,0.2542
GPU0,guided,4,737280,46080,1000,1,1,80,48,4,3,3,250497,0.2505
GPU1,guided,4,737280,46080,1000,1,1,80,48,4,3,3,252743,0.2527
