Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,10,1,1,48,64,4,3,3,26456,0.0265
GPU0,static,1,589824,36864,10,1,1,48,64,4,3,3,7604144,7.6041
GPU1,static,1,589824,36864,10,1,1,48,64,4,3,3,15234197,15.2342
GPU1,dynamic,1,589824,36864,10,1,1,48,64,4,3,3,7604490,7.6045
GPU0,dynamic,1,589824,36864,10,1,1,48,64,4,3,3,7624319,7.6243
GPU0,guided,1,589824,36864,10,1,1,48,64,4,3,3,7603040,7.6030
GPU1,guided,1,589824,36864,10,1,1,48,64,4,3,3,7604039,7.6040
GPU0,static,2,589824,36864,10,1,1,48,64,4,3,3,7602277,7.6023
GPU1,static,2,589824,36864,10,1,1,48,64,4,3,3,7603981,7.6040
GPU0,dynamic,2,589824,36864,10,1,1,48,64,4,3,3,7603251,7.6033
GPU1,dynamic,2,589824,36864,10,1,1,48,64,4,3,3,7605400,7.6054
GPU0,guided,2,589824,36864,10,1,1,48,64,4,3,3,7603160,7.6032
GPU1,guided,2,589824,36864,10,1,1,48,64,4,3,3,7605769,7.6058
GPU0,static,3,589824,36864,10,1,1,48,64,4,3,3,161016,0.1610
GPU1,static,3,589824,36864,10,1,1,48,64,4,3,3,161150,0.1611
GPU0,dynamic,3,589824,36864,10,1,1,48,64,4,3,3,160802,0.1608
GPU1,dynamic,3,589824,36864,10,1,1,48,64,4,3,3,160930,0.1609
GPU0,guided,3,589824,36864,10,1,1,48,64,4,3,3,160756,0.1608
GPU1,guided,3,589824,36864,10,1,1,48,64,4,3,3,161317,0.1613
GPU0,static,4,589824,36864,10,1,1,48,64,4,3,3,3284,0.0033
GPU1,static,4,589824,36864,10,1,1,48,64,4,3,3,3349,0.0033
GPU0,dynamic,4,589824,36864,10,1,1,48,64,4,3,3,3243,0.0032
GPU1,dynamic,4,589824,36864,10,1,1,48,64,4,3,3,3311,0.0033
GPU0,guided,4,589824,36864,10,1,1,48,64,4,3,3,3224,0.0032
GPU1,guided,4,589824,36864,10,1,1,48,64,4,3,3,3288,0.0033
