Device,scheduling,collapse,mem_to,mem_from,COUNT,LA,LB,LC,LD,LE,M,N,runtime(us),runtime(s)
CPU,0,0,1000,1,1,80,32,4,3,3,487233,0.4872
GPU0,static,1,491520,30720,1000,1,1,80,32,4,3,3,633111787,633.1118
GPU1,static,1,491520,30720,1000,1,1,80,32,4,3,3,1266248331,1266.2483
GPU1,dynamic,1,491520,30720,1000,1,1,80,32,4,3,3,633162963,633.1630
GPU0,dynamic,1,491520,30720,1000,1,1,80,32,4,3,3,633190701,633.1907
GPU0,guided,1,491520,30720,1000,1,1,80,32,4,3,3,633162722,633.1627
GPU1,guided,1,491520,30720,1000,1,1,80,32,4,3,3,633165984,633.1660
GPU0,static,2,491520,30720,1000,1,1,80,32,4,3,3,633091975,633.0920
GPU1,static,2,491520,30720,1000,1,1,80,32,4,3,3,633092184,633.0922
GPU1,dynamic,2,491520,30720,1000,1,1,80,32,4,3,3,633141481,633.1415
GPU0,dynamic,2,491520,30720,1000,1,1,80,32,4,3,3,633145010,633.1450
GPU1,guided,2,491520,30720,1000,1,1,80,32,4,3,3,633182940,633.1829
GPU0,guided,2,491520,30720,1000,1,1,80,32,4,3,3,633182927,633.1829
GPU0,static,3,491520,30720,1000,1,1,80,32,4,3,3,8019357,8.0194
GPU1,static,3,491520,30720,1000,1,1,80,32,4,3,3,8023323,8.0233
GPU1,dynamic,3,491520,30720,1000,1,1,80,32,4,3,3,8013913,8.0139
GPU0,dynamic,3,491520,30720,1000,1,1,80,32,4,3,3,8021037,8.0210
GPU0,guided,3,491520,30720,1000,1,1,80,32,4,3,3,8005644,8.0056
GPU1,guided,3,491520,30720,1000,1,1,80,32,4,3,3,8012027,8.0120
GPU1,static,4,491520,30720,1000,1,1,80,32,4,3,3,249709,0.2497
GPU0,static,4,491520,30720,1000,1,1,80,32,4,3,3,251341,0.2513
GPU0,dynamic,4,491520,30720,1000,1,1,80,32,4,3,3,249230,0.2492
GPU1,dynamic,4,491520,30720,1000,1,1,80,32,4,3,3,251577,0.2516
GPU1,guided,4,491520,30720,1000,1,1,80,32,4,3,3,249327,0.2493
GPU0,guided,4,491520,30720,1000,1,1,80,32,4,3,3,251112,0.2511
