Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,96,48,282390
GPU4,static,1,2851028544,339738624,16,96,96,48,3744014
GPU5,static,1,2851028544,339738624,16,96,96,48,3782464
GPU1,static,1,2851028544,339738624,16,96,96,48,4058946
GPU3,static,1,2851028544,339738624,16,96,96,48,4114379
GPU2,static,1,2851028544,339738624,16,96,96,48,4118426
GPU0,static,1,2851028544,339738624,16,96,96,48,4353569
GPU5,static,2,2851028544,339738624,16,96,96,48,1938594
GPU4,static,2,2851028544,339738624,16,96,96,48,1943492
GPU2,static,2,2851028544,339738624,16,96,96,48,2303644
GPU3,static,2,2851028544,339738624,16,96,96,48,2305841
GPU1,static,2,2851028544,339738624,16,96,96,48,2309126
GPU0,static,2,2851028544,339738624,16,96,96,48,2313700
GPU4,static,3,2851028544,339738624,16,96,96,48,1957439
GPU5,static,3,2851028544,339738624,16,96,96,48,1963003
GPU0,static,3,2851028544,339738624,16,96,96,48,2376819
GPU1,static,3,2851028544,339738624,16,96,96,48,2378990
GPU3,static,3,2851028544,339738624,16,96,96,48,2382383
GPU2,static,3,2851028544,339738624,16,96,96,48,2386846
GPU5,static,4,2851028544,339738624,16,96,96,48,1837897
GPU4,static,4,2851028544,339738624,16,96,96,48,1843600
GPU2,static,4,2851028544,339738624,16,96,96,48,2262848
GPU3,static,4,2851028544,339738624,16,96,96,48,2265071
GPU0,static,4,2851028544,339738624,16,96,96,48,2268449
GPU1,static,4,2851028544,339738624,16,96,96,48,2272940
GPU4,dynamic,1,2851028544,339738624,16,96,96,48,3708023
GPU5,dynamic,1,2851028544,339738624,16,96,96,48,3723493
GPU1,dynamic,1,2851028544,339738624,16,96,96,48,4044893
GPU2,dynamic,1,2851028544,339738624,16,96,96,48,4067549
GPU3,dynamic,1,2851028544,339738624,16,96,96,48,4091549
GPU0,dynamic,1,2851028544,339738624,16,96,96,48,4302244
GPU4,dynamic,2,2851028544,339738624,16,96,96,48,2013912
GPU5,dynamic,2,2851028544,339738624,16,96,96,48,2019359
GPU2,dynamic,2,2851028544,339738624,16,96,96,48,2300790
GPU3,dynamic,2,2851028544,339738624,16,96,96,48,2302965
GPU1,dynamic,2,2851028544,339738624,16,96,96,48,2306255
GPU0,dynamic,2,2851028544,339738624,16,96,96,48,2310866
GPU4,dynamic,3,2851028544,339738624,16,96,96,48,2021176
GPU5,dynamic,3,2851028544,339738624,16,96,96,48,2026946
GPU2,dynamic,3,2851028544,339738624,16,96,96,48,2373848
GPU1,dynamic,3,2851028544,339738624,16,96,96,48,2386742
GPU3,dynamic,3,2851028544,339738624,16,96,96,48,2389844
GPU0,dynamic,3,2851028544,339738624,16,96,96,48,2394638
GPU4,dynamic,4,2851028544,339738624,16,96,96,48,1893745
GPU5,dynamic,4,2851028544,339738624,16,96,96,48,1899128
GPU2,dynamic,4,2851028544,339738624,16,96,96,48,2343228
GPU3,dynamic,4,2851028544,339738624,16,96,96,48,2345406
GPU1,dynamic,4,2851028544,339738624,16,96,96,48,2348705
GPU0,dynamic,4,2851028544,339738624,16,96,96,48,2353270
GPU4,guided,1,2851028544,339738624,16,96,96,48,3670114
GPU5,guided,1,2851028544,339738624,16,96,96,48,3685833
GPU1,guided,1,2851028544,339738624,16,96,96,48,4091416
GPU2,guided,1,2851028544,339738624,16,96,96,48,4144242
GPU3,guided,1,2851028544,339738624,16,96,96,48,4148237
GPU0,guided,1,2851028544,339738624,16,96,96,48,4362066
GPU4,guided,2,2851028544,339738624,16,96,96,48,1957335
GPU5,guided,2,2851028544,339738624,16,96,96,48,1962745
GPU1,guided,2,2851028544,339738624,16,96,96,48,2399534
GPU3,guided,2,2851028544,339738624,16,96,96,48,2401917
GPU2,guided,2,2851028544,339738624,16,96,96,48,2405223
GPU0,guided,2,2851028544,339738624,16,96,96,48,2409757
GPU4,guided,3,2851028544,339738624,16,96,96,48,1980651
GPU5,guided,3,2851028544,339738624,16,96,96,48,1985981
GPU2,guided,3,2851028544,339738624,16,96,96,48,2330715
GPU1,guided,3,2851028544,339738624,16,96,96,48,2343450
GPU3,guided,3,2851028544,339738624,16,96,96,48,2346531
GPU0,guided,3,2851028544,339738624,16,96,96,48,2351340
GPU4,guided,4,2851028544,339738624,16,96,96,48,1848240
GPU5,guided,4,2851028544,339738624,16,96,96,48,1853386
GPU2,guided,4,2851028544,339738624,16,96,96,48,2167477
GPU0,guided,4,2851028544,339738624,16,96,96,48,2169695
GPU1,guided,4,2851028544,339738624,16,96,96,48,2172386
GPU3,guided,4,2851028544,339738624,16,96,96,48,2176667
