Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,16,16,96,25768
GPU4,static,1,482928192,56623104,48,16,16,96,591499
GPU5,static,1,482928192,56623104,48,16,16,96,623579
GPU1,static,1,482928192,56623104,48,16,16,96,624796
GPU3,static,1,482928192,56623104,48,16,16,96,629500
GPU2,static,1,482928192,56623104,48,16,16,96,666116
GPU0,static,1,482928192,56623104,48,16,16,96,667681
GPU4,static,2,482928192,56623104,48,16,16,96,349247
GPU5,static,2,482928192,56623104,48,16,16,96,349833
GPU2,static,2,482928192,56623104,48,16,16,96,389408
GPU1,static,2,482928192,56623104,48,16,16,96,392290
GPU3,static,2,482928192,56623104,48,16,16,96,393045
GPU0,static,2,482928192,56623104,48,16,16,96,394569
GPU5,static,3,482928192,56623104,48,16,16,96,378998
GPU4,static,3,482928192,56623104,48,16,16,96,379868
GPU2,static,3,482928192,56623104,48,16,16,96,411804
GPU3,static,3,482928192,56623104,48,16,16,96,416658
GPU1,static,3,482928192,56623104,48,16,16,96,417973
GPU0,static,3,482928192,56623104,48,16,16,96,419322
GPU5,static,4,482928192,56623104,48,16,16,96,378941
GPU4,static,4,482928192,56623104,48,16,16,96,382605
GPU3,static,4,482928192,56623104,48,16,16,96,421362
GPU2,static,4,482928192,56623104,48,16,16,96,421975
GPU0,static,4,482928192,56623104,48,16,16,96,423013
GPU1,static,4,482928192,56623104,48,16,16,96,424159
GPU4,dynamic,1,482928192,56623104,48,16,16,96,553745
GPU5,dynamic,1,482928192,56623104,48,16,16,96,554323
GPU1,dynamic,1,482928192,56623104,48,16,16,96,589997
GPU2,dynamic,1,482928192,56623104,48,16,16,96,595162
GPU3,dynamic,1,482928192,56623104,48,16,16,96,600892
GPU0,dynamic,1,482928192,56623104,48,16,16,96,639632
GPU4,dynamic,2,482928192,56623104,48,16,16,96,373131
GPU5,dynamic,2,482928192,56623104,48,16,16,96,373724
GPU3,dynamic,2,482928192,56623104,48,16,16,96,415502
GPU1,dynamic,2,482928192,56623104,48,16,16,96,418388
GPU2,dynamic,2,482928192,56623104,48,16,16,96,419162
GPU0,dynamic,2,482928192,56623104,48,16,16,96,420685
GPU4,dynamic,3,482928192,56623104,48,16,16,96,376152
GPU5,dynamic,3,482928192,56623104,48,16,16,96,377325
GPU1,dynamic,3,482928192,56623104,48,16,16,96,412355
GPU3,dynamic,3,482928192,56623104,48,16,16,96,415256
GPU2,dynamic,3,482928192,56623104,48,16,16,96,416056
GPU0,dynamic,3,482928192,56623104,48,16,16,96,417638
GPU4,dynamic,4,482928192,56623104,48,16,16,96,377387
GPU5,dynamic,4,482928192,56623104,48,16,16,96,378280
GPU3,dynamic,4,482928192,56623104,48,16,16,96,415030
GPU2,dynamic,4,482928192,56623104,48,16,16,96,415640
GPU1,dynamic,4,482928192,56623104,48,16,16,96,416581
GPU0,dynamic,4,482928192,56623104,48,16,16,96,417866
GPU4,guided,1,482928192,56623104,48,16,16,96,553359
GPU5,guided,1,482928192,56623104,48,16,16,96,556147
GPU1,guided,1,482928192,56623104,48,16,16,96,595072
GPU2,guided,1,482928192,56623104,48,16,16,96,600519
GPU3,guided,1,482928192,56623104,48,16,16,96,606558
GPU0,guided,1,482928192,56623104,48,16,16,96,634803
GPU5,guided,2,482928192,56623104,48,16,16,96,367531
GPU4,guided,2,482928192,56623104,48,16,16,96,368110
GPU1,guided,2,482928192,56623104,48,16,16,96,408629
GPU2,guided,2,482928192,56623104,48,16,16,96,411526
GPU3,guided,2,482928192,56623104,48,16,16,96,412280
GPU0,guided,2,482928192,56623104,48,16,16,96,413812
GPU4,guided,3,482928192,56623104,48,16,16,96,368492
GPU5,guided,3,482928192,56623104,48,16,16,96,369234
GPU2,guided,3,482928192,56623104,48,16,16,96,392290
GPU3,guided,3,482928192,56623104,48,16,16,96,399659
GPU0,guided,3,482928192,56623104,48,16,16,96,400735
GPU1,guided,3,482928192,56623104,48,16,16,96,401903
GPU5,guided,4,482928192,56623104,48,16,16,96,377987
GPU4,guided,4,482928192,56623104,48,16,16,96,378570
GPU2,guided,4,482928192,56623104,48,16,16,96,409132
GPU1,guided,4,482928192,56623104,48,16,16,96,414004
GPU0,guided,4,482928192,56623104,48,16,16,96,415385
GPU3,guided,4,482928192,56623104,48,16,16,96,416505
