Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,16,16,16,10204
GPU3,static,1,31067712,3145728,16,16,16,16,75567
GPU1,static,1,31067712,3145728,16,16,16,16,78062
GPU0,static,1,31067712,3145728,16,16,16,16,82982
GPU2,static,1,31067712,3145728,16,16,16,16,84174
GPU4,static,1,31067712,3145728,16,16,16,16,85240
GPU5,static,1,31067712,3145728,16,16,16,16,87393
GPU1,static,2,31067712,3145728,16,16,16,16,33716
GPU2,static,2,31067712,3145728,16,16,16,16,37459
GPU3,static,2,31067712,3145728,16,16,16,16,41198
GPU0,static,2,31067712,3145728,16,16,16,16,42818
GPU4,static,2,31067712,3145728,16,16,16,16,43613
GPU5,static,2,31067712,3145728,16,16,16,16,45278
GPU1,static,3,31067712,3145728,16,16,16,16,32850
GPU2,static,3,31067712,3145728,16,16,16,16,37281
GPU3,static,3,31067712,3145728,16,16,16,16,37730
GPU0,static,3,31067712,3145728,16,16,16,16,38159
GPU4,static,3,31067712,3145728,16,16,16,16,39056
GPU5,static,3,31067712,3145728,16,16,16,16,39948
GPU1,static,4,31067712,3145728,16,16,16,16,33984
GPU2,static,4,31067712,3145728,16,16,16,16,35831
GPU3,static,4,31067712,3145728,16,16,16,16,36994
GPU0,static,4,31067712,3145728,16,16,16,16,37573
GPU4,static,4,31067712,3145728,16,16,16,16,39862
GPU5,static,4,31067712,3145728,16,16,16,16,40469
GPU1,dynamic,1,31067712,3145728,16,16,16,16,71015
GPU2,dynamic,1,31067712,3145728,16,16,16,16,80176
GPU3,dynamic,1,31067712,3145728,16,16,16,16,82141
GPU0,dynamic,1,31067712,3145728,16,16,16,16,83265
GPU4,dynamic,1,31067712,3145728,16,16,16,16,83777
GPU5,dynamic,1,31067712,3145728,16,16,16,16,85955
GPU1,dynamic,2,31067712,3145728,16,16,16,16,33709
GPU3,dynamic,2,31067712,3145728,16,16,16,16,38160
GPU0,dynamic,2,31067712,3145728,16,16,16,16,39546
GPU2,dynamic,2,31067712,3145728,16,16,16,16,42635
GPU4,dynamic,2,31067712,3145728,16,16,16,16,43428
GPU5,dynamic,2,31067712,3145728,16,16,16,16,45090
GPU2,dynamic,3,31067712,3145728,16,16,16,16,33314
GPU1,dynamic,3,31067712,3145728,16,16,16,16,35299
GPU3,dynamic,3,31067712,3145728,16,16,16,16,36917
GPU0,dynamic,3,31067712,3145728,16,16,16,16,38318
GPU5,dynamic,3,31067712,3145728,16,16,16,16,39379
GPU4,dynamic,3,31067712,3145728,16,16,16,16,39968
GPU0,dynamic,4,31067712,3145728,16,16,16,16,33590
GPU2,dynamic,4,31067712,3145728,16,16,16,16,34655
GPU1,dynamic,4,31067712,3145728,16,16,16,16,37716
GPU3,dynamic,4,31067712,3145728,16,16,16,16,38713
GPU5,dynamic,4,31067712,3145728,16,16,16,16,39957
GPU4,dynamic,4,31067712,3145728,16,16,16,16,40535
GPU1,guided,1,31067712,3145728,16,16,16,16,70936
GPU2,guided,1,31067712,3145728,16,16,16,16,79842
GPU3,guided,1,31067712,3145728,16,16,16,16,82904
GPU0,guided,1,31067712,3145728,16,16,16,16,83435
GPU4,guided,1,31067712,3145728,16,16,16,16,84130
GPU5,guided,1,31067712,3145728,16,16,16,16,86292
GPU1,guided,2,31067712,3145728,16,16,16,16,36436
GPU0,guided,2,31067712,3145728,16,16,16,16,39306
GPU2,guided,2,31067712,3145728,16,16,16,16,41233
GPU3,guided,2,31067712,3145728,16,16,16,16,42810
GPU4,guided,2,31067712,3145728,16,16,16,16,44101
GPU5,guided,2,31067712,3145728,16,16,16,16,44714
GPU2,guided,3,31067712,3145728,16,16,16,16,33569
GPU0,guided,3,31067712,3145728,16,16,16,16,35850
GPU1,guided,3,31067712,3145728,16,16,16,16,36659
GPU3,guided,3,31067712,3145728,16,16,16,16,37209
GPU4,guided,3,31067712,3145728,16,16,16,16,39102
GPU5,guided,3,31067712,3145728,16,16,16,16,39723
GPU1,guided,4,31067712,3145728,16,16,16,16,32755
GPU2,guided,4,31067712,3145728,16,16,16,16,33820
GPU3,guided,4,31067712,3145728,16,16,16,16,37144
GPU0,guided,4,31067712,3145728,16,16,16,16,38512
GPU4,guided,4,31067712,3145728,16,16,16,16,39596
GPU5,guided,4,31067712,3145728,16,16,16,16,40206
