Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,96,48,48,48,287324
GPU5,static,1,3920525376,509607936,96,48,48,48,4813480
GPU4,static,1,3920525376,509607936,96,48,48,48,4860999
GPU1,static,1,3920525376,509607936,96,48,48,48,5085890
GPU0,static,1,3920525376,509607936,96,48,48,48,5092424
GPU3,static,1,3920525376,509607936,96,48,48,48,5130234
GPU2,static,1,3920525376,509607936,96,48,48,48,5134945
GPU4,static,2,3920525376,509607936,96,48,48,48,2035110
GPU5,static,2,3920525376,509607936,96,48,48,48,2040191
GPU3,static,2,3920525376,509607936,96,48,48,48,2422224
GPU0,static,2,3920525376,509607936,96,48,48,48,2424546
GPU2,static,2,3920525376,509607936,96,48,48,48,2428014
GPU1,static,2,3920525376,509607936,96,48,48,48,2432299
GPU5,static,3,3920525376,509607936,96,48,48,48,1987245
GPU4,static,3,3920525376,509607936,96,48,48,48,1992017
GPU0,static,3,3920525376,509607936,96,48,48,48,2397481
GPU1,static,3,3920525376,509607936,96,48,48,48,2399799
GPU3,static,3,3920525376,509607936,96,48,48,48,2402978
GPU2,static,3,3920525376,509607936,96,48,48,48,2407574
GPU4,static,4,3920525376,509607936,96,48,48,48,2033560
GPU5,static,4,3920525376,509607936,96,48,48,48,2038297
GPU1,static,4,3920525376,509607936,96,48,48,48,2358108
GPU2,static,4,3920525376,509607936,96,48,48,48,2360644
GPU0,static,4,3920525376,509607936,96,48,48,48,2363876
GPU3,static,4,3920525376,509607936,96,48,48,48,2368249
GPU5,dynamic,1,3920525376,509607936,96,48,48,48,4595185
GPU4,dynamic,1,3920525376,509607936,96,48,48,48,4610829
GPU0,dynamic,1,3920525376,509607936,96,48,48,48,4965496
GPU1,dynamic,1,3920525376,509607936,96,48,48,48,5005831
GPU3,dynamic,1,3920525376,509607936,96,48,48,48,5009084
GPU2,dynamic,1,3920525376,509607936,96,48,48,48,5013642
GPU4,dynamic,2,3920525376,509607936,96,48,48,48,2084607
GPU5,dynamic,2,3920525376,509607936,96,48,48,48,2087101
GPU1,dynamic,2,3920525376,509607936,96,48,48,48,2289202
GPU3,dynamic,2,3920525376,509607936,96,48,48,48,2291524
GPU0,dynamic,2,3920525376,509607936,96,48,48,48,2294977
GPU2,dynamic,2,3920525376,509607936,96,48,48,48,2299514
GPU5,dynamic,3,3920525376,509607936,96,48,48,48,2054261
GPU4,dynamic,3,3920525376,509607936,96,48,48,48,2058787
GPU2,dynamic,3,3920525376,509607936,96,48,48,48,2399073
GPU1,dynamic,3,3920525376,509607936,96,48,48,48,2401383
GPU0,dynamic,3,3920525376,509607936,96,48,48,48,2404568
GPU3,dynamic,3,3920525376,509607936,96,48,48,48,2408911
GPU5,dynamic,4,3920525376,509607936,96,48,48,48,1951676
GPU4,dynamic,4,3920525376,509607936,96,48,48,48,1956543
GPU1,dynamic,4,3920525376,509607936,96,48,48,48,2368710
GPU0,dynamic,4,3920525376,509607936,96,48,48,48,2371139
GPU3,dynamic,4,3920525376,509607936,96,48,48,48,2374452
GPU2,dynamic,4,3920525376,509607936,96,48,48,48,2379059
GPU5,guided,1,3920525376,509607936,96,48,48,48,4629848
GPU4,guided,1,3920525376,509607936,96,48,48,48,4645450
GPU0,guided,1,3920525376,509607936,96,48,48,48,5043651
GPU1,guided,1,3920525376,509607936,96,48,48,48,5085616
GPU2,guided,1,3920525376,509607936,96,48,48,48,5088899
GPU3,guided,1,3920525376,509607936,96,48,48,48,5093352
GPU4,guided,2,3920525376,509607936,96,48,48,48,1952650
GPU5,guided,2,3920525376,509607936,96,48,48,48,1955147
GPU2,guided,2,3920525376,509607936,96,48,48,48,2216866
GPU3,guided,2,3920525376,509607936,96,48,48,48,2219213
GPU1,guided,2,3920525376,509607936,96,48,48,48,2222387
GPU0,guided,2,3920525376,509607936,96,48,48,48,2226729
GPU5,guided,3,3920525376,509607936,96,48,48,48,1953816
GPU4,guided,3,3920525376,509607936,96,48,48,48,1958697
GPU1,guided,3,3920525376,509607936,96,48,48,48,2312919
GPU2,guided,3,3920525376,509607936,96,48,48,48,2315459
GPU0,guided,3,3920525376,509607936,96,48,48,48,2318596
GPU3,guided,3,3920525376,509607936,96,48,48,48,2322941
GPU5,guided,4,3920525376,509607936,96,48,48,48,2011799
GPU4,guided,4,3920525376,509607936,96,48,48,48,2016216
GPU1,guided,4,3920525376,509607936,96,48,48,48,2303129
GPU0,guided,4,3920525376,509607936,96,48,48,48,2305442
GPU3,guided,4,3920525376,509607936,96,48,48,48,2308282
GPU2,guided,4,3920525376,509607936,96,48,48,48,2312889
