Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,16,96,48,96,154859
GPU4,static,1,2851028544,339738624,16,96,48,96,3190771
GPU5,static,1,2851028544,339738624,16,96,48,96,3203987
GPU1,static,1,2851028544,339738624,16,96,48,96,3511959
GPU2,static,1,2851028544,339738624,16,96,48,96,3547735
GPU3,static,1,2851028544,339738624,16,96,48,96,3551786
GPU0,static,1,2851028544,339738624,16,96,48,96,3686158
GPU4,static,2,2851028544,339738624,16,96,48,96,2016909
GPU5,static,2,2851028544,339738624,16,96,48,96,2022458
GPU2,static,2,2851028544,339738624,16,96,48,96,2259787
GPU3,static,2,2851028544,339738624,16,96,48,96,2261962
GPU1,static,2,2851028544,339738624,16,96,48,96,2265233
GPU0,static,2,2851028544,339738624,16,96,48,96,2269797
GPU4,static,3,2851028544,339738624,16,96,48,96,1946490
GPU5,static,3,2851028544,339738624,16,96,48,96,1951876
GPU2,static,3,2851028544,339738624,16,96,48,96,2363307
GPU1,static,3,2851028544,339738624,16,96,48,96,2375956
GPU3,static,3,2851028544,339738624,16,96,48,96,2379063
GPU0,static,3,2851028544,339738624,16,96,48,96,2383872
GPU5,static,4,2851028544,339738624,16,96,48,96,1926683
GPU4,static,4,2851028544,339738624,16,96,48,96,1932164
GPU2,static,4,2851028544,339738624,16,96,48,96,2316824
GPU1,static,4,2851028544,339738624,16,96,48,96,2319208
GPU3,static,4,2851028544,339738624,16,96,48,96,2322441
GPU0,static,4,2851028544,339738624,16,96,48,96,2327022
GPU5,dynamic,1,2851028544,339738624,16,96,48,96,3029724
GPU4,dynamic,1,2851028544,339738624,16,96,48,96,3045118
GPU1,dynamic,1,2851028544,339738624,16,96,48,96,3480939
GPU3,dynamic,1,2851028544,339738624,16,96,48,96,3514258
GPU2,dynamic,1,2851028544,339738624,16,96,48,96,3518300
GPU0,dynamic,1,2851028544,339738624,16,96,48,96,3679400
GPU4,dynamic,2,2851028544,339738624,16,96,48,96,1972177
GPU5,dynamic,2,2851028544,339738624,16,96,48,96,1974406
GPU2,dynamic,2,2851028544,339738624,16,96,48,96,2145210
GPU1,dynamic,2,2851028544,339738624,16,96,48,96,2181335
GPU3,dynamic,2,2851028544,339738624,16,96,48,96,2184600
GPU0,dynamic,2,2851028544,339738624,16,96,48,96,2189158
GPU4,dynamic,3,2851028544,339738624,16,96,48,96,2013195
GPU5,dynamic,3,2851028544,339738624,16,96,48,96,2018614
GPU2,dynamic,3,2851028544,339738624,16,96,48,96,2321984
GPU1,dynamic,3,2851028544,339738624,16,96,48,96,2324160
GPU3,dynamic,3,2851028544,339738624,16,96,48,96,2327406
GPU0,dynamic,3,2851028544,339738624,16,96,48,96,2332093
GPU4,dynamic,4,2851028544,339738624,16,96,48,96,1895741
GPU5,dynamic,4,2851028544,339738624,16,96,48,96,1901163
GPU3,dynamic,4,2851028544,339738624,16,96,48,96,2300603
GPU0,dynamic,4,2851028544,339738624,16,96,48,96,2302814
GPU2,dynamic,4,2851028544,339738624,16,96,48,96,2306112
GPU1,dynamic,4,2851028544,339738624,16,96,48,96,2310563
GPU4,guided,1,2851028544,339738624,16,96,48,96,2994736
GPU5,guided,1,2851028544,339738624,16,96,48,96,3007832
GPU1,guided,1,2851028544,339738624,16,96,48,96,3467043
GPU3,guided,1,2851028544,339738624,16,96,48,96,3500090
GPU2,guided,1,2851028544,339738624,16,96,48,96,3504271
GPU0,guided,1,2851028544,339738624,16,96,48,96,3667920
GPU4,guided,2,2851028544,339738624,16,96,48,96,1942378
GPU5,guided,2,2851028544,339738624,16,96,48,96,1947952
GPU1,guided,2,2851028544,339738624,16,96,48,96,2340507
GPU2,guided,2,2851028544,339738624,16,96,48,96,2342756
GPU3,guided,2,2851028544,339738624,16,96,48,96,2346105
GPU0,guided,2,2851028544,339738624,16,96,48,96,2350650
GPU4,guided,3,2851028544,339738624,16,96,48,96,1850409
GPU5,guided,3,2851028544,339738624,16,96,48,96,1856139
GPU1,guided,3,2851028544,339738624,16,96,48,96,2235028
GPU2,guided,3,2851028544,339738624,16,96,48,96,2237208
GPU3,guided,3,2851028544,339738624,16,96,48,96,2240452
GPU0,guided,3,2851028544,339738624,16,96,48,96,2245079
GPU4,guided,4,2851028544,339738624,16,96,48,96,1979810
GPU5,guided,4,2851028544,339738624,16,96,48,96,1985044
GPU1,guided,4,2851028544,339738624,16,96,48,96,2287759
GPU2,guided,4,2851028544,339738624,16,96,48,96,2289951
GPU3,guided,4,2851028544,339738624,16,96,48,96,2292629
GPU0,guided,4,2851028544,339738624,16,96,48,96,2297215
