Device,scheduling,collapse,mem_to,mem_from,LX,LY,LZ,LT,runtime(us)
CPU,static,4,0,0,48,48,48,48,210207
GPU4,static,1,2006145600,254803968,48,48,48,48,2775965
GPU5,static,1,2006145600,254803968,48,48,48,48,2804284
GPU1,static,1,2006145600,254803968,48,48,48,48,2993032
GPU3,static,1,2006145600,254803968,48,48,48,48,3027035
GPU2,static,1,2006145600,254803968,48,48,48,48,3064594
GPU0,static,1,2006145600,254803968,48,48,48,48,3240327
GPU5,static,2,2006145600,254803968,48,48,48,48,1387778
GPU4,static,2,2006145600,254803968,48,48,48,48,1391963
GPU3,static,2,2006145600,254803968,48,48,48,48,1686644
GPU1,static,2,2006145600,254803968,48,48,48,48,1695910
GPU2,static,2,2006145600,254803968,48,48,48,48,1698120
GPU0,static,2,2006145600,254803968,48,48,48,48,1701456
GPU4,static,3,2006145600,254803968,48,48,48,48,1403397
GPU5,static,3,2006145600,254803968,48,48,48,48,1407140
GPU2,static,3,2006145600,254803968,48,48,48,48,1695815
GPU1,static,3,2006145600,254803968,48,48,48,48,1697535
GPU3,static,3,2006145600,254803968,48,48,48,48,1699834
GPU0,static,3,2006145600,254803968,48,48,48,48,1702950
GPU5,static,4,2006145600,254803968,48,48,48,48,1384892
GPU4,static,4,2006145600,254803968,48,48,48,48,1388680
GPU0,static,4,2006145600,254803968,48,48,48,48,1682415
GPU2,static,4,2006145600,254803968,48,48,48,48,1684022
GPU1,static,4,2006145600,254803968,48,48,48,48,1686348
GPU3,static,4,2006145600,254803968,48,48,48,48,1689338
GPU4,dynamic,1,2006145600,254803968,48,48,48,48,2680963
GPU5,dynamic,1,2006145600,254803968,48,48,48,48,2690467
GPU1,dynamic,1,2006145600,254803968,48,48,48,48,2991907
GPU2,dynamic,1,2006145600,254803968,48,48,48,48,3007312
GPU3,dynamic,1,2006145600,254803968,48,48,48,48,3024395
GPU0,dynamic,1,2006145600,254803968,48,48,48,48,3207294
GPU4,dynamic,2,2006145600,254803968,48,48,48,48,1384200
GPU5,dynamic,2,2006145600,254803968,48,48,48,48,1385933
GPU1,dynamic,2,2006145600,254803968,48,48,48,48,1535604
GPU3,dynamic,2,2006145600,254803968,48,48,48,48,1553715
GPU2,dynamic,2,2006145600,254803968,48,48,48,48,1557051
GPU0,dynamic,2,2006145600,254803968,48,48,48,48,1561234
GPU5,dynamic,3,2006145600,254803968,48,48,48,48,1432697
GPU4,dynamic,3,2006145600,254803968,48,48,48,48,1436547
GPU1,dynamic,3,2006145600,254803968,48,48,48,48,1664635
GPU0,dynamic,3,2006145600,254803968,48,48,48,48,1666201
GPU2,dynamic,3,2006145600,254803968,48,48,48,48,1668607
GPU3,dynamic,3,2006145600,254803968,48,48,48,48,1671617
GPU5,dynamic,4,2006145600,254803968,48,48,48,48,1376309
GPU4,dynamic,4,2006145600,254803968,48,48,48,48,1380217
GPU2,dynamic,4,2006145600,254803968,48,48,48,48,1677745
GPU1,dynamic,4,2006145600,254803968,48,48,48,48,1679294
GPU3,dynamic,4,2006145600,254803968,48,48,48,48,1681595
GPU0,dynamic,4,2006145600,254803968,48,48,48,48,1684716
GPU4,guided,1,2006145600,254803968,48,48,48,48,2662440
GPU5,guided,1,2006145600,254803968,48,48,48,48,2680691
GPU1,guided,1,2006145600,254803968,48,48,48,48,2942895
GPU3,guided,1,2006145600,254803968,48,48,48,48,2978034
GPU2,guided,1,2006145600,254803968,48,48,48,48,2980979
GPU0,guided,1,2006145600,254803968,48,48,48,48,3164354
GPU4,guided,2,2006145600,254803968,48,48,48,48,1414606
GPU5,guided,2,2006145600,254803968,48,48,48,48,1418276
GPU3,guided,2,2006145600,254803968,48,48,48,48,1724968
GPU1,guided,2,2006145600,254803968,48,48,48,48,1726522
GPU2,guided,2,2006145600,254803968,48,48,48,48,1729041
GPU0,guided,2,2006145600,254803968,48,48,48,48,1732157
GPU5,guided,3,2006145600,254803968,48,48,48,48,1392440
GPU4,guided,3,2006145600,254803968,48,48,48,48,1396690
GPU2,guided,3,2006145600,254803968,48,48,48,48,1686754
GPU0,guided,3,2006145600,254803968,48,48,48,48,1688318
GPU1,guided,3,2006145600,254803968,48,48,48,48,1690651
GPU3,guided,3,2006145600,254803968,48,48,48,48,1693681
GPU5,guided,4,2006145600,254803968,48,48,48,48,1396333
GPU4,guided,4,2006145600,254803968,48,48,48,48,1400107
GPU1,guided,4,2006145600,254803968,48,48,48,48,1672771
GPU0,guided,4,2006145600,254803968,48,48,48,48,1674331
GPU2,guided,4,2006145600,254803968,48,48,48,48,1676000
GPU3,guided,4,2006145600,254803968,48,48,48,48,1679023
