Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,2826394560,359817216,359817216,2826394560,44,44,44,88,415588
transform1,1,1,static,4,2826394560,359817216,359817216,2826394560,44,44,44,88,1160902
transform2,1,1,dynamic,4,2826394560,359817216,359817216,2826394560,44,44,44,88,1034412
transform3,1,1,guided,4,2826394560,359817216,359817216,2826394560,44,44,44,88,1048660
transform4,1,1,static,3,2826394560,359817216,359817216,2826394560,44,44,44,88,1103885
transform5,1,1,dynamic,3,2826394560,359817216,359817216,2826394560,44,44,44,88,1099688
transform6,1,1,guided,3,2826394560,359817216,359817216,2826394560,44,44,44,88,1062281
transform7,1,1,static,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1132147
transform8,1,1,dynamic,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1104301
transform9,1,1,guided,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1134437
transform10,1,1,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1891921
transform11,1,1,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1861507
transform12,1,1,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1881002
transform13,1,2,static,3,2826394560,359817216,359817216,2826394560,44,44,44,88,1155035
transform14,1,2,dynamic,3,2826394560,359817216,359817216,2826394560,44,44,44,88,1183361
transform15,1,2,guided,3,2826394560,359817216,359817216,2826394560,44,44,44,88,1133860
transform16,1,2,static,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1148017
transform17,1,2,dynamic,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1163191
transform18,1,2,guided,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1132682
transform19,1,2,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1161550
transform20,1,2,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1172091
transform21,1,2,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1176110
transform22,1,3,static,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1144614
transform23,1,3,dynamic,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1123169
transform24,1,3,guided,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1123363
transform25,1,3,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1164996
transform26,1,3,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1146078
transform27,1,3,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1142951
transform28,1,4,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1106356
transform29,1,4,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1140415
transform30,1,4,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1130050
transform31,2,3,static,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1088000
transform32,2,3,dynamic,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1081854
transform33,2,3,guided,2,2826394560,359817216,359817216,2826394560,44,44,44,88,1063539
transform34,2,3,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1105159
transform35,2,3,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1076904
transform36,2,3,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1067789
transform37,2,4,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1039393
transform38,2,4,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1088981
transform39,2,4,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1089273
transform40,3,4,static,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1090795
transform41,3,4,dynamic,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1028711
transform42,3,4,guided,1,2826394560,359817216,359817216,2826394560,44,44,44,88,1066698
