Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,56,56,56,112,902214
transform1,1,1,static,4,0,0,0,0,56,56,56,112,653392
transform2,1,1,dynamic,4,0,0,0,0,56,56,56,112,659402
transform3,1,1,guided,4,0,0,0,0,56,56,56,112,597343
transform4,1,1,static,3,0,0,0,0,56,56,56,112,760628
transform5,1,1,dynamic,3,0,0,0,0,56,56,56,112,814652
transform6,1,1,guided,3,0,0,0,0,56,56,56,112,763188
transform7,1,1,static,2,0,0,0,0,56,56,56,112,733976
transform8,1,1,dynamic,2,0,0,0,0,56,56,56,112,788229
transform9,1,1,guided,2,0,0,0,0,56,56,56,112,788531
transform10,1,1,static,1,0,0,0,0,56,56,56,112,2283347
transform11,1,1,dynamic,1,0,0,0,0,56,56,56,112,2278099
transform12,1,1,guided,1,0,0,0,0,56,56,56,112,2299476
transform13,1,2,static,3,0,0,0,0,56,56,56,112,916567
transform14,1,2,dynamic,3,0,0,0,0,56,56,56,112,895682
transform15,1,2,guided,3,0,0,0,0,56,56,56,112,916413
transform16,1,2,static,2,0,0,0,0,56,56,56,112,951351
transform17,1,2,dynamic,2,0,0,0,0,56,56,56,112,861113
transform18,1,2,guided,2,0,0,0,0,56,56,56,112,870087
transform19,1,2,static,1,0,0,0,0,56,56,56,112,983468
transform20,1,2,dynamic,1,0,0,0,0,56,56,56,112,1019700
transform21,1,2,guided,1,0,0,0,0,56,56,56,112,1075591
transform22,1,3,static,2,0,0,0,0,56,56,56,112,938653
transform23,1,3,dynamic,2,0,0,0,0,56,56,56,112,850223
transform24,1,3,guided,2,0,0,0,0,56,56,56,112,866672
transform25,1,3,static,1,0,0,0,0,56,56,56,112,926388
transform26,1,3,dynamic,1,0,0,0,0,56,56,56,112,923931
transform27,1,3,guided,1,0,0,0,0,56,56,56,112,919734
transform28,1,4,static,1,0,0,0,0,56,56,56,112,821970
transform29,1,4,dynamic,1,0,0,0,0,56,56,56,112,936637
transform30,1,4,guided,1,0,0,0,0,56,56,56,112,932809
transform31,2,3,static,2,0,0,0,0,56,56,56,112,618376
transform32,2,3,dynamic,2,0,0,0,0,56,56,56,112,733556
transform33,2,3,guided,2,0,0,0,0,56,56,56,112,736888
transform34,2,3,static,1,0,0,0,0,56,56,56,112,752305
transform35,2,3,dynamic,1,0,0,0,0,56,56,56,112,799095
transform36,2,3,guided,1,0,0,0,0,56,56,56,112,688802
transform37,2,4,static,1,0,0,0,0,56,56,56,112,674994
transform38,2,4,dynamic,1,0,0,0,0,56,56,56,112,713716
transform39,2,4,guided,1,0,0,0,0,56,56,56,112,741640
transform40,3,4,static,1,0,0,0,0,56,56,56,112,626330
transform41,3,4,dynamic,1,0,0,0,0,56,56,56,112,638857
transform42,3,4,guided,1,0,0,0,0,56,56,56,112,649618
