Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,137979072,15360000,15360000,137979072,20,20,20,40,20090
transform1,1,1,static,4,137979072,15360000,15360000,137979072,20,20,20,40,73980
transform2,1,1,dynamic,4,137979072,15360000,15360000,137979072,20,20,20,40,45991
transform3,1,1,guided,4,137979072,15360000,15360000,137979072,20,20,20,40,57159
transform4,1,1,static,3,137979072,15360000,15360000,137979072,20,20,20,40,64831
transform5,1,1,dynamic,3,137979072,15360000,15360000,137979072,20,20,20,40,63079
transform6,1,1,guided,3,137979072,15360000,15360000,137979072,20,20,20,40,62832
transform7,1,1,static,2,137979072,15360000,15360000,137979072,20,20,20,40,66515
transform8,1,1,dynamic,2,137979072,15360000,15360000,137979072,20,20,20,40,66806
transform9,1,1,guided,2,137979072,15360000,15360000,137979072,20,20,20,40,68145
transform10,1,1,static,1,137979072,15360000,15360000,137979072,20,20,20,40,229561
transform11,1,1,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,123987
transform12,1,1,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,123426
transform13,1,2,static,3,137979072,15360000,15360000,137979072,20,20,20,40,67065
transform14,1,2,dynamic,3,137979072,15360000,15360000,137979072,20,20,20,40,66451
transform15,1,2,guided,3,137979072,15360000,15360000,137979072,20,20,20,40,65723
transform16,1,2,static,2,137979072,15360000,15360000,137979072,20,20,20,40,75019
transform17,1,2,dynamic,2,137979072,15360000,15360000,137979072,20,20,20,40,67901
transform18,1,2,guided,2,137979072,15360000,15360000,137979072,20,20,20,40,68847
transform19,1,2,static,1,137979072,15360000,15360000,137979072,20,20,20,40,70083
transform20,1,2,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,79170
transform21,1,2,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,79118
transform22,1,3,static,2,137979072,15360000,15360000,137979072,20,20,20,40,65850
transform23,1,3,dynamic,2,137979072,15360000,15360000,137979072,20,20,20,40,68157
transform24,1,3,guided,2,137979072,15360000,15360000,137979072,20,20,20,40,67837
transform25,1,3,static,1,137979072,15360000,15360000,137979072,20,20,20,40,68340
transform26,1,3,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,68240
transform27,1,3,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,67474
transform28,1,4,static,1,137979072,15360000,15360000,137979072,20,20,20,40,64660
transform29,1,4,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,67820
transform30,1,4,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,67154
transform31,2,3,static,2,137979072,15360000,15360000,137979072,20,20,20,40,61687
transform32,2,3,dynamic,2,137979072,15360000,15360000,137979072,20,20,20,40,60812
transform33,2,3,guided,2,137979072,15360000,15360000,137979072,20,20,20,40,63252
transform34,2,3,static,1,137979072,15360000,15360000,137979072,20,20,20,40,63805
transform35,2,3,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,63212
transform36,2,3,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,62306
transform37,2,4,static,1,137979072,15360000,15360000,137979072,20,20,20,40,59394
transform38,2,4,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,60797
transform39,2,4,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,61955
transform40,3,4,static,1,137979072,15360000,15360000,137979072,20,20,20,40,58156
transform41,3,4,dynamic,1,137979072,15360000,15360000,137979072,20,20,20,40,56899
transform42,3,4,guided,1,137979072,15360000,15360000,137979072,20,20,20,40,56094
