Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,824966208,100663296,100663296,824966208,32,32,32,64,160672
transform1,1,1,static,4,824966208,100663296,100663296,824966208,32,32,32,64,382425
transform2,1,1,dynamic,4,824966208,100663296,100663296,824966208,32,32,32,64,341528
transform3,1,1,guided,4,824966208,100663296,100663296,824966208,32,32,32,64,348078
transform4,1,1,static,3,824966208,100663296,100663296,824966208,32,32,32,64,389894
transform5,1,1,dynamic,3,824966208,100663296,100663296,824966208,32,32,32,64,385990
transform6,1,1,guided,3,824966208,100663296,100663296,824966208,32,32,32,64,380716
transform7,1,1,static,2,824966208,100663296,100663296,824966208,32,32,32,64,355510
transform8,1,1,dynamic,2,824966208,100663296,100663296,824966208,32,32,32,64,421555
transform9,1,1,guided,2,824966208,100663296,100663296,824966208,32,32,32,64,367318
transform10,1,1,static,1,824966208,100663296,100663296,824966208,32,32,32,64,713315
transform11,1,1,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,686036
transform12,1,1,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,670428
transform13,1,2,static,3,824966208,100663296,100663296,824966208,32,32,32,64,360991
transform14,1,2,dynamic,3,824966208,100663296,100663296,824966208,32,32,32,64,357886
transform15,1,2,guided,3,824966208,100663296,100663296,824966208,32,32,32,64,387621
transform16,1,2,static,2,824966208,100663296,100663296,824966208,32,32,32,64,362550
transform17,1,2,dynamic,2,824966208,100663296,100663296,824966208,32,32,32,64,365211
transform18,1,2,guided,2,824966208,100663296,100663296,824966208,32,32,32,64,388659
transform19,1,2,static,1,824966208,100663296,100663296,824966208,32,32,32,64,363068
transform20,1,2,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,399133
transform21,1,2,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,383893
transform22,1,3,static,2,824966208,100663296,100663296,824966208,32,32,32,64,364293
transform23,1,3,dynamic,2,824966208,100663296,100663296,824966208,32,32,32,64,367717
transform24,1,3,guided,2,824966208,100663296,100663296,824966208,32,32,32,64,388484
transform25,1,3,static,1,824966208,100663296,100663296,824966208,32,32,32,64,399160
transform26,1,3,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,378410
transform27,1,3,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,373995
transform28,1,4,static,1,824966208,100663296,100663296,824966208,32,32,32,64,381592
transform29,1,4,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,357693
transform30,1,4,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,395395
transform31,2,3,static,2,824966208,100663296,100663296,824966208,32,32,32,64,347621
transform32,2,3,dynamic,2,824966208,100663296,100663296,824966208,32,32,32,64,342969
transform33,2,3,guided,2,824966208,100663296,100663296,824966208,32,32,32,64,352712
transform34,2,3,static,1,824966208,100663296,100663296,824966208,32,32,32,64,347514
transform35,2,3,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,353994
transform36,2,3,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,386445
transform37,2,4,static,1,824966208,100663296,100663296,824966208,32,32,32,64,344084
transform38,2,4,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,359155
transform39,2,4,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,353960
transform40,3,4,static,1,824966208,100663296,100663296,824966208,32,32,32,64,338864
transform41,3,4,dynamic,1,824966208,100663296,100663296,824966208,32,32,32,64,335369
transform42,3,4,guided,1,824966208,100663296,100663296,824966208,32,32,32,64,341439
