Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,60015168,6291456,6291456,60015168,16,16,16,32,8432
transform1,1,1,static,4,60015168,6291456,6291456,60015168,16,16,16,32,31078
transform2,1,1,dynamic,4,60015168,6291456,6291456,60015168,16,16,16,32,24110
transform3,1,1,guided,4,60015168,6291456,6291456,60015168,16,16,16,32,21337
transform4,1,1,static,3,60015168,6291456,6291456,60015168,16,16,16,32,22172
transform5,1,1,dynamic,3,60015168,6291456,6291456,60015168,16,16,16,32,22743
transform6,1,1,guided,3,60015168,6291456,6291456,60015168,16,16,16,32,32298
transform7,1,1,static,2,60015168,6291456,6291456,60015168,16,16,16,32,29946
transform8,1,1,dynamic,2,60015168,6291456,6291456,60015168,16,16,16,32,32379
transform9,1,1,guided,2,60015168,6291456,6291456,60015168,16,16,16,32,30422
transform10,1,1,static,1,60015168,6291456,6291456,60015168,16,16,16,32,132975
transform11,1,1,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,140288
transform12,1,1,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,135849
transform13,1,2,static,3,60015168,6291456,6291456,60015168,16,16,16,32,34999
transform14,1,2,dynamic,3,60015168,6291456,6291456,60015168,16,16,16,32,29412
transform15,1,2,guided,3,60015168,6291456,6291456,60015168,16,16,16,32,29952
transform16,1,2,static,2,60015168,6291456,6291456,60015168,16,16,16,32,30019
transform17,1,2,dynamic,2,60015168,6291456,6291456,60015168,16,16,16,32,31769
transform18,1,2,guided,2,60015168,6291456,6291456,60015168,16,16,16,32,30637
transform19,1,2,static,1,60015168,6291456,6291456,60015168,16,16,16,32,31621
transform20,1,2,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,39070
transform21,1,2,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,35069
transform22,1,3,static,2,60015168,6291456,6291456,60015168,16,16,16,32,31529
transform23,1,3,dynamic,2,60015168,6291456,6291456,60015168,16,16,16,32,30408
transform24,1,3,guided,2,60015168,6291456,6291456,60015168,16,16,16,32,33481
transform25,1,3,static,1,60015168,6291456,6291456,60015168,16,16,16,32,30490
transform26,1,3,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,31581
transform27,1,3,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,31011
transform28,1,4,static,1,60015168,6291456,6291456,60015168,16,16,16,32,29226
transform29,1,4,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,29000
transform30,1,4,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,29936
transform31,2,3,static,2,60015168,6291456,6291456,60015168,16,16,16,32,28309
transform32,2,3,dynamic,2,60015168,6291456,6291456,60015168,16,16,16,32,27817
transform33,2,3,guided,2,60015168,6291456,6291456,60015168,16,16,16,32,30198
transform34,2,3,static,1,60015168,6291456,6291456,60015168,16,16,16,32,29913
transform35,2,3,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,32522
transform36,2,3,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,28564
transform37,2,4,static,1,60015168,6291456,6291456,60015168,16,16,16,32,27549
transform38,2,4,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,30210
transform39,2,4,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,30525
transform40,3,4,static,1,60015168,6291456,6291456,60015168,16,16,16,32,26638
transform41,3,4,dynamic,1,60015168,6291456,6291456,60015168,16,16,16,32,24617
transform42,3,4,guided,1,60015168,6291456,6291456,60015168,16,16,16,32,25530
