Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,5002560,393216,393216,5002560,8,8,8,16,728
transform1,1,1,static,4,5002560,393216,393216,5002560,8,8,8,16,1658
transform2,1,1,dynamic,4,5002560,393216,393216,5002560,8,8,8,16,1157
transform3,1,1,guided,4,5002560,393216,393216,5002560,8,8,8,16,1050
transform4,1,1,static,3,5002560,393216,393216,5002560,8,8,8,16,1229
transform5,1,1,dynamic,3,5002560,393216,393216,5002560,8,8,8,16,1080
transform6,1,1,guided,3,5002560,393216,393216,5002560,8,8,8,16,1204
transform7,1,1,static,2,5002560,393216,393216,5002560,8,8,8,16,1485
transform8,1,1,dynamic,2,5002560,393216,393216,5002560,8,8,8,16,1563
transform9,1,1,guided,2,5002560,393216,393216,5002560,8,8,8,16,1514
transform10,1,1,static,1,5002560,393216,393216,5002560,8,8,8,16,6319
transform11,1,1,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,6333
transform12,1,1,guided,1,5002560,393216,393216,5002560,8,8,8,16,6340
transform13,1,2,static,3,5002560,393216,393216,5002560,8,8,8,16,1390
transform14,1,2,dynamic,3,5002560,393216,393216,5002560,8,8,8,16,1227
transform15,1,2,guided,3,5002560,393216,393216,5002560,8,8,8,16,1438
transform16,1,2,static,2,5002560,393216,393216,5002560,8,8,8,16,1198
transform17,1,2,dynamic,2,5002560,393216,393216,5002560,8,8,8,16,1408
transform18,1,2,guided,2,5002560,393216,393216,5002560,8,8,8,16,1181
transform19,1,2,static,1,5002560,393216,393216,5002560,8,8,8,16,1428
transform20,1,2,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,1758
transform21,1,2,guided,1,5002560,393216,393216,5002560,8,8,8,16,1852
transform22,1,3,static,2,5002560,393216,393216,5002560,8,8,8,16,1451
transform23,1,3,dynamic,2,5002560,393216,393216,5002560,8,8,8,16,1525
transform24,1,3,guided,2,5002560,393216,393216,5002560,8,8,8,16,1377
transform25,1,3,static,1,5002560,393216,393216,5002560,8,8,8,16,1182
transform26,1,3,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,1343
transform27,1,3,guided,1,5002560,393216,393216,5002560,8,8,8,16,1198
transform28,1,4,static,1,5002560,393216,393216,5002560,8,8,8,16,1340
transform29,1,4,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,1199
transform30,1,4,guided,1,5002560,393216,393216,5002560,8,8,8,16,1383
transform31,2,3,static,2,5002560,393216,393216,5002560,8,8,8,16,1058
transform32,2,3,dynamic,2,5002560,393216,393216,5002560,8,8,8,16,1216
transform33,2,3,guided,2,5002560,393216,393216,5002560,8,8,8,16,1130
transform34,2,3,static,1,5002560,393216,393216,5002560,8,8,8,16,1230
transform35,2,3,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,1233
transform36,2,3,guided,1,5002560,393216,393216,5002560,8,8,8,16,1069
transform37,2,4,static,1,5002560,393216,393216,5002560,8,8,8,16,1250
transform38,2,4,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,1042
transform39,2,4,guided,1,5002560,393216,393216,5002560,8,8,8,16,1195
transform40,3,4,static,1,5002560,393216,393216,5002560,8,8,8,16,1023
transform41,3,4,dynamic,1,5002560,393216,393216,5002560,8,8,8,16,1157
transform42,3,4,guided,1,5002560,393216,393216,5002560,8,8,8,16,1015
