Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,12,12,12,24,37587
transform1,1,1,static,4,0,0,0,0,12,12,12,24,2123
transform2,1,1,dynamic,4,0,0,0,0,12,12,12,24,1808
transform3,1,1,guided,4,0,0,0,0,12,12,12,24,1795
transform4,1,1,static,3,0,0,0,0,12,12,12,24,1904
transform5,1,1,dynamic,3,0,0,0,0,12,12,12,24,1955
transform6,1,1,guided,3,0,0,0,0,12,12,12,24,1972
transform7,1,1,static,2,0,0,0,0,12,12,12,24,2322
transform8,1,1,dynamic,2,0,0,0,0,12,12,12,24,2408
transform9,1,1,guided,2,0,0,0,0,12,12,12,24,2372
transform10,1,1,static,1,0,0,0,0,12,12,12,24,19942
transform11,1,1,dynamic,1,0,0,0,0,12,12,12,24,20826
transform12,1,1,guided,1,0,0,0,0,12,12,12,24,20233
transform13,1,2,static,3,0,0,0,0,12,12,12,24,2257
transform14,1,2,dynamic,3,0,0,0,0,12,12,12,24,2310
transform15,1,2,guided,3,0,0,0,0,12,12,12,24,2243
transform16,1,2,static,2,0,0,0,0,12,12,12,24,2214
transform17,1,2,dynamic,2,0,0,0,0,12,12,12,24,2191
transform18,1,2,guided,2,0,0,0,0,12,12,12,24,2187
transform19,1,2,static,1,0,0,0,0,12,12,12,24,2505
transform20,1,2,dynamic,1,0,0,0,0,12,12,12,24,3966
transform21,1,2,guided,1,0,0,0,0,12,12,12,24,3971
transform22,1,3,static,2,0,0,0,0,12,12,12,24,2204
transform23,1,3,dynamic,2,0,0,0,0,12,12,12,24,2638
transform24,1,3,guided,2,0,0,0,0,12,12,12,24,2639
transform25,1,3,static,1,0,0,0,0,12,12,12,24,6623
transform26,1,3,dynamic,1,0,0,0,0,12,12,12,24,6894
transform27,1,3,guided,1,0,0,0,0,12,12,12,24,5855
transform28,1,4,static,1,0,0,0,0,12,12,12,24,5906
transform29,1,4,dynamic,1,0,0,0,0,12,12,12,24,6278
transform30,1,4,guided,1,0,0,0,0,12,12,12,24,6242
transform31,2,3,static,2,0,0,0,0,12,12,12,24,4678
transform32,2,3,dynamic,2,0,0,0,0,12,12,12,24,4887
transform33,2,3,guided,2,0,0,0,0,12,12,12,24,4703
transform34,2,3,static,1,0,0,0,0,12,12,12,24,5059
transform35,2,3,dynamic,1,0,0,0,0,12,12,12,24,5061
transform36,2,3,guided,1,0,0,0,0,12,12,12,24,5088
transform37,2,4,static,1,0,0,0,0,12,12,12,24,4584
transform38,2,4,dynamic,1,0,0,0,0,12,12,12,24,5253
transform39,2,4,guided,1,0,0,0,0,12,12,12,24,4753
transform40,3,4,static,1,0,0,0,0,12,12,12,24,4166
transform41,3,4,dynamic,1,0,0,0,0,12,12,12,24,4031
transform42,3,4,guided,1,0,0,0,0,12,12,12,24,4638
