Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,3965236800,509607936,509607936,3965236800,48,48,48,96,582507
transform1,1,1,static,4,3965236800,509607936,509607936,3965236800,48,48,48,96,1594780
transform2,1,1,dynamic,4,3965236800,509607936,509607936,3965236800,48,48,48,96,1421841
transform3,1,1,guided,4,3965236800,509607936,509607936,3965236800,48,48,48,96,1441070
transform4,1,1,static,3,3965236800,509607936,509607936,3965236800,48,48,48,96,1544360
transform5,1,1,dynamic,3,3965236800,509607936,509607936,3965236800,48,48,48,96,1517298
transform6,1,1,guided,3,3965236800,509607936,509607936,3965236800,48,48,48,96,1503196
transform7,1,1,static,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1514853
transform8,1,1,dynamic,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1527061
transform9,1,1,guided,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1531592
transform10,1,1,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,2472690
transform11,1,1,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,2534673
transform12,1,1,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,2505028
transform13,1,2,static,3,3965236800,509607936,509607936,3965236800,48,48,48,96,1594267
transform14,1,2,dynamic,3,3965236800,509607936,509607936,3965236800,48,48,48,96,1578412
transform15,1,2,guided,3,3965236800,509607936,509607936,3965236800,48,48,48,96,1587411
transform16,1,2,static,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1580722
transform17,1,2,dynamic,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1583233
transform18,1,2,guided,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1557035
transform19,1,2,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1614083
transform20,1,2,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1626558
transform21,1,2,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1641867
transform22,1,3,static,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1544496
transform23,1,3,dynamic,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1530955
transform24,1,3,guided,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1520253
transform25,1,3,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1559791
transform26,1,3,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1587361
transform27,1,3,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1592125
transform28,1,4,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1566282
transform29,1,4,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1564455
transform30,1,4,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1579627
transform31,2,3,static,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1445345
transform32,2,3,dynamic,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1507021
transform33,2,3,guided,2,3965236800,509607936,509607936,3965236800,48,48,48,96,1483545
transform34,2,3,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1494961
transform35,2,3,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1538156
transform36,2,3,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1502451
transform37,2,4,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1452228
transform38,2,4,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1475262
transform39,2,4,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1438591
transform40,3,4,static,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1467007
transform41,3,4,dynamic,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1426462
transform42,3,4,guided,1,3965236800,509607936,509607936,3965236800,48,48,48,96,1408697
