Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,40,40,40,80,322077
transform1,1,1,static,4,0,0,0,0,40,40,40,80,182562
transform2,1,1,dynamic,4,0,0,0,0,40,40,40,80,240640
transform3,1,1,guided,4,0,0,0,0,40,40,40,80,229188
transform4,1,1,static,3,0,0,0,0,40,40,40,80,276317
transform5,1,1,dynamic,3,0,0,0,0,40,40,40,80,265681
transform6,1,1,guided,3,0,0,0,0,40,40,40,80,280225
transform7,1,1,static,2,0,0,0,0,40,40,40,80,285098
transform8,1,1,dynamic,2,0,0,0,0,40,40,40,80,284894
transform9,1,1,guided,2,0,0,0,0,40,40,40,80,289730
transform10,1,1,static,1,0,0,0,0,40,40,40,80,863918
transform11,1,1,dynamic,1,0,0,0,0,40,40,40,80,864862
transform12,1,1,guided,1,0,0,0,0,40,40,40,80,862228
transform13,1,2,static,3,0,0,0,0,40,40,40,80,284050
transform14,1,2,dynamic,3,0,0,0,0,40,40,40,80,291136
transform15,1,2,guided,3,0,0,0,0,40,40,40,80,278726
transform16,1,2,static,2,0,0,0,0,40,40,40,80,300371
transform17,1,2,dynamic,2,0,0,0,0,40,40,40,80,288457
transform18,1,2,guided,2,0,0,0,0,40,40,40,80,293392
transform19,1,2,static,1,0,0,0,0,40,40,40,80,292696
transform20,1,2,dynamic,1,0,0,0,0,40,40,40,80,291632
transform21,1,2,guided,1,0,0,0,0,40,40,40,80,308823
transform22,1,3,static,2,0,0,0,0,40,40,40,80,290473
transform23,1,3,dynamic,2,0,0,0,0,40,40,40,80,296977
transform24,1,3,guided,2,0,0,0,0,40,40,40,80,296634
transform25,1,3,static,1,0,0,0,0,40,40,40,80,294931
transform26,1,3,dynamic,1,0,0,0,0,40,40,40,80,288188
transform27,1,3,guided,1,0,0,0,0,40,40,40,80,287618
transform28,1,4,static,1,0,0,0,0,40,40,40,80,273020
transform29,1,4,dynamic,1,0,0,0,0,40,40,40,80,278136
transform30,1,4,guided,1,0,0,0,0,40,40,40,80,289607
transform31,2,3,static,2,0,0,0,0,40,40,40,80,236863
transform32,2,3,dynamic,2,0,0,0,0,40,40,40,80,254614
transform33,2,3,guided,2,0,0,0,0,40,40,40,80,264779
transform34,2,3,static,1,0,0,0,0,40,40,40,80,262422
transform35,2,3,dynamic,1,0,0,0,0,40,40,40,80,270294
transform36,2,3,guided,1,0,0,0,0,40,40,40,80,259716
transform37,2,4,static,1,0,0,0,0,40,40,40,80,242015
transform38,2,4,dynamic,1,0,0,0,0,40,40,40,80,243433
transform39,2,4,guided,1,0,0,0,0,40,40,40,80,252403
transform40,3,4,static,1,0,0,0,0,40,40,40,80,242238
transform41,3,4,dynamic,1,0,0,0,0,40,40,40,80,239453
transform42,3,4,guided,1,0,0,0,0,40,40,40,80,228014
