Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,60,60,60,120,1213664
transform1,1,1,static,4,0,0,0,0,60,60,60,120,992807
transform2,1,1,dynamic,4,0,0,0,0,60,60,60,120,897919
transform3,1,1,guided,4,0,0,0,0,60,60,60,120,896825
transform4,1,1,static,3,0,0,0,0,60,60,60,120,1183455
transform5,1,1,dynamic,3,0,0,0,0,60,60,60,120,1112360
transform6,1,1,guided,3,0,0,0,0,60,60,60,120,1161375
transform7,1,1,static,2,0,0,0,0,60,60,60,120,1169938
transform8,1,1,dynamic,2,0,0,0,0,60,60,60,120,1174437
transform9,1,1,guided,2,0,0,0,0,60,60,60,120,1165342
transform10,1,1,static,1,0,0,0,0,60,60,60,120,2850523
transform11,1,1,dynamic,1,0,0,0,0,60,60,60,120,2834290
transform12,1,1,guided,1,0,0,0,0,60,60,60,120,2842148
transform13,1,2,static,3,0,0,0,0,60,60,60,120,1314046
transform14,1,2,dynamic,3,0,0,0,0,60,60,60,120,1232669
transform15,1,2,guided,3,0,0,0,0,60,60,60,120,1279420
transform16,1,2,static,2,0,0,0,0,60,60,60,120,1421701
transform17,1,2,dynamic,2,0,0,0,0,60,60,60,120,1356067
transform18,1,2,guided,2,0,0,0,0,60,60,60,120,1360947
transform19,1,2,static,1,0,0,0,0,60,60,60,120,1849413
transform20,1,2,dynamic,1,0,0,0,0,60,60,60,120,1941158
transform21,1,2,guided,1,0,0,0,0,60,60,60,120,2020895
transform22,1,3,static,2,0,0,0,0,60,60,60,120,1269596
transform23,1,3,dynamic,2,0,0,0,0,60,60,60,120,1294600
transform24,1,3,guided,2,0,0,0,0,60,60,60,120,1256247
transform25,1,3,static,1,0,0,0,0,60,60,60,120,1292985
transform26,1,3,dynamic,1,0,0,0,0,60,60,60,120,1301010
transform27,1,3,guided,1,0,0,0,0,60,60,60,120,1374090
transform28,1,4,static,1,0,0,0,0,60,60,60,120,1180548
transform29,1,4,dynamic,1,0,0,0,0,60,60,60,120,1311838
transform30,1,4,guided,1,0,0,0,0,60,60,60,120,1308909
transform31,2,3,static,2,0,0,0,0,60,60,60,120,998244
transform32,2,3,dynamic,2,0,0,0,0,60,60,60,120,1037618
transform33,2,3,guided,2,0,0,0,0,60,60,60,120,1095958
transform34,2,3,static,1,0,0,0,0,60,60,60,120,1095180
transform35,2,3,dynamic,1,0,0,0,0,60,60,60,120,1176772
transform36,2,3,guided,1,0,0,0,0,60,60,60,120,1153944
transform37,2,4,static,1,0,0,0,0,60,60,60,120,1010837
transform38,2,4,dynamic,1,0,0,0,0,60,60,60,120,1046053
transform39,2,4,guided,1,0,0,0,0,60,60,60,120,972156
transform40,3,4,static,1,0,0,0,0,60,60,60,120,1024638
transform41,3,4,dynamic,1,0,0,0,0,60,60,60,120,953400
transform42,3,4,guided,1,0,0,0,0,60,60,60,120,1007695
