Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,494354880,59006976,59006976,494354880,28,28,28,56,81319
transform1,1,1,static,4,494354880,59006976,59006976,494354880,28,28,28,56,260917
transform2,1,1,dynamic,4,494354880,59006976,59006976,494354880,28,28,28,56,225357
transform3,1,1,guided,4,494354880,59006976,59006976,494354880,28,28,28,56,220110
transform4,1,1,static,3,494354880,59006976,59006976,494354880,28,28,28,56,235357
transform5,1,1,dynamic,3,494354880,59006976,59006976,494354880,28,28,28,56,243545
transform6,1,1,guided,3,494354880,59006976,59006976,494354880,28,28,28,56,261600
transform7,1,1,static,2,494354880,59006976,59006976,494354880,28,28,28,56,238664
transform8,1,1,dynamic,2,494354880,59006976,59006976,494354880,28,28,28,56,248467
transform9,1,1,guided,2,494354880,59006976,59006976,494354880,28,28,28,56,245099
transform10,1,1,static,1,494354880,59006976,59006976,494354880,28,28,28,56,458645
transform11,1,1,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,460201
transform12,1,1,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,454633
transform13,1,2,static,3,494354880,59006976,59006976,494354880,28,28,28,56,234705
transform14,1,2,dynamic,3,494354880,59006976,59006976,494354880,28,28,28,56,241562
transform15,1,2,guided,3,494354880,59006976,59006976,494354880,28,28,28,56,242153
transform16,1,2,static,2,494354880,59006976,59006976,494354880,28,28,28,56,244433
transform17,1,2,dynamic,2,494354880,59006976,59006976,494354880,28,28,28,56,244430
transform18,1,2,guided,2,494354880,59006976,59006976,494354880,28,28,28,56,247313
transform19,1,2,static,1,494354880,59006976,59006976,494354880,28,28,28,56,255419
transform20,1,2,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,249573
transform21,1,2,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,243223
transform22,1,3,static,2,494354880,59006976,59006976,494354880,28,28,28,56,247318
transform23,1,3,dynamic,2,494354880,59006976,59006976,494354880,28,28,28,56,250476
transform24,1,3,guided,2,494354880,59006976,59006976,494354880,28,28,28,56,237174
transform25,1,3,static,1,494354880,59006976,59006976,494354880,28,28,28,56,249714
transform26,1,3,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,245890
transform27,1,3,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,240455
transform28,1,4,static,1,494354880,59006976,59006976,494354880,28,28,28,56,232611
transform29,1,4,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,243239
transform30,1,4,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,245248
transform31,2,3,static,2,494354880,59006976,59006976,494354880,28,28,28,56,224418
transform32,2,3,dynamic,2,494354880,59006976,59006976,494354880,28,28,28,56,246797
transform33,2,3,guided,2,494354880,59006976,59006976,494354880,28,28,28,56,232594
transform34,2,3,static,1,494354880,59006976,59006976,494354880,28,28,28,56,243338
transform35,2,3,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,232882
transform36,2,3,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,237806
transform37,2,4,static,1,494354880,59006976,59006976,494354880,28,28,28,56,226305
transform38,2,4,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,231906
transform39,2,4,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,229045
transform40,3,4,static,1,494354880,59006976,59006976,494354880,28,28,28,56,221838
transform41,3,4,dynamic,1,494354880,59006976,59006976,494354880,28,28,28,56,222320
transform42,3,4,guided,1,494354880,59006976,59006976,494354880,28,28,28,56,218573
