Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,16,16,16,32,68475
transform1,1,1,static,4,0,0,0,0,16,16,16,32,4645
transform2,1,1,dynamic,4,0,0,0,0,16,16,16,32,4589
transform3,1,1,guided,4,0,0,0,0,16,16,16,32,4556
transform4,1,1,static,3,0,0,0,0,16,16,16,32,4834
transform5,1,1,dynamic,3,0,0,0,0,16,16,16,32,4841
transform6,1,1,guided,3,0,0,0,0,16,16,16,32,4833
transform7,1,1,static,2,0,0,0,0,16,16,16,32,5925
transform8,1,1,dynamic,2,0,0,0,0,16,16,16,32,5963
transform9,1,1,guided,2,0,0,0,0,16,16,16,32,6913
transform10,1,1,static,1,0,0,0,0,16,16,16,32,47890
transform11,1,1,dynamic,1,0,0,0,0,16,16,16,32,48674
transform12,1,1,guided,1,0,0,0,0,16,16,16,32,115053
transform13,1,2,static,3,0,0,0,0,16,16,16,32,14705
transform14,1,2,dynamic,3,0,0,0,0,16,16,16,32,14963
transform15,1,2,guided,3,0,0,0,0,16,16,16,32,14752
transform16,1,2,static,2,0,0,0,0,16,16,16,32,16524
transform17,1,2,dynamic,2,0,0,0,0,16,16,16,32,14684
transform18,1,2,guided,2,0,0,0,0,16,16,16,32,14419
transform19,1,2,static,1,0,0,0,0,16,16,16,32,15650
transform20,1,2,dynamic,1,0,0,0,0,16,16,16,32,21638
transform21,1,2,guided,1,0,0,0,0,16,16,16,32,20240
transform22,1,3,static,2,0,0,0,0,16,16,16,32,14476
transform23,1,3,dynamic,2,0,0,0,0,16,16,16,32,16164
transform24,1,3,guided,2,0,0,0,0,16,16,16,32,16965
transform25,1,3,static,1,0,0,0,0,16,16,16,32,14617
transform26,1,3,dynamic,1,0,0,0,0,16,16,16,32,14625
transform27,1,3,guided,1,0,0,0,0,16,16,16,32,14756
transform28,1,4,static,1,0,0,0,0,16,16,16,32,15035
transform29,1,4,dynamic,1,0,0,0,0,16,16,16,32,14817
transform30,1,4,guided,1,0,0,0,0,16,16,16,32,14869
transform31,2,3,static,2,0,0,0,0,16,16,16,32,13131
transform32,2,3,dynamic,2,0,0,0,0,16,16,16,32,13009
transform33,2,3,guided,2,0,0,0,0,16,16,16,32,14054
transform34,2,3,static,1,0,0,0,0,16,16,16,32,13520
transform35,2,3,dynamic,1,0,0,0,0,16,16,16,32,13374
transform36,2,3,guided,1,0,0,0,0,16,16,16,32,13588
transform37,2,4,static,1,0,0,0,0,16,16,16,32,12269
transform38,2,4,dynamic,1,0,0,0,0,16,16,16,32,13827
transform39,2,4,guided,1,0,0,0,0,16,16,16,32,12938
transform40,3,4,static,1,0,0,0,0,16,16,16,32,10572
transform41,3,4,dynamic,1,0,0,0,0,16,16,16,32,10508
transform42,3,4,guided,1,0,0,0,0,16,16,16,32,10530
