Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,4,4,4,8,883
transform1,1,1,static,4,0,0,0,0,4,4,4,8,316
transform2,1,1,dynamic,4,0,0,0,0,4,4,4,8,446
transform3,1,1,guided,4,0,0,0,0,4,4,4,8,281
transform4,1,1,static,3,0,0,0,0,4,4,4,8,454
transform5,1,1,dynamic,3,0,0,0,0,4,4,4,8,446
transform6,1,1,guided,3,0,0,0,0,4,4,4,8,287
transform7,1,1,static,2,0,0,0,0,4,4,4,8,582
transform8,1,1,dynamic,2,0,0,0,0,4,4,4,8,577
transform9,1,1,guided,2,0,0,0,0,4,4,4,8,577
transform10,1,1,static,1,0,0,0,0,4,4,4,8,1100
transform11,1,1,dynamic,1,0,0,0,0,4,4,4,8,1100
transform12,1,1,guided,1,0,0,0,0,4,4,4,8,1095
transform13,1,2,static,3,0,0,0,0,4,4,4,8,468
transform14,1,2,dynamic,3,0,0,0,0,4,4,4,8,470
transform15,1,2,guided,3,0,0,0,0,4,4,4,8,189
transform16,1,2,static,2,0,0,0,0,4,4,4,8,465
transform17,1,2,dynamic,2,0,0,0,0,4,4,4,8,470
transform18,1,2,guided,2,0,0,0,0,4,4,4,8,467
transform19,1,2,static,1,0,0,0,0,4,4,4,8,503
transform20,1,2,dynamic,1,0,0,0,0,4,4,4,8,592
transform21,1,2,guided,1,0,0,0,0,4,4,4,8,618
transform22,1,3,static,2,0,0,0,0,4,4,4,8,471
transform23,1,3,dynamic,2,0,0,0,0,4,4,4,8,488
transform24,1,3,guided,2,0,0,0,0,4,4,4,8,639
transform25,1,3,static,1,0,0,0,0,4,4,4,8,507
transform26,1,3,dynamic,1,0,0,0,0,4,4,4,8,506
transform27,1,3,guided,1,0,0,0,0,4,4,4,8,508
transform28,1,4,static,1,0,0,0,0,4,4,4,8,505
transform29,1,4,dynamic,1,0,0,0,0,4,4,4,8,506
transform30,1,4,guided,1,0,0,0,0,4,4,4,8,507
transform31,2,3,static,2,0,0,0,0,4,4,4,8,439
transform32,2,3,dynamic,2,0,0,0,0,4,4,4,8,440
transform33,2,3,guided,2,0,0,0,0,4,4,4,8,440
transform34,2,3,static,1,0,0,0,0,4,4,4,8,448
transform35,2,3,dynamic,1,0,0,0,0,4,4,4,8,284
transform36,2,3,guided,1,0,0,0,0,4,4,4,8,448
transform37,2,4,static,1,0,0,0,0,4,4,4,8,296
transform38,2,4,dynamic,1,0,0,0,0,4,4,4,8,450
transform39,2,4,guided,1,0,0,0,0,4,4,4,8,450
transform40,3,4,static,1,0,0,0,0,4,4,4,8,273
transform41,3,4,dynamic,1,0,0,0,0,4,4,4,8,439
transform42,3,4,guided,1,0,0,0,0,4,4,4,8,439
