Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,20948928,1990656,1990656,20948928,12,12,12,24,3185
transform1,1,1,static,4,20948928,1990656,1990656,20948928,12,12,12,24,7047
transform2,1,1,dynamic,4,20948928,1990656,1990656,20948928,12,12,12,24,5969
transform3,1,1,guided,4,20948928,1990656,1990656,20948928,12,12,12,24,6337
transform4,1,1,static,3,20948928,1990656,1990656,20948928,12,12,12,24,4349
transform5,1,1,dynamic,3,20948928,1990656,1990656,20948928,12,12,12,24,4240
transform6,1,1,guided,3,20948928,1990656,1990656,20948928,12,12,12,24,4352
transform7,1,1,static,2,20948928,1990656,1990656,20948928,12,12,12,24,4672
transform8,1,1,dynamic,2,20948928,1990656,1990656,20948928,12,12,12,24,4667
transform9,1,1,guided,2,20948928,1990656,1990656,20948928,12,12,12,24,4894
transform10,1,1,static,1,20948928,1990656,1990656,20948928,12,12,12,24,23160
transform11,1,1,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,22446
transform12,1,1,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,22422
transform13,1,2,static,3,20948928,1990656,1990656,20948928,12,12,12,24,4553
transform14,1,2,dynamic,3,20948928,1990656,1990656,20948928,12,12,12,24,8122
transform15,1,2,guided,3,20948928,1990656,1990656,20948928,12,12,12,24,9227
transform16,1,2,static,2,20948928,1990656,1990656,20948928,12,12,12,24,8260
transform17,1,2,dynamic,2,20948928,1990656,1990656,20948928,12,12,12,24,8755
transform18,1,2,guided,2,20948928,1990656,1990656,20948928,12,12,12,24,8359
transform19,1,2,static,1,20948928,1990656,1990656,20948928,12,12,12,24,9589
transform20,1,2,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,15396
transform21,1,2,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,13631
transform22,1,3,static,2,20948928,1990656,1990656,20948928,12,12,12,24,8327
transform23,1,3,dynamic,2,20948928,1990656,1990656,20948928,12,12,12,24,8252
transform24,1,3,guided,2,20948928,1990656,1990656,20948928,12,12,12,24,8225
transform25,1,3,static,1,20948928,1990656,1990656,20948928,12,12,12,24,7431
transform26,1,3,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,7492
transform27,1,3,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,7470
transform28,1,4,static,1,20948928,1990656,1990656,20948928,12,12,12,24,7176
transform29,1,4,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,7592
transform30,1,4,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,8956
transform31,2,3,static,2,20948928,1990656,1990656,20948928,12,12,12,24,6481
transform32,2,3,dynamic,2,20948928,1990656,1990656,20948928,12,12,12,24,6784
transform33,2,3,guided,2,20948928,1990656,1990656,20948928,12,12,12,24,6933
transform34,2,3,static,1,20948928,1990656,1990656,20948928,12,12,12,24,7459
transform35,2,3,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,6880
transform36,2,3,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,7004
transform37,2,4,static,1,20948928,1990656,1990656,20948928,12,12,12,24,6420
transform38,2,4,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,7004
transform39,2,4,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,7393
transform40,3,4,static,1,20948928,1990656,1990656,20948928,12,12,12,24,7301
transform41,3,4,dynamic,1,20948928,1990656,1990656,20948928,12,12,12,24,6604
transform42,3,4,guided,1,20948928,1990656,1990656,20948928,12,12,12,24,6129
