Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,7237124928,944111616,944111616,7237124928,56,56,56,112,978522
transform1,1,1,static,4,7237124928,944111616,944111616,7237124928,56,56,56,112,2797103
transform2,1,1,dynamic,4,7237124928,944111616,944111616,7237124928,56,56,56,112,2457311
transform3,1,1,guided,4,7237124928,944111616,944111616,7237124928,56,56,56,112,2462375
transform4,1,1,static,3,7237124928,944111616,944111616,7237124928,56,56,56,112,2577550
transform5,1,1,dynamic,3,7237124928,944111616,944111616,7237124928,56,56,56,112,2594543
transform6,1,1,guided,3,7237124928,944111616,944111616,7237124928,56,56,56,112,2608301
transform7,1,1,static,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2644948
transform8,1,1,dynamic,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2673448
transform9,1,1,guided,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2610855
transform10,1,1,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,4118041
transform11,1,1,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,4139690
transform12,1,1,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,4106158
transform13,1,2,static,3,7237124928,944111616,944111616,7237124928,56,56,56,112,2735973
transform14,1,2,dynamic,3,7237124928,944111616,944111616,7237124928,56,56,56,112,2727046
transform15,1,2,guided,3,7237124928,944111616,944111616,7237124928,56,56,56,112,2760780
transform16,1,2,static,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2799663
transform17,1,2,dynamic,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2755630
transform18,1,2,guided,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2776604
transform19,1,2,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2904327
transform20,1,2,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2911722
transform21,1,2,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2898823
transform22,1,3,static,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2771124
transform23,1,3,dynamic,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2678970
transform24,1,3,guided,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2669957
transform25,1,3,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2751373
transform26,1,3,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2737192
transform27,1,3,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2742276
transform28,1,4,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2654820
transform29,1,4,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2716577
transform30,1,4,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2715308
transform31,2,3,static,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2508991
transform32,2,3,dynamic,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2567043
transform33,2,3,guided,2,7237124928,944111616,944111616,7237124928,56,56,56,112,2568147
transform34,2,3,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2594645
transform35,2,3,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2572170
transform36,2,3,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2576436
transform37,2,4,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2515934
transform38,2,4,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2524929
transform39,2,4,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2513645
transform40,3,4,static,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2530398
transform41,3,4,dynamic,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2484523
transform42,3,4,guided,1,7237124928,944111616,944111616,7237124928,56,56,56,112,2458854
