Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,48,48,48,96,651639
transform1,1,1,static,4,0,0,0,0,48,48,48,96,431679
transform2,1,1,dynamic,4,0,0,0,0,48,48,48,96,435107
transform3,1,1,guided,4,0,0,0,0,48,48,48,96,439837
transform4,1,1,static,3,0,0,0,0,48,48,48,96,512885
transform5,1,1,dynamic,3,0,0,0,0,48,48,48,96,509468
transform6,1,1,guided,3,0,0,0,0,48,48,48,96,448383
transform7,1,1,static,2,0,0,0,0,48,48,48,96,533122
transform8,1,1,dynamic,2,0,0,0,0,48,48,48,96,526290
transform9,1,1,guided,2,0,0,0,0,48,48,48,96,518362
transform10,1,1,static,1,0,0,0,0,48,48,48,96,1477694
transform11,1,1,dynamic,1,0,0,0,0,48,48,48,96,1474766
transform12,1,1,guided,1,0,0,0,0,48,48,48,96,1473759
transform13,1,2,static,3,0,0,0,0,48,48,48,96,567208
transform14,1,2,dynamic,3,0,0,0,0,48,48,48,96,562097
transform15,1,2,guided,3,0,0,0,0,48,48,48,96,561846
transform16,1,2,static,2,0,0,0,0,48,48,48,96,587198
transform17,1,2,dynamic,2,0,0,0,0,48,48,48,96,561098
transform18,1,2,guided,2,0,0,0,0,48,48,48,96,557297
transform19,1,2,static,1,0,0,0,0,48,48,48,96,624494
transform20,1,2,dynamic,1,0,0,0,0,48,48,48,96,635164
transform21,1,2,guided,1,0,0,0,0,48,48,48,96,617374
transform22,1,3,static,2,0,0,0,0,48,48,48,96,552427
transform23,1,3,dynamic,2,0,0,0,0,48,48,48,96,521276
transform24,1,3,guided,2,0,0,0,0,48,48,48,96,519114
transform25,1,3,static,1,0,0,0,0,48,48,48,96,574002
transform26,1,3,dynamic,1,0,0,0,0,48,48,48,96,561846
transform27,1,3,guided,1,0,0,0,0,48,48,48,96,562240
transform28,1,4,static,1,0,0,0,0,48,48,48,96,530640
transform29,1,4,dynamic,1,0,0,0,0,48,48,48,96,568695
transform30,1,4,guided,1,0,0,0,0,48,48,48,96,565073
transform31,2,3,static,2,0,0,0,0,48,48,48,96,392007
transform32,2,3,dynamic,2,0,0,0,0,48,48,48,96,482721
transform33,2,3,guided,2,0,0,0,0,48,48,48,96,483282
transform34,2,3,static,1,0,0,0,0,48,48,48,96,498376
transform35,2,3,dynamic,1,0,0,0,0,48,48,48,96,505827
transform36,2,3,guided,1,0,0,0,0,48,48,48,96,499086
transform37,2,4,static,1,0,0,0,0,48,48,48,96,445220
transform38,2,4,dynamic,1,0,0,0,0,48,48,48,96,462378
transform39,2,4,guided,1,0,0,0,0,48,48,48,96,461951
transform40,3,4,static,1,0,0,0,0,48,48,48,96,459677
transform41,3,4,dynamic,1,0,0,0,0,48,48,48,96,430809
transform42,3,4,guided,1,0,0,0,0,48,48,48,96,427892
