Variant,distribute-collapse,parallel_position,scheduling,collapse,mem_to,mem_from,mem_alloc,mem_delete,LX,LY,LZ,LT,runtime(us)
CPU,none,none,none,1,0,0,0,0,20,20,20,40,45974
transform1,1,1,static,4,0,0,0,0,20,20,20,40,10801
transform2,1,1,dynamic,4,0,0,0,0,20,20,20,40,10441
transform3,1,1,guided,4,0,0,0,0,20,20,20,40,10432
transform4,1,1,static,3,0,0,0,0,20,20,20,40,13817
transform5,1,1,dynamic,3,0,0,0,0,20,20,20,40,12326
transform6,1,1,guided,3,0,0,0,0,20,20,20,40,12330
transform7,1,1,static,2,0,0,0,0,20,20,20,40,13319
transform8,1,1,dynamic,2,0,0,0,0,20,20,20,40,13326
transform9,1,1,guided,2,0,0,0,0,20,20,20,40,14542
transform10,1,1,static,1,0,0,0,0,20,20,20,40,95211
transform11,1,1,dynamic,1,0,0,0,0,20,20,20,40,175866
transform12,1,1,guided,1,0,0,0,0,20,20,20,40,94662
transform13,1,2,static,3,0,0,0,0,20,20,20,40,37186
transform14,1,2,dynamic,3,0,0,0,0,20,20,20,40,35540
transform15,1,2,guided,3,0,0,0,0,20,20,20,40,35794
transform16,1,2,static,2,0,0,0,0,20,20,20,40,38020
transform17,1,2,dynamic,2,0,0,0,0,20,20,20,40,37940
transform18,1,2,guided,2,0,0,0,0,20,20,20,40,37580
transform19,1,2,static,1,0,0,0,0,20,20,20,40,39831
transform20,1,2,dynamic,1,0,0,0,0,20,20,20,40,49122
transform21,1,2,guided,1,0,0,0,0,20,20,20,40,45576
transform22,1,3,static,2,0,0,0,0,20,20,20,40,29025
transform23,1,3,dynamic,2,0,0,0,0,20,20,20,40,37647
transform24,1,3,guided,2,0,0,0,0,20,20,20,40,33090
transform25,1,3,static,1,0,0,0,0,20,20,20,40,39194
transform26,1,3,dynamic,1,0,0,0,0,20,20,20,40,35632
transform27,1,3,guided,1,0,0,0,0,20,20,20,40,35391
transform28,1,4,static,1,0,0,0,0,20,20,20,40,34544
transform29,1,4,dynamic,1,0,0,0,0,20,20,20,40,37930
transform30,1,4,guided,1,0,0,0,0,20,20,20,40,35865
transform31,2,3,static,2,0,0,0,0,20,20,20,40,29104
transform32,2,3,dynamic,2,0,0,0,0,20,20,20,40,32163
transform33,2,3,guided,2,0,0,0,0,20,20,20,40,33828
transform34,2,3,static,1,0,0,0,0,20,20,20,40,33529
transform35,2,3,dynamic,1,0,0,0,0,20,20,20,40,32480
transform36,2,3,guided,1,0,0,0,0,20,20,20,40,32878
transform37,2,4,static,1,0,0,0,0,20,20,20,40,29948
transform38,2,4,dynamic,1,0,0,0,0,20,20,20,40,30019
transform39,2,4,guided,1,0,0,0,0,20,20,20,40,29825
transform40,3,4,static,1,0,0,0,0,20,20,20,40,26779
transform41,3,4,dynamic,1,0,0,0,0,20,20,20,40,26140
transform42,3,4,guided,1,0,0,0,0,20,20,20,40,27401
